time/total_timesteps,train/learning_rate,time/fps,train/n_updates,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,time/episodes,eval/mean_ep_length,eval/mean_reward
90000,0.001,,89877,,1.1898369351401925,,-28.081502586603165,,,126.3,183.39368431568147
90146,0.001,110,89995,184.13034543999999,1.2156968712806702,127.0,-28.268041319766287,817,844,,
90645,0.001,110,90492,183.87520848,1.2380065084472904,126.8,-28.169031943044356,821,848,,
91000,0.001,,90874,,1.2349255727243054,,-28.432473079974834,,,126.3,183.39368431568147
91158,0.001,110,91006,183.88300977999998,1.2381186322732405,126.81,-28.151680455063328,826,852,,
91669,0.001,110,91502,184.01711159,1.2274442752522807,126.92,-28.2366607727543,830,856,,
92000,0.001,,91896,,1.2384363318246507,,-28.08538034227159,,,126.3,183.39368431568147
92193,0.001,110,92028,184.23954129,1.2292483083226464,127.1,-28.123031905203156,836,860,,
92698,0.001,110,92537,184.23847820999995,1.212541980203241,127.11,-28.249845385551453,840,864,,
93000,0.001,,92916,,1.2056468100082585,,-28.394478551803097,,,126.3,183.39368431568147
93211,0.001,110,93046,184.38593028,1.2659422654371995,127.22,-28.105270062960113,845,868,,
93712,0.001,110,93556,184.22182823999992,1.216344306866328,127.09,-28.34235291253953,849,872,,
94000,0.001,,93937,,1.2539360792406145,,-28.296002264945738,,,126.3,183.39368431568147
94228,0.001,110,94066,184.56430199999994,1.1933026692663977,127.36,-28.476067322951096,855,876,,
94733,0.001,110,94574,184.32604319,1.2521555483803268,127.18,-28.26239776611328,858,880,,
95000,0.001,,94961,,1.2059187975621992,,-28.29026025341403,,,126.3,183.39368431568147
95250,0.001,110,95095,184.40339996999998,1.3670292776912005,127.24,-28.247427043630115,865,884,,
95759,0.001,110,95597,184.21466706000004,1.190843534565741,127.08,-28.08051819955149,869,888,,
96000,0.001,,95861,,1.2040164836428382,,-28.138166456511527,,,126.3,183.39368431568147
96253,0.001,110,96102,183.88100427,1.1850438333359086,126.81,-28.347591908772788,874,892,,
96782,0.001,110,96622,184.14409199,1.1783806067104488,127.03,-28.355847432063175,878,896,,
97000,0.001,,96877,,1.2150532493591308,,-28.426329828077748,,,126.3,183.39368431568147
97287,0.001,110,97130,184.02632439999996,1.1894093200940044,126.95,-28.407605171203613,883,900,,
97789,0.001,110,97635,183.99262334,1.246309299652393,126.93,-28.13644291804387,887,904,,
98000,0.001,,97890,,1.1942475460867845,,-28.339818000793457,,,126.3,183.39368431568147
98305,0.001,110,98154,183.97647368000005,1.2735721139293728,126.92,-28.1070458094279,893,908,,
98816,0.001,110,98658,184.05795002,1.2829808536476976,126.97,-28.19786748290062,897,912,,
99000,0.001,,98913,,1.247104191404628,,-28.259928082662917,,,126.3,183.39368431568147
99329,0.001,110,99175,184.02625177,1.2568929562568665,126.96,-28.179187620839766,902,916,,
99844,0.001,110,99684,184.22495244000004,1.2191387079064808,127.11,-28.196795387873575,906,920,,
100000,0.001,,99937,,1.19557763648227,,-28.16994851534484,,,126.3,183.39368431568147
100351,0.001,110,100194,184.33769331,1.1819250097641578,127.2,-28.193916467519905,911,924,,
100870,0.001,110,100703,184.46402852,1.1732024700661017,127.31,-28.227984569111808,915,928,,
101000,0.001,,100840,,1.2405829768981376,,-28.113655200902965,,,126.3,183.39368431568147
101392,0.001,110,101235,184.59068931000002,1.1799798227273501,127.42,-28.071876056377704,921,932,,
101911,0.001,110,101752,184.86134972,1.1871568689346312,127.64,-28.30553684537373,925,936,,
102000,0.001,,101881,,1.1972827652628109,,-28.333186239004135,,,126.3,183.39368431568147
102424,0.001,110,102267,184.99769365999998,1.1805534660816193,127.74,-28.057421214996822,930,940,,
102929,0.001,110,102773,185.11113324,1.2255707191041678,127.83,-28.037738037109374,934,944,,
103000,0.001,,102899,,1.191240944559612,,-28.299754157898917,,,126.3,183.39368431568147
103438,0.001,109,103281,185.25280193999998,1.1845414122258584,127.93,-28.191797195918976,940,948,,
103957,0.001,110,103801,185.32432862,1.2034501955490704,127.99,-28.274395376443863,944,952,,
104000,0.001,,103927,,1.18344713771154,,-28.124263823978485,,,126.3,183.39368431568147
104474,0.001,109,104321,185.40588767999998,1.2085244434349465,128.05,-28.17952838088527,950,956,,
104984,0.001,110,104828,185.22209153999995,1.1926506802551728,127.91,-28.306550438724347,954,960,,
105000,0.001,,104954,,1.2115997071304019,,-28.23712227836488,,,126.3,183.39368431568147
105497,0.001,109,105344,185.32674212999999,1.1538288953588969,127.99,-28.428484845517286,959,964,,
105999,0.001,110,105839,185.20420993999994,1.1844942683265323,127.88,-28.200861219375852,963,968,,
106000,0.001,,105969,,1.160157398535655,,-28.07666931152344,,,126.3,183.39368431568147
106515,0.001,109,106351,185.38113626000003,1.1639744950764215,128.03,-28.338376828094027,969,972,,
107000,0.001,,106855,,1.2878263727957462,,-28.42366654994124,,,126.3,183.39368431568147
107008,,109,,185.09182550000006,,127.8,,974,976,,
107507,0.001,109,107352,185.02356005000001,1.214634751545564,127.74,-28.24638730829412,978,980,,
108000,0.001,,107868,,1.1997273898706204,,-28.15229683537637,,,126.3,183.39368431568147
108029,,109,,185.10062124000004,,127.79,,983,984,,
108555,0.001,109,108393,185.30644950999994,1.2605823585088702,127.96,-28.443424418352652,987,988,,
109000,0.001,,108910,,1.2413249257682026,,-28.09567473591238,,,126.3,183.39368431568147
109064,,109,,185.48793723999998,,128.11,,993,992,,
109579,0.001,109,109421,185.32339198000003,1.2410107697360218,127.97,-28.25466275215149,997,996,,
110000,0.001,,109932,,1.17558577330783,,-28.302475094795227,,,126.3,183.39368431568147
110095,,109,,185.46011222999996,,128.08,,1002,1000,,
110586,0.001,109,110432,185.33908941000004,1.1609624721170442,127.97,-28.215110009716405,1006,1004,,
111000,0.001,,110950,,1.2217333586886525,,-28.29089444875717,,,126.3,183.39368431568147
111115,,109,,185.50768247999997,,128.1,,1012,1008,,
111606,0.001,109,111454,185.2462313,1.1705024445703787,127.9,-28.302492845975436,1015,1012,,
112000,0.001,,111959,,1.193723871121331,,-28.1644102126833,,,126.3,183.39368431568147
112126,,109,,185.33720680000002,,127.97,,1021,1016,,
112622,0.001,109,112471,185.08001415,1.1696083339180534,127.78,-28.27128022814554,1025,1020,,
113000,0.001,,112846,,1.163207161048102,,-28.137780900985476,,,126.3,183.39368431568147
113141,0.001,109,112976,185.2426409,1.1685340367830717,127.9,-28.317156190138597,1031,1024,,
113674,0.001,109,113511,185.43267006000002,1.1954475036373844,128.04,-28.24130046901418,1035,1028,,
114000,0.001,,113897,,1.2146859563382946,,-28.225880449468438,,,126.3,183.39368431568147
114186,0.001,109,114025,185.32045323000003,1.1973845423199236,127.94,-28.211178600788116,1040,1032,,
114687,0.001,109,114536,185.10313167000004,1.2121553196942896,127.76,-28.199617727478937,1044,1036,,
115000,0.001,,114926,,1.2648588697687329,,-28.226373645237516,,,126.3,183.39368431568147
115207,0.001,109,115054,185.17172208,1.291566003113985,127.83,-28.416320085525513,1050,1040,,
115708,0.001,109,115556,185.11657186,1.2664834389319786,127.79,-28.20618661733774,1054,1044,,
116000,0.001,,115930,,1.203851779607626,,-28.346371900118314,,,126.3,183.39368431568147
116204,0.001,109,116056,184.94310274,1.19602827183784,127.66,-28.131177629743302,1060,1048,,
116716,0.001,109,116561,184.86665289,1.2602794672313489,127.59,-28.115469816959266,1064,1052,,
117000,0.001,,116949,,1.2364196097409283,,-28.06151717456419,,,126.3,183.39368431568147
117238,0.001,109,117080,184.91914250000002,1.2184551353672988,127.64,-28.058135177149918,1070,1056,,
117740,0.001,109,117582,184.83996419,1.197015597838764,127.56,-28.262998551588794,1074,1060,,
118000,0.001,,117958,,1.146979460386726,,-28.113741567057946,,,126.3,183.39368431568147
118252,0.001,109,118087,184.82875122000004,1.1512999049452848,127.55,-28.262899696826935,1080,1064,,
118759,0.001,109,118600,184.86651393,1.20575605401626,127.6,-28.136183518629807,1084,1068,,
119000,0.001,,118856,,1.2235552846916078,,-28.04188311100006,,,126.3,183.39368431568147
119254,0.001,109,119099,184.58848993000007,1.208750058881572,127.39,-27.95176040149126,1089,1072,,
119757,0.001,109,119599,184.72167256000003,1.2661159663665584,127.49,-28.310998947893985,1094,1076,,
120000,0.001,,119854,,1.2207357432898573,,-28.32125073671341,,,126.3,183.39368431568147
120255,0.001,109,120107,184.71723821,1.2033673841801902,127.48,-28.131959400479754,1099,1080,,
120778,0.001,109,120621,184.71665385999998,1.2241321755573153,127.49,-28.068744719028473,1103,1084,,
121000,0.001,,120879,,1.2260900062459115,,-28.09565819960374,,,126.3,183.39368431568147
121306,0.001,109,121144,184.74059395,1.2104036777779676,127.51,-27.992575299912605,1109,1088,,
121826,0.001,109,121673,184.89398706999998,1.2398524678670444,127.62,-28.05748754648062,1114,1092,,
122000,0.001,,121927,,1.207591581435604,,-27.943134982769305,,,126.3,183.39368431568147
122338,0.001,109,122181,184.84991311000002,1.1599549734201589,127.59,-28.179640066428263,1119,1096,,
122860,0.001,109,122703,184.93341171000003,1.21364508330367,127.65,-28.102988228431116,1124,1100,,
123000,0.001,,122966,,1.2386696776923012,,-28.113954179427203,,,126.3,183.39368431568147
123385,0.001,109,123231,185.34882321,1.2712238339612083,127.99,-28.12190350364236,1129,1104,,
123898,0.001,109,123729,185.14593649999998,1.2823826849945192,127.83,-27.9260540321225,1134,1108,,
124000,0.001,,123868,,1.2585646278566593,,-27.904785782950267,,,126.3,183.39368431568147
124407,0.001,109,124248,185.36978256999998,1.2680569442491683,128.01,-27.857195717947825,1139,1112,,
124915,0.001,109,124761,185.2373189,1.2581375941397652,127.89,-27.932965414864675,1143,1116,,
125000,0.001,,124885,,1.2356397451892975,,-28.06168073223483,,,126.3,183.39368431568147
125414,0.001,109,125259,185.28535109000003,1.2882690406034862,127.92,-28.055944170270646,1149,1120,,
125930,0.001,109,125769,185.25464017000002,1.2942709951631484,127.89,-28.00911540369834,1153,1124,,
126000,0.001,,125900,,1.2455124213495328,,-28.050723509355024,,,126.3,183.39368431568147
126448,0.001,109,126280,185.05950866000003,1.2712487853837735,127.74,-27.890556277650774,1159,1128,,
126958,0.001,109,126806,185.03088470999995,1.3321516459638423,127.72,-27.67009750741427,1163,1132,,
127000,0.001,,126928,,1.258924200398023,,-28.049087430610033,,,126.3,183.39368431568147
127486,0.001,109,127326,185.35741055999998,1.2399395897107965,127.99,-28.09813373229083,1169,1136,,
127996,0.001,109,127843,185.25439350999997,1.2748327264348969,127.89,-27.96400686410757,1173,1140,,
128000,0.001,,127966,,1.2777413488403568,,-27.89597628193517,,,126.3,183.39368431568147
128523,0.001,108,128364,185.57424049999997,1.2543948541084926,128.15,-27.981538194598574,1179,1144,,
129000,0.001,,128881,,1.316186121719725,,-27.8871231359594,,,126.3,183.39368431568147
129041,,108,,185.85619819,,128.37,,1185,1148,,
129536,0.001,108,129384,185.6675909,1.221407092642039,128.2,-27.831999570131302,1189,1152,,
130000,0.001,,129881,,1.1547132609336357,,-27.929915475063638,,,126.3,183.39368431568147
130046,,108,,185.52872873,,128.08,,1195,1156,,
130553,0.001,108,130390,185.58158404999998,1.1787557409504268,128.13,-27.840885013341904,1199,1160,,
131000,0.001,,130904,,1.1455319865096,,-27.983726070773216,,,126.3,183.39368431568147
131057,,108,,185.48699638000002,,128.05,,1205,1164,,
131563,0.001,108,131403,185.49306818000002,1.143774126470089,128.04,-28.019002183278403,1209,1168,,
132000,0.001,,131919,,1.1185589728564242,,-27.99732671064489,,,126.3,183.39368431568147
132074,,108,,185.70276234999997,,128.2,,1214,1172,,
132589,0.001,108,132434,185.85914552000003,1.1503551709465683,128.32,-27.90584346652031,1219,1176,,
133000,0.001,,132943,,1.2144872703293497,,-28.182292997837067,,,126.3,183.39368431568147
133105,,108,,186.09792422,,128.5,,1224,1180,,
133609,0.001,108,133461,185.86494753,1.1480742064557334,128.31,-28.17790988087654,1228,1184,,
134000,0.001,,133966,,1.2435959725451649,,-28.071470801510028,,,126.3,183.39368431568147
134119,,108,,185.64640913,,128.13,,1234,1188,,
134617,0.001,108,134464,185.36191253999996,1.1907638097537383,127.91,-28.02212937672933,1238,1192,,
135000,0.001,,134847,,1.1669718340823525,,-28.252198537190754,,,126.3,183.39368431568147
135137,0.001,108,134975,185.44880216,1.2346379412338138,127.99,-27.82153409719467,1244,1196,,
135638,0.001,108,135487,185.18992596,1.1784892876942952,127.78,-28.132711678743362,1248,1200,,
136000,0.001,,135862,,1.1961568293609017,,-28.12311962246895,,,126.3,183.39368431568147
136141,0.001,108,135989,184.92088787,1.1872301167390478,127.56,-28.23491468883696,1253,1204,,
136672,0.001,108,136508,185.14607983000002,1.206730104129733,127.74,-28.345620097536028,1258,1208,,
137000,0.001,,136916,,1.114664403155998,,-28.16440559835995,,,126.3,183.39368431568147
137209,0.001,108,137044,185.49540665,1.1268703369423747,128.02,-28.26414120197296,1263,1212,,
137722,0.001,108,137563,185.5389203,1.1228761980310082,128.07,-28.1637225151062,1268,1216,,
138000,0.001,,137946,,1.2267610146885826,,-28.376157760620117,,,126.3,183.39368431568147
138234,0.001,108,138078,185.70486510000003,1.167831014051582,128.2,-28.2220100923018,1273,1220,,
138753,0.001,108,138596,185.70788598000001,1.2008904961366502,128.23,-28.246173253135076,1278,1224,,
139000,0.001,,138845,,1.2017691057236468,,-28.38326044551662,,,126.3,183.39368431568147
139266,0.001,108,139112,185.64290802000002,1.2358366087630943,128.18,-28.193319152383243,1283,1228,,
139789,0.001,108,139628,185.8163855,1.39092451830705,128.31,-27.945210456848145,1288,1232,,
140000,0.001,,139887,,1.2169222529046237,,-28.092175483703613,,,126.3,183.39368431568147
140304,0.001,108,140143,185.65076010999996,1.2101257766864097,128.18,-27.971056818962097,1293,1236,,
140819,0.001,108,140668,185.71226637,1.1588658501776001,128.23,-28.09419438498361,1298,1240,,
141000,0.001,,140911,,1.163901148760905,,-28.15557379800765,,,126.3,183.39368431568147
141327,0.001,108,141163,185.47652536000004,1.160808960134669,128.04,-28.128339618444443,1304,1244,,
141849,0.001,108,141688,185.51627645999997,1.208556350860887,128.08,-28.10379138137355,1308,1248,,
142000,0.001,,141941,,1.2376563324302923,,-28.268271743274127,,,126.3,183.39368431568147
142343,0.001,108,142192,185.47622547,1.2633588792770867,128.07,-28.270108580589294,1314,1252,,
142867,0.001,108,142703,185.65858398,1.249150047772122,128.21,-28.034361727097455,1318,1256,,
143000,0.001,,142960,,1.2100792144372212,,-28.19540589855563,,,126.3,183.39368431568147
143361,0.001,108,143207,185.48420445,1.189777732849121,128.08,-28.306022397933468,1323,1260,,
143878,0.001,108,143721,185.64644810000001,1.1693576358434723,128.21,-28.25663984389532,1328,1264,,
144000,0.001,,143968,,1.1484349936246872,,-28.152420393625896,,,126.3,183.39368431568147
144373,0.001,108,144215,185.50071827000002,1.1867882301572894,128.1,-28.294562793168865,1333,1268,,
144886,0.001,108,144724,185.5302096,1.1935445728801912,128.12,-28.270951701748757,1337,1272,,
145000,0.001,,144856,,1.1509530679746107,,-28.194387580409195,,,126.3,183.39368431568147
145371,0.001,108,145221,185.14148433,1.1054796895980834,127.82,-28.157653900884814,1343,1276,,
145890,0.001,108,145726,185.15718310999998,1.0968409273773432,127.85,-28.364358991384506,1347,1280,,
146000,0.001,,145860,,1.1062314096671433,,-28.493771026383584,,,126.3,183.39368431568147
146413,0.001,108,146259,185.40407836999995,1.1189947834721319,128.04,-28.290885726017738,1353,1284,,
146929,0.001,108,146774,185.47635135000002,1.1396110500482952,128.1,-28.401335632099826,1357,1288,,
147000,0.001,,146899,,1.1707604517936707,,-28.328382768938617,,,126.3,183.39368431568147
147438,0.001,108,147281,185.61597304999998,1.1575595228932798,128.21,-28.351445138454437,1363,1292,,
147955,0.001,108,147796,185.58159161,1.129039298404347,128.18,-28.48772020808986,1367,1296,,
148000,0.001,,147925,,1.1230808417926463,,-28.4243126809597,,,126.3,183.39368431568147
148469,0.001,108,148302,185.73147179,1.176308104625115,128.31,-28.413378495436447,1373,1300,,
148970,0.001,108,148818,185.69630755999998,1.1754462383687496,128.29,-28.239383578300476,1377,1304,,
149000,0.001,,148940,,1.1718893578795135,,-28.597695866569143,,,126.3,183.39368431568147
149465,0.001,108,149309,185.23116345,1.1921994851695166,127.93,-28.41144625345866,1382,1308,,
149976,0.001,108,149821,184.89522814999998,1.1226710761625935,127.67,-28.182987303960893,1387,1312,,
150000,0.001,,149946,,1.1476718063354492,,-28.49061654106019,,,126.3,183.39368431568147
150489,0.001,108,150327,184.90485833,1.1204623575285664,127.67,-28.387931642078218,1392,1316,,
150985,0.001,108,150830,184.70513250999994,1.2798670175646947,127.51,-28.472803084576718,1396,1320,,
151000,0.001,,150955,,1.1965450620651246,,-28.511602863188713,,,126.3,183.39368431568147
151492,0.001,107,151335,184.57229578999994,1.1943499500934893,127.39,-28.633747775738055,1402,1324,,
152000,0.001,,151846,,1.1850590899823203,,-28.588563101632253,,,126.3,183.39368431568147
152009,,107,,184.61853895000002,,127.43,,1408,1328,,
152511,0.001,107,152356,184.35603541,1.1762447622087266,127.22,-28.57385523178998,1412,1332,,
153000,0.001,,152863,,1.1759141498757888,,-28.607314378023148,,,126.3,183.39368431568147
153014,,107,,184.21205046,,127.1,,1418,1336,,
153512,0.001,107,153347,183.99269393000003,1.1663997749320598,126.93,-28.698412555759237,1422,1340,,
154000,0.001,,153864,,1.2019674442708492,,-28.445300459861755,,,126.3,183.39368431568147
154025,,107,,184.05780584000001,,126.98,,1428,1344,,
154533,0.001,107,154383,183.89546236000007,1.1455267029149192,126.84,-28.53209880041698,1432,1348,,
155000,0.001,,154876,,1.1183750319480896,,-28.43378294081915,,,126.3,183.39368431568147
155025,,107,,183.87548201,,126.82,,1438,1352,,
155525,0.001,107,155375,183.57433414,1.194803649379361,126.58,-28.480112014278287,1442,1356,,
156000,0.001,,155888,,1.1639581541363284,,-28.788720893859864,,,126.3,183.39368431568147
156042,,107,,183.86471256999997,,126.81,,1447,1360,,
156551,0.001,107,156395,183.76989698,1.1869015207657447,126.73,-28.67059957064115,1452,1364,,
157000,0.001,,156902,,1.1845053240535706,,-28.556275675373694,,,126.3,183.39368431568147
157057,,107,,183.90493398999996,,126.84,,1457,1368,,
157560,0.001,107,157401,183.80071026000002,1.1887045923129533,126.74,-28.66231831908226,1461,1372,,
158000,0.001,,157900,,1.19479931238269,,-28.44559772679063,,,126.3,183.39368431568147
158065,,107,,184.05162784,,126.94,,1467,1376,,
158589,0.001,107,158428,184.11860245,1.1971059285677397,126.99,-28.570287645780123,1471,1380,,
159000,0.001,,158935,,1.229256994502489,,-28.4788855612278,,,126.3,183.39368431568147
159101,,107,,183.96983864,,126.88,,1477,1384,,
159609,0.001,107,159448,183.85818693999997,1.2342519168778667,126.8,-28.42698222398758,1481,1388,,
160000,0.001,,159954,,1.1807387860551957,,-28.426488630233273,,,126.3,183.39368431568147
160115,,107,,183.83228387000003,,126.77,,1487,1392,,
160616,0.001,107,160450,183.63705983,1.2301531914903336,126.61,-28.54279286066691,1491,1396,,
161000,0.001,,160969,,1.256786613444972,,-28.588722103931865,,,126.3,183.39368431568147
161128,,107,,183.62339808999997,,126.59,,1497,1400,,
161638,0.001,107,161477,183.72886121000002,1.231558510567993,126.68,-28.480230003595352,1501,1404,,
162000,0.001,,161866,,1.270063526150006,,-28.254847028362217,,,126.3,183.39368431568147
162143,0.001,107,161990,183.85423485999996,1.2915281514006276,126.78,-28.410464256040513,1507,1408,,
162659,0.001,107,162500,183.93447204,1.2767020226456225,126.83,-28.39851814508438,1511,1412,,
163000,0.001,,162889,,1.2955730585601386,,-28.432140865023175,,,126.3,183.39368431568147
163166,0.001,107,163012,183.85884625,1.269584297164669,126.77,-28.44850254058838,1517,1416,,
163677,0.001,107,163521,184.05712061999998,1.233775849560745,126.92,-28.299066748985876,1521,1420,,
164000,0.001,,163923,,1.20613968933838,,-28.200547259786855,,,126.3,183.39368431568147
164212,0.001,107,164052,184.39888394,1.2322640816370647,127.2,-28.338785318227913,1526,1424,,
164718,0.001,107,164554,184.27267876999997,1.2468353434214516,127.09,-28.352956257169208,1530,1428,,
165000,0.001,,164936,,1.251067488212285,,-28.049450516700745,,,126.3,183.39368431568147
165218,0.001,107,165069,184.23690604,1.2778590048166145,127.07,-28.261674331896234,1536,1432,,
165719,0.001,107,165569,184.21126719,1.2703779264101906,127.05,-28.452203599233474,1540,1436,,
166000,0.001,,165947,,1.256412435704329,,-28.21118790762765,,,126.3,183.39368431568147
166228,0.001,107,166077,184.35171381,1.2253593912491432,127.16,-28.025681715745193,1546,1440,,
166747,0.001,107,166586,184.41349247999997,1.235895695594641,127.22,-28.155077362060545,1550,1444,,
167000,0.001,,166844,,1.3400489856877664,,-28.23928239941597,,,126.3,183.39368431568147
167256,0.001,107,167099,184.41968929000004,1.302214239056655,127.23,-28.18443295312306,1556,1448,,
167765,0.001,107,167607,184.63353633999998,1.2981467566152258,127.4,-28.071757937234544,1560,1452,,
168000,0.001,,167859,,1.2439348067968123,,-27.962140114076675,,,126.3,183.39368431568147
168273,0.001,107,168117,184.70713435,1.2920483066922142,127.48,-28.009233505006822,1566,1456,,
168786,0.001,107,168632,184.65698749,1.2704701316087765,127.44,-28.156509427881954,1570,1460,,
169000,0.001,,168881,,1.2795853171348572,,-28.082237243652344,,,126.3,183.39368431568147
169310,0.001,107,169158,184.83955677999998,1.2557992334751522,127.59,-27.97352975957534,1576,1464,,
169812,0.001,107,169657,184.78746152000002,1.2882009790143893,127.55,-28.160597845224235,1580,1468,,
170000,0.001,,169908,,1.2450050129776908,,-28.03216576954675,,,126.3,183.39368431568147
170322,0.001,107,170163,184.85152510000003,1.2299482667887653,127.62,-27.98951519069387,1586,1472,,
170842,0.001,107,170682,185.04207598000002,1.2606293789045078,127.77,-28.028798043727875,1590,1476,,
171000,0.001,,170941,,1.2656338649202687,,-28.151781529188156,,,126.3,183.39368431568147
171356,0.001,107,171203,184.9273002,1.275372990988251,127.67,-28.05760481863311,1596,1480,,
171875,0.001,107,171713,185.01460444999998,1.2595559088513255,127.74,-28.135872781276703,1600,1484,,
172000,0.001,,171845,,1.2734932800134022,,-28.189736770861078,,,126.3,183.39368431568147
172390,0.001,107,172236,185.11110127999996,1.322113314012843,127.81,-28.15033119916916,1606,1488,,
172892,0.001,107,172735,185.04186775,1.2356927375324438,127.77,-27.92286159953133,1610,1492,,
173000,0.001,,172862,,1.2475829748656806,,-27.95033872127533,,,126.3,183.39368431568147
173390,0.001,107,173241,185.01139157,1.292512452143889,127.74,-27.975781602125902,1616,1496,,
173890,0.001,107,173740,184.85753256,1.3049414295795536,127.62,-27.934102230384703,1619,1500,,
174000,0.001,,173860,,1.292297831674417,,-27.866337966918945,,,126.3,183.39368431568147
174393,0.001,107,174233,184.78403126999999,1.2573359638957653,127.55,-27.710730180901997,1625,1504,,
174909,0.001,107,174758,184.91638054000003,1.2557765427810044,127.66,-28.031122691595733,1629,1508,,
175000,0.001,,174879,,1.2465996436836306,,-27.95798657735189,,,126.3,183.39368431568147
175430,0.001,107,175273,184.97088349999999,1.2286075060255826,127.71,-27.793941885232925,1634,1512,,
175951,0.001,107,175787,185.14003173,1.2773353112630608,127.85,-27.933012167612713,1639,1516,,
176000,0.001,,175921,,1.2351709319584405,,-27.683738765431873,,,126.3,183.39368431568147
176467,0.001,107,176303,185.18050573999997,1.2510094477070703,127.9,-27.728933092147585,1644,1520,,
176957,0.001,107,176806,184.63201791,1.281727206900837,127.45,-27.744645918569258,1648,1524,,
177000,0.001,,176927,,1.295003550111755,,-27.72334950764974,,,126.3,183.39368431568147
177460,0.001,107,177303,184.59262845,1.2334312977790833,127.42,-27.718177856937533,1654,1528,,
177960,0.001,107,177807,184.58770016999995,1.2406548379111464,127.42,-27.920464235193588,1658,1532,,
178000,0.001,,177930,,1.1967349692088802,,-27.732020008948542,,,126.3,183.39368431568147
178475,0.001,107,178315,184.75629186000003,1.2103817963600159,127.56,-27.881979573157526,1663,1536,,
178969,0.001,107,178813,184.56810477999997,1.27001388786269,127.41,-27.63590518763808,1667,1540,,
179000,0.001,,178939,,1.2531210950442724,,-27.692758287702286,,,126.3,183.39368431568147
179470,0.001,107,179315,184.35901914000002,1.2455663394740248,127.23,-27.72300998748295,1673,1544,,
179970,0.001,107,179814,184.24917019,1.241450620076013,127.14,-27.572650909423828,1677,1548,,
180000,0.001,,179940,,1.2615046378165957,,-27.530257149348184,,,126.3,183.39368431568147
180457,0.001,107,180306,183.97609443000002,1.326198190208373,126.92,-27.560555488832534,1682,1552,,
180960,0.001,107,180801,183.95435784999998,1.338091373936204,126.87,-27.637853336334228,1686,1556,,
181000,0.001,,180930,,1.261779548585877,,-27.614363127488357,,,126.3,183.39368431568147
181467,0.001,107,181310,183.88633845999996,1.3015828697067318,126.81,-27.697423790440414,1692,1560,,
181957,0.001,107,181805,183.47031869,1.5071599992184803,126.47,-27.560238640883874,1696,1564,,
182000,0.001,,181927,,1.2802106777175528,,-27.548844196757333,,,126.3,183.39368431568147
182485,0.001,107,182320,183.79564168000002,1.3155111488886178,126.73,-27.47469261288643,1702,1568,,
182999,0.001,107,182846,183.83631125,1.2763375917771704,126.77,-27.50243673751603,1706,1572,,
183000,0.001,,182969,,1.3014929415733834,,-27.575418253413968,,,126.3,183.39368431568147
183505,0.001,107,183351,183.66520701,1.255395067754642,126.63,-27.514826595783234,1712,1576,,
184000,0.001,,183865,,1.286406841644874,,-27.343642572256236,,,126.3,183.39368431568147
184024,,107,,183.71872114,,126.68,,1717,1580,,
184543,0.001,107,184386,183.71633642,1.2477315434000709,126.68,-27.60685513236306,1721,1584,,
185000,0.001,,184885,,1.2232983881427395,,-27.560156976023027,,,126.3,183.39368431568147
185037,,107,,183.46601335000003,,126.47,,1727,1588,,
185538,0.001,107,185383,183.46112937000007,1.2246605064258103,126.46,-27.403938865661623,1731,1592,,
186000,0.001,,185884,,1.2092889136437215,,-27.468776298291754,,,126.3,183.39368431568147
186039,,107,,183.49010846000002,,126.49,,1736,1596,,
186540,0.001,107,186384,183.51603509,1.2211429295539855,126.5,-27.33952143835643,1740,1600,,
187000,0.001,,186895,,1.2469866890315862,,-27.24939915537834,,,126.3,183.39368431568147
187057,,107,,183.68418680000002,,126.64,,1746,1604,,
187564,0.001,107,187406,183.59256575999999,1.253883247337644,126.55,-27.429051414368644,1750,1608,,
188000,0.001,,187916,,1.4615046047803126,,-27.429559245254055,,,126.3,183.39368431568147
188069,,107,,183.39993904,,126.39,,1755,1612,,
188577,0.001,107,188420,183.25694178,1.3268256137768428,126.26,-27.34252020517985,1759,1616,,
189000,0.001,,188947,,1.3143569619567306,,-27.426862375060125,,,126.3,183.39368431568147
189102,,107,,183.35596041,,126.35,,1764,1620,,
189615,0.001,107,189459,183.63167653999997,1.3049972236641054,126.58,-27.23749123244989,1768,1624,,
190000,0.001,,189851,,1.304400445810005,,-27.410859805434498,,,126.3,183.39368431568147
190135,0.001,107,189975,183.83637882999994,1.2631177368663973,126.75,-27.444069462437785,1774,1628,,
190642,0.001,107,190487,183.92912016999998,1.2242613407491727,126.82,-27.235607323279748,1778,1632,,
191000,0.001,,190870,,1.3077052916799272,,-27.309132621401833,,,126.3,183.39368431568147
191155,0.001,107,190993,183.91878203999997,1.2626841373559905,126.8,-27.397084189243003,1784,1636,,
191676,0.001,107,191518,184.23924141,1.3076767392122923,127.07,-27.377987021830545,1788,1640,,
192000,0.001,,191901,,1.2689440644556476,,-27.29393989809098,,,126.3,183.39368431568147
192201,0.001,107,192035,184.53146167,1.276302173066495,127.31,-27.405806498741036,1793,1644,,
192709,0.001,107,192555,184.62106306999993,1.2961980372667312,127.39,-27.17780154546102,1798,1648,,
193000,0.001,,192944,,1.30176725080519,,-27.337664488590125,,,126.3,183.39368431568147
