train/learning_rate,train/critic_loss,time/episodes,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,10.554538357496261,,149968,,,151000,,-117.17374368286133,,837.1,1915.2245930671693
0.001,11.112018515825271,,150968,,,152000,,-117.25906298828124,,933.5,1849.6341884315013
,,676,,302.33,502.78163459999996,152059,1629,,93,,
0.001,11.43686179280281,,151968,,,153000,,-117.49729423522949,,1000.0,2353.4372953653337
0.001,11.147095388174057,,152968,,,154000,,-118.15406753540039,,1000.0,1867.8347049474717
0.001,11.166246030807494,,153968,,,155000,,-118.71749035644531,,1000.0,1912.5662012636662
0.001,10.351684698104858,680,154968,321.56,553.86462806,155750,1687,-119.1915569152832,92,,
0.001,10.678038745471607,,155659,,,156000,,-119.13572535860365,,1000.0,2117.579313594103
0.001,11.203294932365418,,156659,,,157000,,-120.00657955932617,,1000.0,1779.2212200164795
0.001,10.370580556154252,,157659,,,158000,,-120.69913786315918,,1000.0,1867.4535509228706
0.001,9.868108565092086,,158659,,,159000,,-120.88980894470215,,1000.0,2291.8032445669173
,,684,,352.26,621.1029554099999,159750,1755,,90,,
0.001,10.890697615146637,,159659,,,160000,,-121.70609336853028,,1000.0,1962.0470749616622
0.001,12.137078483288105,,160854,,,161000,,-122.43608015410754,,1000.0,2130.896779090166
0.001,13.113558953762054,,161854,,,162000,,-123.44114190673828,,1000.0,2280.2617093205454
,,688,,367.49,659.8959902400001,162945,1809,,90,,
0.001,11.370909891366958,,162854,,,163000,,-124.31683143615723,,728.3,1653.5657245755197
0.001,13.862913497686385,,163854,,,164000,,-125.10276429748535,,1000.0,2354.2556956768035
0.001,11.904315082550049,,164854,,,165000,,-126.50808264160156,,1000.0,2145.5919601619244
0.001,15.349281533956528,,165854,,,166000,,-127.36118182373046,,1000.0,2526.151261514425
,,692,,397.57,738.12598554,166945,1878,,88,,
0.001,13.055971612930298,,166854,,,167000,,-128.54012004089356,,1000.0,2193.7886800646784
0.001,12.568741201162338,,167854,,,168000,,-129.9386070251465,,1000.0,2259.2409142553806
0.001,14.970004386425018,,168854,,,169000,,-130.78314100646972,,1000.0,2528.999765586853
0.001,14.819502669334412,,169854,,,170000,,-132.05851049804687,,1000.0,2263.210479426384
,,696,,428.37,816.74426532,170945,1949,,87,,
0.001,14.427890687942504,,170854,,,171000,,-133.9087089996338,,1000.0,2397.2790051460265
0.001,17.131173611164094,,171854,,,172000,,-135.1390510406494,,1000.0,2590.3016143977643
0.001,15.976866031169891,,172854,,,173000,,-136.86959660339355,,1000.0,2471.063002449274
0.001,14.90742123413086,,173854,,,174000,,-138.0127347717285,,859.8,2203.5250170886516
,,700,,450.59,886.31574803,174945,2018,,86,,
0.001,14.983854110956193,,174854,,,175000,,-139.07026278686524,,1000.0,2444.1561488687994
0.001,15.503404100179672,,175854,,,176000,,-140.42342150878906,,1000.0,2577.5504155278204
0.001,14.497191073656083,,176854,,,177000,,-140.83360562133788,,464.5,1262.7658650338649
0.001,13.484323661317939,,177360,,,178000,,-141.77039032585537,,1000.0,2355.8058596372603
,,704,,460.61,930.6296777599999,178451,2079,,85,,
0.001,15.667484198570252,,178360,,,179000,,-142.528580078125,,1000.0,2258.2899812877176
0.001,12.905331277370452,,179360,,,180000,,-142.91840225219727,,1000.0,2675.532562315464
0.001,13.928205109357833,,180360,,,181000,,-143.8674345703125,,1000.0,2541.3327412366866
0.001,13.517118404388428,,181360,,,182000,,-145.26757025146483,,962.5,2542.366264331341
,,708,,476.81,995.3430569799999,182084,2148,,84,,
0.001,16.444929477727808,,181993,,,183000,,-145.57552482508405,,731.1,1887.3385239601134
0.001,14.951396862506867,,182993,,,184000,,-146.41576486206054,,1000.0,2729.5511738181112
0.001,11.96990754081227,,184467,,,185000,,-147.75341487836235,,917.3,2376.4523923158645
,,712,,499.59,1065.3755505699999,185115,2196,,84,,
0.001,14.831827703455406,,185024,,,186000,,-148.14566083791863,,810.6,2203.937626928091
0.001,14.60326690864563,,186024,,,187000,,-148.99680239868164,,1000.0,2800.0614516913893
0.001,15.986818774030843,,187678,,,188000,,-150.27752036931682,,594.8,1713.3089422941207
,,716,,524.79,1142.0140474500001,188270,2244,,83,,
0.001,17.067787203329875,,188870,,,189000,,-151.08249804178874,,340.4,910.6242551445961
0.001,16.9944680758885,720,189164,531.55,1162.76729851,189580,2257,-151.38154809653352,83,,
0.001,11.904808418567365,,189489,,,190000,,-151.347535027398,,753.6,2062.2034384310246
0.001,16.72845365060155,,190420,,,191000,,-152.65988129694105,,633.9,1946.0930094778537
0.001,16.042214410362313,,190961,,,192000,,-153.35316619873046,,1000.0,2790.171515929699
,,724,,549.88,1221.63802563,192052,2297,,83,,
0.001,18.903898522679746,,192632,,,193000,,-155.4034831637428,,914.7,2755.948035132885
0.001,21.373496319766335,,193845,,,194000,,-158.03022953249373,,343.9,991.2136217951775
,,728,,562.92,1273.3019285999999,194282,2328,,83,,
0.001,19.429849967639313,,194672,,,195000,,-158.5172933364805,,306.9,865.7495184838772
0.001,23.044108226185752,732,195313,569.66,1302.2977224799997,195765,2341,-159.2676188958385,83,,
0.001,25.18557355806768,,195674,,,196000,,-159.47693494933745,,501.7,1389.2121465563773
0.001,17.367443497829175,,196791,,,197000,,-161.1501377246998,,518.6,1426.5157597362995
,,736,,577.8,1337.29416225,197546,2362,,83,,
0.001,23.587046752493066,,197455,,,198000,,-160.926556093147,,474.4,1322.8548646450042
0.001,22.295313910201745,,198589,,,199000,,-161.75689937450267,,633.1,1893.2913156628608
,,740,,588.72,1377.1121408000001,199411,2386,,83,,
0.001,19.14484664838608,,199499,,,200000,,-163.030456966824,,1000.0,2948.9954794585706
