train/learning_rate,train/actor_loss,time/total_timesteps,train/n_updates,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,-8.239731044769288,139580,139439,2712,39.68776131,945,0.24575763400278838,51.11,147,,
0.001,-8.348962398675772,139790,139648,2716,39.84283535,946,0.21781294953589345,51.21,147,,
0.001,-8.392255764741163,139995,139856,2720,39.86299622,948,0.21252579826350307,51.21,147,,
0.001,-8.325021343231201,140000,139907,,,,0.21652540286966399,,,50.2,38.55887085199356
0.001,-8.20639757156372,140198,140061,2724,39.88818733000001,949,0.22191435277462004,51.22,147,,
0.001,-8.162809442590785,140405,140265,2728,39.85612449,950,0.21483180037251226,51.21,147,,
0.001,-8.1383840419628,140612,140474,2732,39.95406157,952,0.2012561728369515,51.26,147,,
0.001,-8.302552261352538,140813,140673,2736,39.88056462,953,0.23213350597549887,51.23,147,,
0.001,-8.314217750842754,141000,140880,,,,0.2213798906080998,,,50.2,38.55887085199356
,,141020,,2740,39.965879629999996,954,,51.26,147,,
0.001,-8.318182106018066,141229,141087,2744,39.97661426,955,0.20110224172472954,51.25,147,,
0.001,-8.197570145130157,141425,141288,2748,39.790986170000004,957,0.1988313370384276,51.16,147,,
0.001,-8.353755588531493,141627,141488,2752,39.692315099999995,958,0.22250719185994597,51.1,147,,
0.001,-8.115153675079346,141836,141695,2756,39.886664620000005,959,0.1883729240473579,51.2,147,,
0.001,-8.216129322052002,142000,141896,,,,0.2069575284816781,,,50.2,38.55887085199356
,,142034,,2760,39.75890224,961,,51.11,147,,
0.001,-8.250583234040633,142235,142097,2764,39.73075496999999,962,0.20269956677517992,51.07,147,,
0.001,-8.385013862892434,142438,142298,2768,39.67869813,963,0.2642097380363716,51.05,147,,
0.001,-8.173025343153212,142646,142510,2772,39.647061300000004,964,0.21507535481228018,51.08,147,,
0.001,-8.183543602625528,142844,142705,2776,39.474573920000005,965,0.22134181796288005,50.95,147,,
0.001,-8.38051937176631,143000,142906,,,,0.20777997876015994,,,50.2,38.55887085199356
,,143042,,2780,39.43347450000001,967,,50.95,147,,
0.001,-8.136770688570463,143247,143108,2784,39.56980271,968,0.21069232646662456,51.01,147,,
0.001,-8.10270565032959,143447,143310,2788,39.44430804,969,0.20469449217222174,50.94,147,,
0.001,-8.143251457214355,143655,143515,2792,39.495343690000006,970,0.2321832288129657,50.98,147,,
0.001,-8.053578596848707,143863,143723,2796,39.465774,972,0.2345053470478608,50.92,147,,
0.001,-8.285983123779296,144000,143875,,,,0.24111718932787576,,,50.2,38.55887085199356
0.001,-8.202128648757935,144064,143926,2800,39.57556254,973,0.2136922062319868,50.97,147,,
0.001,-8.27067881822586,144270,144129,2804,39.64766256,974,0.20266146653768968,51.0,147,,
0.001,-8.286032823415903,144473,144334,2808,39.620950900000004,976,0.2637892004389029,50.97,148,,
0.001,-8.219704334552471,144683,144543,2812,39.738355770000005,977,0.21176127527119978,51.03,148,,
0.001,-8.049238452911377,144886,144747,2816,39.665934990000004,978,0.22324503914398305,50.96,148,,
0.001,-8.210108078443087,145000,144903,,,,0.21155677850429827,,,50.2,38.55887085199356
0.001,-8.133422668163593,145095,144955,2820,39.720683449999996,980,0.22132481290743902,51.0,148,,
0.001,-8.160570323467255,145294,145154,2824,39.651655,981,0.30040854596077127,50.96,148,,
0.001,-8.078317979971567,145493,145355,2828,39.493922299999994,982,0.20391822895225215,50.88,148,,
0.001,-8.145600373928364,145697,145557,2832,39.453642800000004,983,0.2021801858296934,50.85,148,,
0.001,-8.13723219358004,145901,145762,2836,39.51360738,985,0.2136571200994345,50.88,148,,
0.001,-7.938425852702214,146000,145865,,,,0.20314986344713432,,,50.2,38.55887085199356
0.001,-7.986340084075928,146107,145966,2840,39.50411458,986,0.20586623057723044,50.87,148,,
0.001,-8.126369127860436,146307,146170,2844,39.34795398,988,0.20405120961368084,50.78,148,,
0.001,-8.075944503148397,146509,146371,2848,39.4648159,989,0.20561873669527014,50.84,148,,
0.001,-8.19551414489746,146719,146581,2852,39.577054409999995,990,0.2038341734339209,50.92,148,,
0.001,-8.071224267666157,146920,146780,2856,39.40745475,991,0.20580357035585478,50.84,148,,
0.001,-8.221003850301107,147000,146881,,,,0.2090152547675736,,,50.2,38.55887085199356
0.001,-8.156772975921632,147120,146981,2860,39.42913423,993,0.2081943705677986,50.86,148,,
0.001,-8.05496229171753,147323,147182,2864,39.42235689,994,0.20753557845950127,50.88,148,,
0.001,-8.328500729340773,147531,147389,2868,39.521720890000005,995,0.22315059057795084,50.93,148,,
0.001,-8.175785144170126,147732,147595,2872,39.4805761,996,0.22257669361270205,50.86,148,,
0.001,-8.099325885772705,147932,147795,2876,39.51686865,998,0.2145566785335541,50.88,148,,
0.001,-8.321126992885883,148000,147896,,,,0.206593136374767,,,50.2,38.55887085199356
0.001,-8.231563720703125,148138,147997,2880,39.68841812000001,1000,0.2095081427693367,50.96,148,,
0.001,-8.030960648148149,148346,148206,2884,39.73492229,1001,0.25991113258982607,50.99,148,,
0.001,-8.174147477516762,148552,148414,2888,39.78131757,1003,0.2728662128541984,51.05,148,,
0.001,-8.105695559428288,148755,148618,2892,39.69017365,1005,0.2349319706360499,51.0,148,,
0.001,-8.208972524713587,148962,148822,2896,39.63637829,1006,0.2251459129576413,50.99,147,,
0.001,-8.192461068813618,149000,148874,,,,0.22937768468490013,,,50.2,38.55887085199356
0.001,-7.985462837219238,149166,149029,2900,39.67433202,1008,0.2280149357020855,51.02,147,,
0.001,-8.234016950313862,149371,149233,2904,39.64774903000001,1009,0.20415613141197425,51.01,147,,
0.001,-8.08175776554988,149575,149434,2908,39.666556840000005,1010,0.19242964085994982,51.02,147,,
0.001,-8.049952354431152,149771,149635,2912,39.42222544,1012,0.19111518488795148,50.88,147,,
0.001,-8.218924946255154,149976,149838,2916,39.428971600000004,1013,0.19359200743009458,50.9,147,,
0.001,-8.1077689743042,150000,149888,,,,0.2667451670765877,,,50.2,38.55887085199356
0.001,-8.014035034179688,150183,150044,2920,39.33937984,1015,0.21429477006196976,50.88,147,,
0.001,-8.268122372803864,150396,150255,2924,39.56218026,1016,0.19997221810950172,51.02,147,,
0.001,-8.198870849609374,150598,150461,2928,39.64762587,1017,0.19209226563572884,51.05,147,,
0.001,-8.104963467671322,150803,150665,2932,39.639500579999996,1019,0.22193389793611923,51.06,147,,
0.001,-7.950236225128174,151000,150867,,,,0.18656029420740464,,,50.2,38.55887085199356
,,151009,,2936,39.65755155,1020,,51.08,147,,
0.001,-8.109996875127157,151211,151074,2940,39.56780172,1022,0.19081345417847237,51.04,147,,
0.001,-8.178056386800913,151411,151274,2944,39.58031625,1023,0.24970612760919791,51.04,147,,
0.001,-8.11656849200909,151612,151476,2948,39.56820294999999,1025,0.2223574110105926,51.03,147,,
0.001,-8.02125450542995,151822,151683,2952,39.57349763,1026,0.21691768106661344,51.03,147,,
0.001,-8.081080363346981,152000,151887,,,,0.18290680801531053,,,50.2,38.55887085199356
,,152028,,2956,39.67792044,1028,,51.08,147,,
0.001,-8.067902344923754,152233,152094,2960,39.71819738999999,1029,0.19631009388203716,51.13,147,,
0.001,-8.013259658813476,152438,152299,2964,39.75675392,1031,0.2172296279668808,51.15,147,,
0.001,-7.986322059631347,152641,152505,2968,39.66586684000001,1032,0.21489504198817647,51.1,147,,
0.001,-8.082999723928946,152848,152708,2972,39.78250593999999,1033,0.19370084537087745,51.16,147,,
0.001,-8.138205840037418,153000,152865,,,,0.2543270908436685,,,50.2,38.55887085199356
0.001,-7.900370542819683,153059,152917,2976,39.95648525,1035,0.20057962061120913,51.27,147,,
0.001,-8.123647139622616,153266,153125,2980,39.95297326,1037,0.20374417290934976,51.28,147,,
0.001,-8.107224941253662,153464,153326,2984,39.73759304,1038,0.25104087317476464,51.18,147,,
0.001,-8.102909088134766,153675,153535,2988,39.834687779999996,1039,0.20393201251301848,51.23,147,,
0.001,-8.097362059134024,153885,153746,2992,39.96398363000001,1041,0.2109183576309456,51.3,147,,
0.001,-8.107246761322022,154000,153896,,,,0.19522249713540077,,,50.2,38.55887085199356
0.001,-8.006447613239288,154085,153944,2996,39.858164220000006,1043,0.18066718972598514,51.23,147,,
0.001,-8.098173240820566,154287,154149,3000,39.780271029999994,1044,0.21437113111217818,51.21,147,,
0.001,-8.029086076296293,154489,154348,3004,39.70511602,1046,0.22490789098482505,51.18,147,,
0.001,-8.148709994096022,154691,154553,3008,39.66016551999999,1047,0.24770872839368308,51.16,147,,
0.001,-8.101700077056885,154900,154763,3012,39.81630073,1048,0.20387877319373338,51.29,147,,
0.001,-7.982303619384766,155000,154863,,,,0.2003205044596803,,,50.2,38.55887085199356
0.001,-8.047891690180851,155105,154967,3016,39.827176689999995,1050,0.18764672915522868,51.29,147,,
0.001,-8.220089160479032,155307,155168,3020,39.78336720000001,1052,0.20748229777696087,51.24,147,,
0.001,-8.128336649674635,155513,155375,3024,39.634139590000004,1053,0.21146654970241044,51.17,147,,
0.001,-8.006362094879151,155714,155575,3028,39.61828233000001,1054,0.20603773772132164,51.16,147,,
0.001,-8.171927708845873,155917,155776,3032,39.59525597,1055,0.1970527573273732,51.14,147,,
0.001,-8.050665702819824,156000,155879,,,,0.18606911063194276,,,50.2,38.55887085199356
0.001,-8.172637976132906,156121,155984,3036,39.578972920000005,1057,0.20040682330727577,51.12,147,,
0.001,-8.128576517105103,156324,156186,3040,39.64586971,1058,0.19803335403020567,51.13,147,,
0.001,-8.089375019073486,156523,156384,3044,39.64182211,1060,0.20200447342833694,51.12,147,,
0.001,-8.054531555175782,156726,156587,3048,39.693289570000005,1061,0.1956874018206316,51.14,147,,
0.001,-8.1229518193465,156926,156790,3052,39.525386,1062,0.1847007663226595,51.04,147,,
0.001,-8.002056011786827,157000,156890,,,,0.21252105270440763,,,50.2,38.55887085199356
0.001,-8.08544941743215,157124,156986,3056,39.39561863,1064,0.19818291147338582,50.96,147,,
0.001,-8.043111104231615,157325,157184,3060,39.347056900000005,1065,0.22266818711963984,50.92,147,,
0.001,-8.09809580871037,157535,157397,3064,39.36636957,1067,0.2087620619619102,50.97,147,,
0.001,-8.14677532196045,157738,157597,3068,39.373244910000004,1068,0.19724131435155867,50.97,147,,
0.001,-7.988215941649217,157944,157805,3072,39.35687085,1070,0.19585148058831692,50.96,147,,
0.001,-8.137156677246093,158000,157907,,,,0.19964802791090572,,,50.2,38.55887085199356
0.001,-8.029749252178052,158151,158010,3076,39.26487609,1072,0.1895514557946403,50.92,147,,
0.001,-8.317186775207519,158354,158217,3080,39.23710033,1073,0.19169136414340898,50.88,147,,
0.001,-8.26056851943334,158556,158419,3084,39.32466844,1074,0.18536978990447764,50.92,147,,
0.001,-8.078545497013973,158762,158620,3088,39.28064574,1076,0.2045504399217092,50.87,147,,
0.001,-8.040890998840332,158968,158829,3092,39.2525286,1077,0.1813994900268667,50.83,147,,
0.001,-8.008326732195341,159000,158880,,,,0.18596704611006906,,,50.2,38.55887085199356
0.001,-8.032504028744167,159174,159036,3096,39.36040582,1079,0.1955672361940708,50.89,147,,
0.001,-8.116279796317771,159390,159250,3100,39.56779936,1080,0.20779647425098238,51.03,147,,
0.001,-8.256267896065346,159597,159457,3104,39.673306739999994,1082,0.1923452489218622,51.08,147,,
0.001,-8.007910060882569,159801,159661,3108,39.718378460000004,1083,0.2040535032749176,51.1,147,,
0.001,-8.054849441234882,160000,159865,,,,0.19794821724868739,,,50.2,38.55887085199356
,,160002,,3112,39.62628197,1085,,51.02,147,,
0.001,-8.093629658222198,160206,160065,3116,39.60777696,1086,0.20629650680348277,51.01,147,,
0.001,-8.219413419564566,160409,160269,3120,39.63156737,1088,0.17934478317596475,51.02,147,,
0.001,-8.133792877197266,160609,160473,3124,39.57523055,1089,0.19446493122650652,50.96,147,,
0.001,-8.039210968017578,160808,160670,3128,39.51360668,1090,0.1826990233088026,50.94,147,,
0.001,-8.128240585327148,161000,160874,,,,0.21089684963226318,,,50.2,38.55887085199356
,,161010,,3132,39.496936229999996,1092,,50.93,147,,
0.001,-8.027568187713623,161215,161075,3136,39.50080353,1093,0.21016452789306642,50.94,147,,
0.001,-8.072139651687056,161419,161282,3140,39.51161662,1095,0.21742902611786463,50.95,147,,
0.001,-7.963467304523174,161623,161486,3144,39.60004828,1096,0.22947451386314172,51.0,147,,
0.001,-8.22180197920118,161828,161689,3148,39.570696080000005,1097,0.1956629372600998,51.02,147,,
0.001,-8.088911209106445,162000,161896,,,,0.19072302520275117,,,50.2,38.55887085199356
,,162032,,3152,39.68336174,1099,,51.06,147,,
0.001,-8.00123744744521,162236,162099,3156,39.78739365,1100,0.2131188096335301,51.12,147,,
0.001,-7.958560237178096,162444,162308,3160,39.83530856,1102,0.20145812133948007,51.19,147,,
0.001,-8.046824836730957,162642,162506,3164,39.72213589,1103,0.20329507060196936,51.07,147,,
0.001,-7.833015790352454,162846,162707,3168,39.73146619,1104,0.2090357908835778,51.08,147,,
0.001,-7.926159004370372,163000,162909,,,,0.19301797540820376,,,50.2,38.55887085199356
,,163047,,3172,39.6226001,1106,,51.03,147,,
0.001,-7.999393616403852,163259,163119,3176,39.70054832,1107,0.22285458994539162,51.08,147,,
0.001,-8.065221034563505,163462,163323,3180,39.690831169999996,1109,0.2061716249355903,51.08,147,,
0.001,-8.144395411014557,163663,163526,3184,39.66847522,1110,0.2266470561735332,51.07,147,,
0.001,-8.111809293429056,163867,163727,3188,39.64025418999999,1111,0.27627045053000354,51.05,147,,
0.001,-8.360098571777344,164000,163881,,,,0.22124972384349972,,,50.2,38.55887085199356
0.001,-8.12176872253418,164072,163930,3192,39.53614365,1113,0.22138121754539256,51.04,147,,
0.001,-8.008502464294434,164277,164137,3196,39.52685972,1114,0.23050330666934743,51.03,147,,
0.001,-7.898319915488914,164489,164344,3200,39.45478096,1116,0.2116064156563777,50.99,147,,
0.001,-8.26319398880005,164690,164550,3204,39.35359256,1117,0.21261092685923286,50.93,147,,
0.001,-8.025393600463866,164889,164749,3208,39.2379333,1119,0.21056426346302032,50.88,147,,
0.001,-8.017323457277739,165000,164902,,,,0.21877706709962624,,,50.2,38.55887085199356
0.001,-7.953516654968261,165090,164952,3212,39.278986800000006,1120,0.37212599456310275,50.88,147,,
0.001,-8.012688820178692,165294,165153,3216,39.266064,1121,0.21863127714739397,50.88,147,,
0.001,-7.948772583007813,165498,165359,3220,39.291052199999996,1123,0.20850319926645242,50.89,147,,
0.001,-8.112293903644268,165700,165562,3224,39.33779613,1124,0.2227859187584657,50.91,147,,
0.001,-8.057553234100341,165902,165764,3228,39.37486432,1125,0.2282824456691742,50.94,147,,
0.001,-8.152720146179199,166000,165865,,,,0.22304241037836262,,,50.2,38.55887085199356
0.001,-8.076592922210693,166108,165966,3232,39.433050859999994,1127,0.20028071207743064,50.98,147,,
0.001,-7.917659154305091,166310,166172,3236,39.38745906,1128,0.20922515103045633,50.95,147,,
0.001,-7.9755374651688795,166511,166371,3240,39.30798262,1129,0.2289631449670162,50.92,147,,
0.001,-8.15111387692965,166719,166578,3244,39.38485965999999,1131,0.2254544350390251,50.96,147,,
0.001,-8.104069347381591,166927,166782,3248,39.422354889999994,1132,0.23712616216163246,50.99,147,,
0.001,-8.17937590678533,167000,166887,,,,0.2123478827998042,,,50.2,38.55887085199356
0.001,-8.046441334944506,167126,166990,3252,39.33237984,1134,0.226954319442694,50.94,147,,
0.001,-8.095182518164316,167329,167189,3256,39.31352187,1135,0.19040777503835912,50.93,147,,
0.001,-7.938419360380906,167532,167396,3260,39.28050092,1136,0.20592913805854088,50.88,147,,
0.001,-8.057120393823695,167735,167596,3264,39.32347643,1137,0.23001887241624436,50.93,147,,
0.001,-7.926626399711326,167944,167802,3268,39.378660880000005,1139,0.22232267012198767,50.98,147,,
0.001,-8.030896223508394,168000,167908,,,,0.20818614744796202,,,50.2,38.55887085199356
0.001,-8.037951211134592,168145,168006,3272,39.39404630000001,1140,0.22621036181226373,50.98,147,,
0.001,-8.152048015594483,168349,168211,3276,39.29494745,1142,0.2291716278768053,50.9,147,,
0.001,-8.037649784088135,168550,168413,3280,39.25333954,1143,0.21222635716199875,50.88,147,,
0.001,-8.086471786499024,168754,168614,3284,39.315552610000005,1145,0.2321839767451189,50.91,147,,
0.001,-8.030360107421876,168954,168817,3288,39.21920991,1146,0.23261876813336915,50.87,147,,
0.001,-7.979247932434082,169000,168866,,,,0.22967613229946215,,,50.2,38.55887085199356
0.001,-8.129804611206055,169160,169020,3292,39.29051077,1148,0.25049257278442383,50.88,147,,
0.001,-8.030720672607423,169372,169231,3296,39.32998364,1150,0.19227464407682418,50.95,147,,
0.001,-7.95312734886452,169582,169441,3300,39.372134540000005,1151,0.23135687093491908,50.93,147,,
0.001,-8.088925247192384,169787,169647,3304,39.443501340000005,1153,0.26308945814768475,50.97,147,,
0.001,-8.22730323791504,169993,169852,3308,39.585396880000005,1154,0.2191629905481728,51.04,147,,
0.001,-7.975953670648428,170000,169905,,,,0.2153107535164311,,,50.2,38.55887085199356
0.001,-8.163177066379124,170199,170058,3312,39.6288414,1155,0.22239514313778788,51.09,147,,
0.001,-7.909975471496582,170403,170264,3316,39.637772909999995,1157,0.2132212869366821,51.09,147,,
0.001,-8.055590024361244,170608,170467,3320,39.63723186,1158,0.2267729417895371,51.1,147,,
0.001,-8.015299479166666,170811,170671,3324,39.63771001,1159,0.19557692762464285,51.11,147,,
0.001,-7.925321450600257,171000,170877,,,,0.21790353108484012,,,50.2,38.55887085199356
,,171016,,3328,39.6856839,1161,,51.14,147,,
0.001,-7.934919281005859,171217,171079,3332,39.593720139999995,1162,0.22296952962875366,51.09,147,,
0.001,-8.191756864388784,171419,171279,3336,39.56743463,1163,0.2077963391737062,51.09,147,,
0.001,-8.071342651660625,171625,171484,3340,39.670436550000005,1165,0.19993147107900358,51.14,147,,
0.001,-8.179271736145019,171826,171686,3344,39.52513471,1166,0.22135140609984494,51.07,147,,
0.001,-8.044609271563017,172000,171892,,,,0.2342423896950025,,,50.2,38.55887085199356
,,172033,,3348,39.58767229000001,1168,,51.06,147,,
0.001,-7.902954082489014,172236,172097,3352,39.632950120000004,1169,0.23526023253798484,51.1,147,,
0.001,-7.98681116104126,172438,172301,3356,39.62880928,1170,0.21856954951698965,51.09,147,,
0.001,-8.142756633758545,172638,172500,3360,39.57628304,1172,0.21417590367550754,51.06,147,,
0.001,-8.069052732907808,172848,172706,3364,39.732134460000005,1173,0.21251274557674632,51.13,147,,
0.001,-7.870868040965154,173000,172861,,,,0.2260504038828724,,,50.2,38.55887085199356
0.001,-7.812886476516724,173052,172912,3368,39.69507844,1174,0.20417559000791288,51.08,147,,
0.001,-8.000709074514884,173263,173122,3372,39.870258650000004,1176,0.2135182425931648,51.18,147,,
0.001,-8.14750730074369,173470,173331,3376,39.889221219999996,1177,0.2265475939672727,51.21,147,,
0.001,-8.112509899139404,173670,173533,3380,39.87212124,1178,0.20145988698099174,51.2,147,,
0.001,-7.950109157562256,173873,173735,3384,39.84230205,1179,0.21445210058899486,51.19,147,,
0.001,-8.007962740384615,174000,173884,,,,0.20446765904917436,,,50.2,38.55887085199356
0.001,-8.075441507192759,174072,173936,3388,39.84492313,1181,0.21815097876466238,51.18,147,,
0.001,-7.994621551953829,174275,174136,3392,39.78063383,1182,0.20995379326974645,51.15,147,,
0.001,-7.903469855968769,174480,174343,3396,39.717366090000006,1184,0.21293495679801366,51.08,147,,
0.001,-7.922188575451191,174679,174542,3400,39.4858023,1185,0.21461116741685307,50.97,147,,
0.001,-8.026696734958225,174882,174746,3404,39.417803649999996,1186,0.20068187777090957,50.95,147,,
0.001,-7.859711958811833,175000,174902,,,,0.20813332498073578,,,50.2,38.55887085199356
0.001,-7.929109325408936,175092,174953,3408,39.41693893,1188,0.21241474896669388,50.99,147,,
0.001,-8.002616544564566,175292,175153,3412,39.32445279,1189,0.19271037955673373,50.93,147,,
0.001,-7.810693942583525,175495,175359,3416,39.338651559999995,1190,0.20925805918299234,50.92,147,,
0.001,-8.014808769226073,175697,175559,3420,39.313045609999996,1192,0.21657619804143904,50.89,147,,
0.001,-8.00085090637207,175897,175760,3424,39.242162549999996,1193,0.22589860394597053,50.86,147,,
0.001,-8.001477553294254,176000,175861,,,,0.26501420527123487,,,50.2,38.55887085199356
0.001,-7.870248165130615,176099,175962,3428,39.22315948,1195,0.21898819059133529,50.83,147,,
0.001,-7.8880623670724725,176302,176165,3432,39.26996365,1196,0.22907092622839487,50.85,147,,
0.001,-8.105873531765408,176505,176368,3436,39.29301798,1198,0.21560887345727883,50.86,147,,
0.001,-8.043944729699028,176716,176576,3440,39.3661211,1199,0.1905015573181488,50.91,147,,
0.001,-8.067005100250244,176918,176779,3444,39.38232311000001,1200,0.21071833956475353,50.92,147,,
0.001,-8.031377971172333,177000,176879,,,,0.21292434693599233,,,50.2,38.55887085199356
0.001,-7.974646935096154,177122,176982,3448,39.32627226,1202,0.19844027150135773,50.89,147,,
0.001,-7.9878480434417725,177331,177191,3452,39.431588860000005,1204,0.19264710877301558,50.95,147,,
0.001,-8.206288242340088,177531,177393,3456,39.39707552,1205,0.19971563726663588,50.93,147,,
0.001,-7.890079577763875,177739,177600,3460,39.51152505,1207,0.207250384769092,51.01,147,,
0.001,-8.02213795368488,177947,177807,3464,39.46187014999999,1208,0.1921243524322143,50.99,147,,
0.001,-7.905276279449463,178000,177909,,,,0.21438970237970353,,,50.2,38.55887085199356
0.001,-7.916750999597403,178152,178013,3468,39.4735376,1210,0.19518558394450408,51.0,147,,
0.001,-7.625609874725342,178355,178217,3472,39.36906952,1211,0.3948977853357792,50.92,147,,
0.001,-8.054429264068604,178557,178419,3476,39.30781520000001,1213,0.21349180310964586,50.87,147,,
0.001,-7.873646001021068,178762,178622,3480,39.411862,1214,0.24884172342717648,50.92,147,,
0.001,-7.9888215859731035,178963,178823,3484,39.394280249999994,1216,0.21689093036919224,50.9,147,,
0.001,-7.879762411117554,179000,178875,,,,0.21321255427140456,,,50.2,38.55887085199356
0.001,-7.889048752961336,179162,179026,3488,39.37520685,1217,0.23371094521486535,50.9,147,,
0.001,-7.916445636749268,179369,179229,3492,39.4790627,1219,0.21584806342919668,50.94,147,,
0.001,-7.848104091791006,179570,179432,3496,39.39426366000001,1220,0.2502236126684675,50.9,147,,
0.001,-7.914924181424654,179769,179632,3500,39.43730226,1222,0.2690076994208189,50.9,147,,
0.001,-8.02770887888395,179970,179832,3504,39.430155400000004,1223,0.19755280982045567,50.88,147,,
0.001,-8.04961338043213,180000,179882,,,,0.2052781377732754,,,50.2,38.55887085199356
0.001,-7.996403729474103,180174,180036,3508,39.38721256,1225,0.22458996778389193,50.82,147,,
0.001,-7.8309898185729985,180377,180238,3512,39.454635880000005,1226,0.2368074709177017,50.85,147,,
0.001,-7.91235613822937,180582,180444,3516,39.50252709,1228,0.227507780950803,50.87,147,,
0.001,-7.977445657436665,180786,180648,3520,39.49418670000001,1229,0.20890542578238708,50.89,147,,
0.001,-7.964795379638672,180983,180845,3524,39.44636688,1230,0.22032659573882235,50.86,147,,
0.001,-7.906934490203858,181000,180895,,,,0.19569059640169142,,,50.2,38.55887085199356
0.001,-7.943464667708786,181189,181051,3528,39.47811652,1232,0.20658606870306861,50.9,147,,
0.001,-8.004836559295654,181396,181256,3532,39.571534060000005,1233,0.2275354804433122,50.94,147,,
0.001,-7.963210087556106,181600,181460,3536,39.60805143,1234,0.21720091472653782,50.95,147,,
0.001,-8.068305320739746,181803,181665,3540,39.46911173,1236,0.21854404896497726,50.87,147,,
0.001,-7.8780268287658695,182000,181867,,,,0.20122013509273529,,,50.2,38.55887085199356
,,182007,,3544,39.517919,1238,,50.89,147,,
0.001,-8.151091630642231,182208,182069,3548,39.461019310000005,1239,0.22382889716671064,50.86,147,,
0.001,-7.985276003678639,182413,182273,3552,39.39363668,1240,0.28210991043217326,50.82,147,,
0.001,-7.828368425369263,182618,182477,3556,39.489107569999994,1241,0.24987184614516222,50.87,147,,
0.001,-8.102351069450378,182818,182682,3560,39.39354882,1243,0.20091982930898666,50.79,147,,
0.001,-7.863331299561721,183000,182882,,,,0.23259819442263016,,,50.2,38.55887085199356
,,183020,,3564,39.26978789,1244,,50.73,147,,
0.001,-7.908568735475893,183225,183088,3568,39.25416965,1246,0.22079319071094944,50.73,147,,
0.001,-8.006964188355665,183433,183294,3572,39.33131108,1247,0.229207454679104,50.78,147,,
0.001,-7.9683991813659665,183639,183500,3576,39.40724553,1248,0.20005951091951255,50.82,147,,
0.001,-7.830542493749548,183846,183709,3580,39.394338579999996,1249,0.2021035167078177,50.84,147,,
0.001,-7.834240473233736,184000,183863,,,,0.1945837861243284,,,50.2,38.55887085199356
0.001,-8.050212116241456,184050,183913,3584,39.433164649999995,1251,0.47156476736068725,50.87,147,,
0.001,-7.7932334542274475,184256,184115,3588,39.56471,1252,0.22729274204799108,50.94,147,,
0.001,-7.862416779553449,184458,184320,3592,39.431371649999996,1254,0.19759300013758102,50.89,147,,
0.001,-7.849877796173096,184656,184518,3596,39.39355483,1255,0.20660174757242203,50.86,147,,
0.001,-7.993917255401612,184853,184716,3600,39.33963373,1256,0.20123234063386916,50.84,147,,
0.001,-7.966421966552734,185000,184865,,,,0.20151363864541053,,,50.2,38.55887085199356
0.001,-8.092648544311523,185052,184914,3604,39.3318654,1258,0.20253043135209958,50.82,147,,
0.001,-8.031772741904625,185255,185116,3608,39.35736953,1259,0.21173313040943706,50.81,147,,
0.001,-8.087114715576172,185455,185316,3612,39.293282530000006,1260,0.19423201456665992,50.78,147,,
0.001,-7.979605003639504,185661,185522,3616,39.288558349999995,1261,0.19289307788295565,50.79,147,,
0.001,-7.9642447744097025,185866,185731,3620,39.24618587,1263,0.20898254398714033,50.8,147,,
0.001,-8.071052379608155,186000,185883,,,,0.23184857371391035,,,50.2,38.55887085199356
0.001,-7.945171813964844,186074,185932,3624,39.43060335,1264,0.207864765914119,50.91,147,,
0.001,-7.931722658651847,186280,186142,3628,39.477955429999994,1266,0.21422609054255035,50.91,147,,
0.001,-7.984981973965962,186487,186350,3632,39.3846773,1267,0.21722441832435893,50.91,147,,
0.001,-7.947562770843506,186688,186549,3636,39.29797363,1268,0.21953914504425198,50.88,147,,
0.001,-7.979974640740289,186900,186762,3640,39.39249831,1270,0.20183952208959832,50.97,147,,
0.001,-8.029576173195473,187000,186864,,,,0.25953123045082277,,,50.2,38.55887085199356
0.001,-8.057591438293457,187103,186964,3644,39.33542865,1271,0.21192191448062658,50.96,147,,
0.001,-8.052788055860079,187311,187175,3648,39.400941949999996,1273,0.2069644294679165,51.03,147,,
0.001,-7.974773848498309,187525,187380,3652,39.50137496000001,1274,0.208679235768768,51.12,147,,
0.001,-7.8977978596320515,187733,187593,3656,39.553916060000006,1275,0.2212860111433726,51.15,147,,
0.001,-7.783647651672363,187933,187795,3660,39.554955609999986,1277,0.28813640013629316,51.15,147,,
0.001,-7.881103916168213,188000,187894,,,,0.23130045268608598,,,50.2,38.55887085199356
0.001,-7.896954206319956,188135,187997,3664,39.55498953,1278,0.2052720573086005,51.15,147,,
0.001,-7.999688001779409,188337,188200,3668,39.51391134000001,1279,0.20494525134563446,51.12,147,,
0.001,-7.905456653008094,188542,188402,3672,39.44942402,1281,0.20943898853718065,51.09,147,,
0.001,-7.8522189763876105,188750,188609,3676,39.489737420000004,1282,0.21651274510301077,51.11,147,,
0.001,-7.8386308413285475,188956,188815,3680,39.54759878,1283,0.2054134105833677,51.1,147,,
0.001,-7.962556962613706,189000,188868,,,,0.21358529689177028,,,50.2,38.55887085199356
0.001,-7.9663929144541425,189157,189017,3684,39.515473500000006,1285,0.21742996418227753,51.07,147,,
0.001,-7.72979264992934,189363,189224,3688,39.55941822,1286,0.21766342824468246,51.07,147,,
