train/learning_rate,train/actor_loss,time/total_timesteps,train/n_updates,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,-7.459858040014903,17446,17310,320,38.911981309999994,107,0.26609265012666583,50.64,162,,
0.001,-7.721198348999024,17644,17508,324,38.75243741,108,0.19649677187204362,50.57,162,,
0.001,-7.441293319066365,17850,17711,328,38.85855956000001,109,0.23441499091532766,50.63,162,,
0.001,-7.409786682862502,18000,17862,,,,0.18776246848014685,,,50.2,38.55887109339237
0.001,-7.715475687613854,18052,17914,332,38.81530636,111,0.2008888695675593,50.61,162,,
0.001,-7.758929948012034,18252,18112,336,38.89111347,112,0.25026542056972784,50.64,162,,
0.001,-7.847101394946758,18453,18315,340,38.92881095999999,113,0.2265010060599217,50.66,162,,
0.001,-7.676579732161302,18652,18515,344,38.88734255,115,0.19173660774070483,50.64,161,,
0.001,-7.846968765258789,18857,18717,348,38.81984698,116,0.21448038722954543,50.59,161,,
0.001,-7.441701710224152,19000,18871,,,,0.2166779156850309,,,50.2,38.55887085199356
0.001,-7.541948623657227,19061,18920,352,38.760209520000004,118,0.2859931357052861,50.56,161,,
0.001,-7.548071098327637,19264,19124,356,38.86763341,119,0.298214772939682,50.59,161,,
0.001,-7.72309648513794,19466,19327,360,38.87150281,120,0.18581219255924225,50.61,161,,
0.001,-7.612630138397217,19668,19531,364,38.85070102,121,0.1779515366343891,50.6,161,,
0.001,-7.878047714233398,19870,19734,368,38.86590519,122,0.30844218313694,50.62,161,,
0.001,-7.860974623606755,20000,19890,,,,0.19671246964557498,,,50.2,38.55887085199356
0.001,-7.818423619637122,20083,19943,372,38.950797200000004,124,0.2077643947218949,50.7,160,,
0.001,-7.953067607879639,20288,20149,376,39.031839170000005,126,0.2296184958780513,50.73,160,,
0.001,-7.834712258091679,20496,20359,380,39.11333641,127,0.2887446496773649,50.78,160,,
0.001,-7.633581968454214,20697,20559,384,39.03142476,128,0.18920384094400225,50.75,160,,
0.001,-7.972247676849365,20901,20762,388,39.02582425,129,0.22819461852312087,50.72,161,,
0.001,-7.978910372807429,21000,20865,,,,0.25408735871315,,,50.2,38.55887085199356
0.001,-8.072543067932129,21104,20966,392,39.028419080000006,131,0.21727818116545677,50.72,160,,
0.001,-7.664674361546834,21304,21166,396,39.07436541,132,0.25587053162356216,50.74,160,,
0.001,-7.871186062141701,21512,21372,400,39.10521944999999,133,0.24210561193385213,50.77,160,,
0.001,-7.93641726175944,21714,21575,404,39.01011000999999,134,0.18162827908384557,50.72,161,,
0.001,-7.851327737172444,21916,21775,408,38.98429587,135,0.2382584031747312,50.69,161,,
0.001,-7.92825569709142,22000,21877,,,,0.2524035040821348,,,50.2,38.55887085199356
0.001,-8.081375947365395,22120,21981,412,38.94754525,137,0.25070427864227657,50.7,161,,
0.001,-7.951088025019719,22325,22188,416,39.06753952,138,0.227257895641602,50.76,161,,
0.001,-8.09259845660283,22529,22390,420,39.198477000000004,139,0.2203754598603529,50.83,161,,
0.001,-8.102329364189735,22735,22598,424,39.35092319,140,0.21894486606694186,50.91,161,,
0.001,-8.142409783143263,22941,22804,428,39.275628309999995,141,0.22325960795084634,50.91,161,,
0.001,-8.076494636535644,23000,22902,,,,0.3007720459480675,,,50.2,38.55887085199356
0.001,-7.97341459274292,23139,23002,432,39.168057399999995,143,0.22512829780578614,50.87,161,,
0.001,-8.068433437347412,23345,23204,436,39.306668519999995,144,0.25054355561733244,50.93,161,,
0.001,-8.167252957820892,23552,23413,440,39.375273480000004,145,0.23249225070079169,50.99,161,,
0.001,-8.143404636383057,23751,23614,444,39.37596685,146,0.23002583579141267,50.99,162,,
0.001,-8.009811344146728,23950,23812,448,39.23568516000001,147,0.21664996232305253,50.93,162,,
0.001,-8.219539947509766,24000,23862,,,,0.21853894829750062,,,50.2,38.55887085199356
0.001,-7.853068027496338,24154,24015,452,39.259115640000005,148,0.2292410182017906,50.93,162,,
0.001,-7.949706224294809,24358,24220,456,39.25736912,150,0.21119644741217294,50.94,162,,
0.001,-8.093836212158203,24562,24422,460,39.32427346,151,0.2959982678294182,50.96,162,,
0.001,-7.879456556760347,24765,24628,464,39.369768629999996,152,0.22778541279526857,50.97,162,,
0.001,-7.911097738477919,24974,24832,468,39.48341430000001,153,0.2689218728078736,51.04,162,,
0.001,-8.112723950986508,25000,24886,,,,0.29184042248460984,,,50.2,38.55887085199356
0.001,-7.904312496185303,25175,25035,472,39.284883119999996,155,0.23740436494350434,50.92,162,,
0.001,-7.8980937004089355,25380,25243,476,39.275137259999994,156,0.22390684204281502,50.92,162,,
0.001,-7.928488311767578,25581,25443,480,39.174087979999996,157,0.23634622815777273,50.85,162,,
0.001,-8.021923122406006,25788,25649,484,39.28207862,158,0.22564349308902143,50.91,162,,
0.001,-8.11600175857544,25986,25850,488,39.1424732,159,0.20447227723744452,50.85,162,,
0.001,-7.854043265183766,26000,25898,,,,0.1809496944770217,,,50.2,38.55887085199356
0.001,-7.999539723763099,26190,26050,492,39.16595709999999,161,0.26479059787323844,50.86,162,,
0.001,-8.12552754695599,26393,26253,496,39.21739987,162,0.21964262884396774,50.89,162,,
0.001,-8.056174874305725,26607,26466,500,39.26999497,163,0.25688524743808167,50.95,162,,
0.001,-7.9739671897888185,26813,26670,504,39.35872066,164,0.24800220504403114,50.99,163,,
0.001,-8.27481206258138,27000,26885,,,,0.22789897146273633,,,50.2,38.55887085199356
,,27026,,508,39.457052759999996,165,,51.1,162,,
0.001,-8.007983702879686,27231,27091,512,39.512265879999994,166,0.39969639680706537,51.11,163,,
0.001,-8.001402645111083,27433,27294,516,39.446764359999996,168,0.22340253132338428,51.08,163,,
0.001,-7.921482299936229,27642,27506,520,39.49096694,169,0.2353413204352061,51.13,163,,
0.001,-7.895152668158214,27841,27703,524,39.366073209999996,170,0.2132351711696508,51.06,163,,
0.001,-8.085666762457954,28000,27908,,,,0.2091860664939439,,,50.2,38.55887085199356
,,28050,,528,39.4738895,172,,51.09,162,,
0.001,-8.034809894561768,28254,28114,532,39.62078418,173,0.20420292109251023,51.15,162,,
0.001,-8.068533630371094,28457,28317,536,39.58651379,174,0.23080652922391892,51.12,162,,
0.001,-8.202089071273804,28663,28523,540,39.56654683,175,0.2521662889048457,51.11,162,,
0.001,-8.129997931993925,28868,28729,544,39.65038747,177,0.24230723226299652,51.17,162,,
0.001,-8.209648260703453,29000,28883,,,,0.2102911707300406,,,50.2,38.55887085199356
0.001,-8.107148532867432,29074,28933,548,39.78341217,178,0.19446625292301178,51.24,162,,
0.001,-8.112076878547668,29282,29141,552,39.78798055,179,0.2239415782446764,51.28,162,,
0.001,-8.167970382250273,29487,29346,556,39.787432200000005,181,0.2382118567532184,51.29,162,,
0.001,-8.21866985467764,29692,29552,560,39.81275104,182,0.22404015122675427,51.3,162,,
0.001,-8.076796266767714,29893,29756,564,39.745888029999996,183,0.25117596337255443,51.28,163,,
0.001,-8.209856125024649,30000,29906,,,,0.19403362566349552,,,50.2,38.55887085199356
0.001,-8.195972369267391,30096,29958,568,39.665147420000004,184,0.21505939903167579,51.22,162,,
0.001,-8.030494766235352,30297,30157,572,39.690088089999996,185,0.2321562035381794,51.22,163,,
0.001,-8.320535242557526,30500,30361,576,39.653562889999996,186,0.23371496005934111,51.2,163,,
0.001,-8.107902508515577,30704,30568,580,39.69215916,188,0.24263280716079932,51.23,163,,
0.001,-8.28887601852417,30906,30766,584,39.63359035,189,0.21103980954812498,51.18,163,,
0.001,-8.388123531341552,31000,30868,,,,0.2539197745919228,,,50.2,38.55887085199356
0.001,-8.152880668640137,31106,30966,588,39.67668653,190,0.21602306058820414,51.2,163,,
0.001,-8.271682079021748,31303,31166,592,39.51979548,191,0.23989116064473695,51.13,163,,
0.001,-8.07855978012085,31508,31369,596,39.56210374,192,0.21054324835538865,51.15,163,,
0.001,-8.109648392750668,31717,31577,600,39.542899,193,0.2351373889536228,51.1,163,,
0.001,-8.1181764793396,31918,31780,604,39.465100389999996,195,0.24328938290476798,51.05,163,,
0.001,-8.175273952484131,32000,31880,,,,0.3175110155344009,,,50.2,38.55887085199356
0.001,-8.088450133800507,32121,31981,608,39.36823635,196,0.20803034624883107,50.95,163,,
0.001,-8.224711761474609,32327,32189,612,39.392397540000005,197,0.24174880455521977,50.96,163,,
0.001,-8.458180957370335,32531,32390,616,39.42717777,198,0.2921664627655497,50.98,163,,
0.001,-8.184134602546692,32734,32595,620,39.390583660000004,200,0.2463324647396803,50.92,163,,
0.001,-8.12609319333677,32941,32801,624,39.53537528,201,0.21572869133066247,51.0,163,,
0.001,-8.400081157684326,33000,32906,,,,0.26790080261680316,,,50.2,38.55887085199356
0.001,-8.228103558222452,33145,33006,628,39.469251220000004,203,0.22098977770656347,50.95,163,,
0.001,-8.094699554443359,33350,33213,632,39.44627155,204,0.18849772304296494,50.96,163,,
0.001,-8.103955056932238,33554,33418,636,39.422210150000005,205,0.20380526513985867,50.97,163,,
0.001,-8.100273994299082,33763,33623,640,39.51546593,206,0.2142104665344616,51.0,163,,
0.001,-8.188473105430603,33965,33823,644,39.479225809999996,208,0.21384678294464032,50.97,163,,
0.001,-8.217110881098995,34000,33877,,,,0.2317451096519276,,,50.2,38.55887085199356
0.001,-8.069667710198296,34174,34034,648,39.55368686,209,0.247245913125434,51.0,162,,
0.001,-8.227965721717247,34385,34245,652,39.59950909,211,0.27866179664742274,51.03,162,,
0.001,-8.19005533365103,34589,34452,656,39.57848069999999,212,0.24101206459678137,51.02,162,,
0.001,-8.396295050779978,34790,34649,660,39.49022783,213,0.2941608590384324,50.98,163,,
0.001,-8.263940258026123,34991,34855,664,39.52693154,214,0.204865016189276,50.98,163,,
0.001,-8.199485917886099,35000,34903,,,,0.20614972120771805,,,50.2,38.55887085199356
0.001,-8.162422081519818,35202,35062,668,39.590841409999996,216,0.24113195851959032,51.06,162,,
0.001,-8.265630446947538,35404,35265,672,39.636241889999994,217,0.23607065585943368,51.07,163,,
0.001,-8.100579857826233,35604,35465,676,39.5765874,218,0.20552416890859604,51.04,163,,
0.001,-7.99916675567627,35811,35670,680,39.62668829999999,219,0.23834999322891234,51.07,163,,
0.001,-8.280174922943115,36000,35877,,,,0.2599019882082939,,,50.2,38.55887085199356
,,36014,,684,39.6562425,220,,51.08,163,,
0.001,-8.165250396728515,36218,36079,688,39.755343890000006,221,0.24189559151144588,51.12,163,,
0.001,-8.266037152363705,36424,36286,692,39.96280148,222,0.2078607612504409,51.21,163,,
0.001,-8.269292163848878,36632,36491,696,39.98123656,224,0.31195853183082506,51.24,163,,
0.001,-8.151715131906363,36838,36698,700,39.93294959,225,0.25185668812348294,51.21,163,,
0.001,-8.011452181585904,37000,36908,,,,0.2684900203817769,,,50.2,38.55887085199356
,,37045,,704,39.984017189999996,227,,51.27,163,,
0.001,-8.420430183410645,37251,37108,708,40.001908490000005,228,0.2550210746435019,51.3,163,,
0.001,-8.210267333984374,37460,37323,712,39.9844737,229,0.1984606636505501,51.33,163,,
0.001,-8.049686853702251,37667,37527,716,40.019924929999995,230,0.22557573329727604,51.36,163,,
0.001,-8.19045934677124,37872,37733,720,40.033109020000005,232,0.22946216472808054,51.38,163,,
0.001,-8.161110063393911,38000,37885,,,,0.21492428469414615,,,50.2,38.55887085199356
0.001,-8.255902576446534,38072,37935,724,39.89265139,233,0.20082687467336655,51.31,162,,
0.001,-8.118083119392395,38269,38129,728,39.76113068,234,0.23455161555689208,51.24,162,,
0.001,-8.282660431332058,38475,38338,732,39.8182321,235,0.23283872284271098,51.25,163,,
0.001,-8.346068180524385,38677,38538,736,39.787744970000006,237,0.22884372636383654,51.23,163,,
0.001,-8.337008916414701,38885,38744,740,39.79242968,238,0.22468033403742546,51.22,163,,
0.001,-8.271822770436605,39000,38893,,,,0.22858893095205227,,,50.2,38.55887085199356
0.001,-8.430671274662018,39078,38941,744,39.62608492,239,0.2926873906205098,51.13,162,,
0.001,-8.176584186553955,39282,39142,748,39.52013642,240,0.21343638882040977,51.08,163,,
0.001,-8.407605449358622,39481,39342,752,39.37437757,242,0.2022198336198926,50.96,163,,
0.001,-8.089020442962646,39681,39544,756,39.278354730000004,243,0.22425898149609566,50.92,163,,
0.001,-8.228082478046417,39882,39742,760,39.27441834,244,0.23399765913685164,50.92,163,,
0.001,-8.303857445716858,40000,39895,,,,0.2683350632385332,,,50.2,38.55887085199356
0.001,-8.32875602061932,40084,39947,764,39.26526437,245,0.26187732042028355,50.93,163,,
0.001,-8.186567911734947,40293,40152,768,39.30727725,246,0.2578310720049418,50.91,163,,
0.001,-8.42465486893287,40499,40359,772,39.35331364,248,0.2098366262821051,50.95,163,,
0.001,-8.346119384765625,40699,40561,776,39.3538971,249,0.25714416354894637,50.95,163,,
0.001,-8.335450062384972,40905,40764,780,39.335203230000005,250,0.21854969990604065,50.94,163,,
0.001,-8.247767906188965,41000,40866,,,,0.2102926656299708,,,50.2,38.55887085199356
0.001,-8.372640958199135,41110,40970,784,39.36344121,251,0.23959083196062309,50.96,163,,
0.001,-8.215785521727343,41310,41170,788,39.29067729999999,252,0.2224237004331514,50.92,163,,
0.001,-8.086753790195171,41513,41374,792,39.20327759,254,0.2938292812482983,50.89,163,,
0.001,-8.236209697723389,41718,41579,796,39.20171593,255,0.23087632656097412,50.86,163,,
0.001,-8.363712596893311,41922,41785,800,39.14987168,256,0.23240675149010678,50.84,163,,
0.001,-8.359870177048903,42000,41886,,,,0.20757411133784515,,,50.2,38.55887085199356
0.001,-8.28820514678955,42123,41984,804,39.13654141,258,0.27837241409967345,50.78,163,,
0.001,-8.378495330810546,42321,42183,808,39.05470946,259,0.21333906799554825,50.7,163,,
0.001,-8.377224922180176,42527,42387,812,39.06737167,260,0.2667057409006007,50.67,163,,
0.001,-8.03694437100337,42732,42592,816,39.08186716,261,0.23067868398685082,50.65,163,,
0.001,-8.456579813590416,42935,42798,820,39.075965020000005,262,0.2455483154923308,50.63,163,,
0.001,-8.411655368804931,43000,42896,,,,0.22322959468072776,,,50.2,38.55887085199356
0.001,-8.155421078205109,43131,42995,824,38.99905046,264,0.21787411491481626,50.59,163,,
0.001,-8.352591494719187,43336,43195,828,39.13568973,265,0.23672424682549068,50.67,163,,
0.001,-8.343923149108887,43538,43398,832,39.05712732,266,0.23893939141108064,50.63,163,,
0.001,-8.179952804858868,43740,43604,836,39.06374192,267,0.24494495070897615,50.63,163,,
0.001,-8.236417514937264,43949,43809,840,39.008693539999996,269,0.2346767389348575,50.64,163,,
0.001,-8.30233777486361,44000,43861,,,,0.2243440801707598,,,50.2,38.55887085199356
0.001,-8.396464824676514,44152,44013,844,39.15580001,270,0.2577209460492037,50.74,163,,
0.001,-8.369869470596313,44353,44213,848,39.108343160000004,271,0.224556603906106,50.71,163,,
0.001,-8.250929850798387,44561,44421,852,39.26743051,272,0.20505839643570092,50.8,163,,
0.001,-8.535972833633423,44760,44621,856,39.294476710000005,274,0.24127792722235122,50.79,163,,
0.001,-8.314190273284913,44962,44822,860,39.33099636,275,0.220384347195528,50.8,163,,
0.001,-8.43677071424631,45000,44874,,,,0.23759656886641795,,,50.2,38.55887085199356
0.001,-8.303085217109093,45163,45027,864,39.32222788000001,276,0.2305552437901497,50.79,163,,
0.001,-8.324078211417564,45372,45230,868,39.31889017,278,0.24353382994349188,50.79,163,,
0.001,-8.506455936431884,45578,45438,872,39.33461722,279,0.2470340071892252,50.79,163,,
0.001,-8.402675363752577,45787,45648,876,39.49890437999999,280,0.20291293904466448,50.88,163,,
0.001,-8.086964148741503,45994,45854,880,39.51989760000001,281,0.20945618731471208,50.89,163,,
0.001,-8.47157751596891,46000,45906,,,,0.212095774566898,,,50.2,38.55887085199356
0.001,-8.209810047149658,46195,46056,884,39.44713357,283,0.22219805657863617,50.85,163,,
0.001,-8.35118850072225,46399,46258,888,39.49294811,284,0.2832700790216525,50.89,163,,
0.001,-8.481924712657928,46602,46465,892,39.46301371,285,0.2411277017423085,50.89,163,,
0.001,-8.154809494018554,46804,46665,896,39.41027032,286,0.22173914503233105,50.86,163,,
0.001,-8.283285331726074,47000,46867,,,,0.23527709037065506,,,50.2,38.55887085199356
,,47008,,900,39.40945567999999,288,,50.86,163,,
0.001,-8.568875991381132,47218,47077,904,39.54779163,289,0.23508484661579132,50.95,163,,
0.001,-8.31039575294212,47427,47286,908,39.70917218999999,290,0.20120446187145305,51.06,163,,
0.001,-8.356491029262543,47627,47487,912,39.59317746999999,291,0.25235748415191966,51.0,163,,
0.001,-8.311610622406006,47832,47692,916,39.59461485,292,0.27394036097185953,51.0,163,,
0.001,-8.329247272931612,48000,47899,,,,0.247311957883385,,,50.2,38.55887085199356
,,48038,,920,39.650818609999995,294,,51.03,163,,
0.001,-8.202051401138306,48238,48102,924,39.727462429999996,295,0.2065706321826348,51.07,163,,
0.001,-8.380054215590159,48437,48297,928,39.61562462,296,0.2147304848767817,51.01,163,,
0.001,-8.116307830810547,48642,48502,932,39.63872434,298,0.21909708605737102,51.04,163,,
0.001,-8.380366128066491,48851,48714,936,39.699740010000006,299,0.19609831325840532,51.11,163,,
0.001,-8.291127540447095,49000,48868,,,,0.2307271105500887,,,50.2,38.55887085199356
0.001,-8.46103545335623,49060,48921,940,39.750311319999994,300,0.26045709286095964,51.11,163,,
0.001,-8.502856473128,49267,49122,944,39.81726596,301,0.2445209856997145,51.15,163,,
0.001,-8.226767723376934,49467,49330,948,39.824066470000005,303,0.2451939880847931,51.14,163,,
0.001,-8.258442695324238,49668,49530,952,39.67695584,304,0.2152829808639545,51.07,163,,
0.001,-8.295835609436034,49871,49731,956,39.73869517000001,305,0.23561446281040416,51.11,163,,
0.001,-8.137175897757212,50000,49881,,,,0.27796761815746623,,,50.2,38.55887085199356
0.001,-8.13736566543579,50072,49931,960,39.723615490000014,307,0.24421795219182968,51.1,163,,
0.001,-8.16739089672382,50278,50139,964,39.80427885,308,0.20680463960710563,51.15,163,,
0.001,-8.167047555630024,50485,50345,968,39.781780809999994,309,0.21214274345682219,51.13,163,,
0.001,-8.055042284506339,50693,50553,972,39.79546724,310,0.26937132742669845,51.15,163,,
0.001,-8.041923503875733,50895,50753,976,39.64925323,311,0.19216199174523355,51.08,163,,
0.001,-8.141892035802206,51000,50905,,,,0.19450128031894565,,,50.2,38.55887085199356
0.001,-8.17443244273846,51094,50957,980,39.509168100000004,313,0.19213082927923936,51.0,163,,
0.001,-8.122613487243653,51293,51157,984,39.487435850000004,314,0.2515243756771088,50.98,163,,
0.001,-8.071236922190739,51500,51360,988,39.583339020000004,315,0.20710393114417208,51.01,163,,
0.001,-8.178170057443472,51707,51567,992,39.704849440000004,316,0.2065482185437129,51.05,163,,
0.001,-8.197807884216308,51912,51771,996,39.71228135,317,0.24688987492346295,51.08,163,,
0.001,-8.374867477416991,52000,51875,,,,0.24072428632016277,,,50.2,38.55887085199356
0.001,-8.0237308883667,52115,51974,1000,39.70953217,319,0.19855857093115242,51.07,163,,
0.001,-8.275953788757324,52323,52183,1004,39.63547923000001,320,0.22782769068783404,51.05,163,,
0.001,-8.183979272842407,52531,52393,1008,39.61327497,321,0.19377209920928162,51.04,163,,
0.001,-8.105532493591308,52732,52595,1012,39.62834676000001,323,0.2101125372391121,51.05,163,,
0.001,-8.092867374420166,52941,52800,1016,39.65917608000001,324,0.21284489749142757,51.09,163,,
0.001,-8.2249072265625,53000,52903,,,,0.21505286008119584,,,50.2,38.55887085199356
0.001,-7.984987278779347,53147,53005,1020,39.588414310000005,325,0.20127565231250258,51.09,163,,
0.001,-8.267452001571655,53348,53211,1024,39.62746459,327,0.2227127840026067,51.1,163,,
0.001,-8.070172750032865,53556,53416,1028,39.79015789,328,0.20723008679655883,51.19,163,,
0.001,-7.910303574341994,53766,53625,1032,39.916130470000006,329,0.23160085700592906,51.24,163,,
0.001,-8.236229566427378,53967,53830,1036,39.82448218,330,0.23907316461497663,51.16,163,,
0.001,-8.008481482664743,54000,53879,,,,0.235025233760172,,,50.2,38.55887085199356
0.001,-8.333955984849196,54171,54034,1040,39.755636630000005,332,0.19631262766379937,51.11,162,,
0.001,-7.962330455780029,54374,54237,1044,39.71387173000001,333,0.21075381367814308,51.07,162,,
0.001,-8.254263731149527,54580,54438,1048,39.797326270000006,334,0.22207915037870407,51.13,163,,
0.001,-8.200369815826416,54780,54644,1052,39.82507137,335,0.25669388443231583,51.12,163,,
0.001,-8.32531712605403,54982,54846,1056,39.81562136,337,0.21954626847918218,51.11,163,,
0.001,-8.11502238114675,55000,54894,,,,0.24943255136410394,,,50.2,38.55887085199356
0.001,-8.165708266771757,55189,55050,1060,39.918831600000004,338,0.21096395861868764,51.17,162,,
0.001,-8.257191104888916,55390,55250,1064,39.83407708,340,0.20150920566247435,51.12,162,,
