train/learning_rate,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,train/actor_loss,train/n_updates,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
0.001,,150000,,,-131.91711551195954,149929,,20.366787586082406,,305.84026551246643,127.8
0.001,680,150216,108,1386,-131.53222334384918,150056,608.97535165,18.774994390217337,500.7,,
0.001,684,150766,108,1389,-131.19561397007533,150597,603.6860973700001,18.4279552436044,492.67,,
0.001,,151000,,,-131.52975108525524,150885,,22.86205071945713,,331.9192554593086,139.0
0.001,688,151347,108,1392,-132.35220275878908,151175,604.2285720799999,18.709697477075437,492.3,,
0.001,692,151921,108,1395,-132.69067533251265,151757,590.1973376899999,13.582305058627062,474.95,,
0.001,,152000,,,-132.11370186183763,151894,,23.627326076048135,,322.6349184215069,131.7
0.001,696,152452,108,1399,-131.91871349628155,152281,581.1898514100001,17.84889731682264,463.12,,
0.001,,153000,,,-132.25530535554233,152835,,16.606689023644957,,326.73771771788597,139.5
,700,153003,109,1402,,,553.5066416999999,,428.63,,
0.001,704,153571,109,1405,-133.1904338200887,153405,525.9010245900001,16.508046504524017,394.31,,
0.001,,154000,,,-133.64466190338135,153919,,21.447169985622168,,313.1903890609741,129.3
,708,154077,109,1409,,,507.4552326200001,,369.12,,
0.001,712,154589,109,1411,-134.61651488273375,154423,479.9243968999999,21.59384079170227,334.24,,
0.001,,155000,,,-134.55249321460724,154831,,19.64276054315269,,389.1127473950386,143.2
0.001,716,155129,109,1415,-134.8327119615343,154975,462.75423323999996,16.916823474897278,308.57,,
0.001,720,155658,109,1418,-136.4279697302616,155498,433.75558414,12.441324088409656,273.86,,
0.001,,156000,,,-136.76865868201622,155890,,8.35235325495402,,304.93844636678693,125.9
0.001,724,156175,109,1421,-137.2175521850586,156018,434.79549768000004,7.918886037543416,267.7,,
0.001,728,156761,110,1424,-137.3399463452791,156586,423.8691977099999,21.024597542850596,248.79,,
0.001,,157000,,,-137.87894984654017,156874,,16.591005550112044,,328.35484929084777,135.7
0.001,732,157328,110,1427,-138.78528285670924,157160,396.25722719999993,24.728483225848223,214.46,,
0.001,736,157880,110,1430,-140.83908574030949,157723,370.36112936999996,12.333993416706114,184.22,,
0.001,,158000,,,-141.93377732496995,157853,,17.19101475752317,,329.45942410230634,135.1
0.001,740,158421,110,1434,-141.4395987374442,158256,341.71062061,38.83580476556506,151.68,,
0.001,744,158966,110,1437,-143.03412859367603,158812,335.05366021000003,11.47858614411973,141.41,,
0.001,,159000,,,-141.85278538295202,158939,,15.698875410350288,,317.72087943553925,129.2
0.001,748,159512,110,1440,-142.54874619704026,159350,336.78448990000004,19.937641264842107,141.45,,
0.001,,160000,,,-143.26951731806216,159898,,12.188832911261677,,320.6016281366348,134.4
,752,160060,110,1443,,,333.92258205999997,,138.78,,
0.001,756,160625,111,1446,-143.79815172467912,160451,332.10233676,24.538221526145936,136.21,,
0.001,,161000,,,-143.23048706054686,160892,,18.29874694188436,,374.5368430137634,148.4
0.001,760,161219,111,1450,-143.4102868903173,161038,334.52715155000004,21.54463946166104,136.76,,
0.001,764,161771,111,1453,-144.21463056291853,161612,334.63369677000003,17.04254153626306,136.82,,
0.001,,162000,,,-144.51739543758026,161891,,20.823262987493656,,377.9937355875969,147.1
0.001,768,162379,111,1457,-143.5815576171875,162211,338.28728835000004,17.556459381090885,137.75,,
0.001,772,162910,111,1459,-144.91175091083232,162741,338.71227747000006,14.439440898312867,137.77,,
0.001,,163000,,,-143.74527278416593,162883,,18.82294346748943,,320.6511898756027,133.6
0.001,776,163432,111,1463,-144.89180980009192,163279,338.08448380999994,15.980179457103505,137.57,,
0.001,780,163972,111,1465,-144.03662204742432,163797,338.69323732000004,28.36550354218298,137.56,,
0.001,,164000,,,-144.38209224391628,163945,,19.90030662433521,,328.61647523641585,130.7
0.001,784,164476,111,1468,-144.98401968819755,164321,338.0850736,21.64475386861771,137.1,,
0.001,,165000,,,-144.79988390778843,164857,,11.647034588314238,,337.3452900648117,139.4
,788,165023,112,1472,,,337.28036333000006,,136.76,,
0.001,792,165631,112,1475,-145.82964935302735,165472,339.00687102999996,20.089330362823773,137.1,,
0.001,,166000,,,-145.1484690084086,165904,,20.12253254067664,,399.0842796325684,167.1
0.001,796,166261,112,1479,-144.8141225731891,166089,340.49663799999996,22.140359899160025,138.09,,
0.001,800,166850,112,1482,-145.58604835602173,166682,341.51449035999997,11.284186905080622,138.47,,
0.001,,167000,,,-145.82791137695312,166823,,11.760110692774996,,402.31032478809357,196.5
0.001,804,167437,112,1486,-146.29350148076597,167273,341.4961543,21.172479034327775,138.66,,
0.001,,168000,,,-146.3849230598001,167896,,17.254303851776573,,359.7530177116394,148.5
,808,168065,112,1490,,,345.16270446000004,,139.88,,
0.001,812,168711,112,1493,-147.42317888813633,168531,348.6042336000001,13.282789455947055,141.22,,
0.001,,169000,,,-147.1168893178304,168970,,16.843959870038333,,371.1525324702263,144.4
0.001,816,169282,113,1497,-147.34125728883606,169108,348.55103862000004,30.842277882755667,141.53,,
0.001,820,169835,113,1500,-147.46053480065387,169671,349.76021595000003,22.664832191190857,141.77,,
0.001,,170000,,,-147.06129891531808,169948,,22.447163258280074,,362.4861859202385,135.8
0.001,824,170398,113,1503,-147.56013424295776,170225,352.38478328,18.09405506328798,142.23,,
0.001,828,170974,113,1506,-148.31198935312767,170803,352.4840806,25.981721740190675,142.13,,
0.001,,171000,,,-147.55360391404895,170947,,15.924790137343937,,537.5457643866539,241.2
0.001,832,171722,113,1511,-148.27334307502298,171545,357.69060862000003,13.966511132424337,143.94,,
0.001,,172000,,,-148.5422060224745,171838,,14.825683735467337,,448.7816055774689,154.0
0.001,836,172299,113,1515,-149.0195924913561,172134,360.11304981,26.738253852948038,144.19,,
0.001,840,172883,113,1518,-148.08504795383763,172710,363.2604045899999,19.01716639882042,144.62,,
0.001,,173000,,,-148.0482643859027,172856,,14.623452911638234,,431.40552854537964,165.1
0.001,844,173509,113,1522,-148.382321871244,173332,366.33404302,12.63564020587552,145.43,,
0.001,,174000,,,-148.17851416546367,173870,,26.4472641830859,,783.3499621510506,591.6
0.001,,175000,,,-148.3198028381713,174205,,17.16308498169059,,690.2198909819126,500.1
,848,175232,114,1533,,,378.94370785000007,,157.2,,
0.001,,176000,,,-148.76169165039062,175205,,18.130545597314836,,1076.3932163476943,1000.0
0.001,,177000,,,-149.15746954345704,176205,,19.619189879179,,1074.6569487929344,1000.0
0.001,,178000,,,-148.55035931396483,177205,,18.42609207880497,,1073.1853337943553,1000.0
0.001,852,178446,113,1568,-148.69663452148438,178205,403.56259900999993,18.651389526486398,183.86,,
0.001,,179000,,,-148.12857069924613,178419,,14.047315755737163,,1034.2208004295826,925.0
0.001,,180000,,,-147.28548223322088,179907,,17.330568191292997,,500.08915137052537,193.3
,856,180116,113,1583,,,417.70538606,,194.91,,
0.001,860,180952,114,1586,-147.0622865144197,180640,424.74880894,15.545980645520654,197.33,,
0.001,,181000,,,-147.1558845412563,180925,,13.730497812388236,,652.242504042387,313.3
0.001,864,181626,114,1591,-146.5653899056571,181447,430.83450209,9.49070855005253,198.55,,
0.001,,182000,,,-146.9850293209678,181906,,19.562252380345996,,605.2102815151214,199.2
0.001,868,182321,114,1595,-146.51734392358622,182125,434.80775654999997,20.222181927667904,199.42,,
0.001,872,182957,114,1598,-146.85741176605225,182762,439.6579487000001,21.67445137947798,200.47,,
0.001,,183000,,,-146.52999768938338,182930,,27.34615486150696,,433.34861372709275,155.3
0.001,876,183691,114,1602,-145.44240350832885,183473,448.0491501700001,19.887077717945495,202.59,,
0.001,,184000,,,-146.1619393484933,183833,,19.423057063796815,,576.8503052771091,196.1
0.001,880,184415,114,1607,-145.22194476460302,184220,455.18131913999997,13.435997301755949,204.43,,
0.001,,185000,,,-145.01612542902382,184810,,21.09040552898518,,560.5386438369751,204.3
0.001,884,185239,114,1612,-145.3918036666571,185014,466.58627668,17.266335379843618,207.63,,
0.001,888,185951,115,1615,-145.16370406240787,185719,472.90901750000006,16.47394243388806,209.28,,
0.001,,186000,,,-145.6286127775618,185924,,14.54442870500611,,388.47265552282335,154.7
0.001,892,186691,115,1619,-144.61610227642637,186458,478.23197540000007,19.306428212108035,210.6,,
0.001,,187000,,,-144.5366121927897,186808,,19.074469539854263,,692.5516160726547,244.1
0.001,896,187521,115,1625,-144.31873584615772,187288,486.73050914999993,18.128158006833228,212.6,,
0.001,,188000,,,-144.64068195607402,187912,,19.569027485233722,,493.06930935382843,177.0
0.001,900,188292,115,1629,-144.3029044596354,188062,495.34986374,21.858841621081034,214.42,,
0.001,,189000,,,-144.68438913040802,188843,,20.995874087680832,,661.9668844938278,216.1
,904,189077,115,1634,,,505.24325966,,216.4,,
0.001,908,189890,115,1637,-145.80653396162015,189674,512.77086315,18.62497110832028,218.25,,
0.001,,190000,,,-144.76148597230303,189863,,20.03822141728073,,388.5673534154892,150.2
0.001,912,190585,116,1641,-145.17691903162483,190352,516.51487281,19.947557419237466,218.74,,
0.001,,191000,,,-146.06619635687935,190930,,19.704017309347787,,646.4656397223473,205.6
0.001,916,191356,116,1646,-146.27442513260186,191135,526.4129969500001,15.364402430231978,220.74,,
0.001,,192000,,,-146.1641053852282,191849,,19.078311754146796,,642.4650746464729,205.8
,920,192083,116,1650,,,534.0067462,,222.48,,
0.001,924,192878,116,1654,-146.10529268704929,192660,543.42119466,22.88181241122997,224.8,,
0.001,,193000,,,-146.9839962607936,192851,,22.31352797603108,,535.147865664959,177.2
0.001,928,193569,116,1659,-147.30128024174616,193404,548.2293930499999,18.729139052904568,225.95,,
0.001,,194000,,,-146.90872531467014,193971,,24.407954333564653,,552.5305194735527,185.0
0.001,932,194327,116,1663,-147.34086874256963,194155,551.57520255,17.507476060286812,226.05,,
0.001,,195000,,,-147.5613961434579,194931,,24.58858541754989,,531.427575469017,178.7
,936,195145,116,1668,,,560.3982170900001,,228.46,,
0.001,940,195771,117,1671,-146.25545556994453,195599,560.04785153,16.346654698145475,228.88,,
0.001,,196000,,,-147.70494455531025,195883,,29.758504718327693,,665.9983133733273,229.4
0.001,944,196571,117,1676,-148.0353083024945,196330,565.5213537300001,30.871340720138885,230.62,,
0.001,,197000,,,-147.96907058564744,196746,,26.472668530917403,,641.3756381869316,230.9
0.001,948,197425,117,1681,-148.34703408148056,197255,562.14575219,26.674143242925293,221.93,,
0.001,,198000,,,-149.2514472051498,197961,,23.235489237199136,,685.334959256649,216.9
,952,198194,117,1686,,,546.2628893699999,,197.48,,
0.001,956,198974,117,1689,-149.5718710763114,198735,542.02614955,27.332574283683694,188.58,,
0.001,,199000,,,-149.58135453710017,198947,,25.833060964098518,,718.8821588754654,230.7
0.001,960,199837,117,1694,-149.34627746582032,199585,546.7164454299999,22.268852965748724,188.85,,
0.001,,200000,,,-150.40412160147608,199810,,19.218421717749703,,726.4844242870807,240.3
