rollout/ep_len_mean,time/time_elapsed,train/learning_rate,time/episodes,train/critic_loss,rollout/ep_rew_mean,train/n_updates,train/actor_loss,time/total_timesteps,time/fps,eval/mean_reward,eval/mean_ep_length
,,0.001,,34.9221973101298,,118907,-128.237512247903,119000,,519.0276840865612,167.3
132.08,1153,0.001,776,30.11862005853349,375.99031297,119064,-129.1694322417054,119333,103,,
,,0.001,,33.66705574776962,,119932,-131.15130553707,120000,,613.4144338965416,194.4
135.47,1159,,780,,386.64027633999996,,,120157,103,,
,,0.001,,28.05473365901429,,120811,-131.50852260116704,121000,,777.2133675217628,288.6
139.38,1167,,784,,399.36451235999994,,,121062,103,,
141.37,1171,0.001,788,32.84107185143691,403.85788592999995,121504,-132.7058360173152,121709,103,,
,,0.001,,32.402648575743484,,121949,-133.63554365115058,122000,,673.7685633182525,236.7
147.67,1179,0.001,792,36.972782671305836,420.52594207999994,122615,-135.06242430443857,122784,104,,
,,0.001,,32.0784602098062,,122757,-135.62510648915466,123000,,699.086762958765,230.5
152.51,1187,0.001,796,27.868924190748984,435.74748101,123543,-138.38923248291016,123764,104,,
,,0.001,,38.99556011564276,,123915,-139.07685157690156,124000,,663.9138762950897,217.0
155.57,1193,0.001,800,26.06822907793653,446.70121606,124316,-138.78144978952932,124515,104,,
,,0.001,,33.5958924141336,,124854,-140.4128568933365,125000,,507.5682701945305,184.4
158.0,1198,0.001,804,29.91386101936382,454.66606688,125037,-139.7825942825485,125249,104,,
,,0.001,,36.4145903183242,,125714,-139.34378703256672,126000,,1023.3068329930305,341.6
160.58,1205,,808,,461.82066700999997,,,126037,104,,
163.06,1210,0.001,812,29.78882244957818,467.29033216000005,126440,-141.4248789618997,126811,104,,
,,0.001,,42.44515938618604,,126920,-141.98944338630227,127000,,1389.011518496275,512.7
167.94,1221,0.001,816,39.3709252887302,478.09211872,127673,-144.01319680285098,127836,104,,
,,0.001,,37.25222408070284,,127945,-143.78346117805032,128000,,302.0261076033115,136.1
173.23,1227,0.001,820,38.30726947133237,493.97926498,128534,-143.38553279927123,128864,104,,
,,0.001,,33.387948993015605,,128837,-143.52795258578874,129000,,444.86957237124443,188.8
175.55,1233,0.001,824,42.91724701164183,498.36739925999996,129354,-144.29473422972623,129615,105,,
,,0.001,,37.81265246073405,,129738,-144.05757527669272,130000,,901.5386263430119,288.3
181.6,1242,0.001,828,36.03580153092094,516.98808079,130445,-146.15278501288836,130748,105,,
,,0.001,,35.49288344869808,,130966,-145.86228657544143,131000,,840.7639229714871,273.3
188.0,1251,0.001,832,45.69651890973576,537.39101471,131646,-147.7746199310803,131902,105,,
,,0.001,,40.91138154658688,,131875,-148.08910396642852,132000,,767.6933426618576,246.8
192.97,1258,0.001,836,37.17787153352567,553.9424384,132618,-148.88453364178417,132892,105,,
,,0.001,,50.13108600585567,,132865,-150.06417089942994,133000,,623.6745239675045,227.7
196.57,1265,0.001,840,38.220649268758955,563.75851597,133498,-152.29484008789063,133734,105,,
,,0.001,,38.833348925395676,,133893,-151.1851506387034,134000,,690.817772012949,225.6
200.08,1272,0.001,844,37.915441140950286,576.06682579,134351,-152.30260474659573,134619,105,,
,,0.001,,36.706294839446606,,134932,-152.309725168589,135000,,660.4403368055821,218.7
202.09,1277,0.001,848,46.22149275050444,582.38167165,135102,-152.7192429486443,135333,105,,
,,0.001,,53.46820738327563,,135883,-152.74439570879696,136000,,471.8545616129413,217.5
205.92,1284,,852,,594.6275440100001,,,136200,106,,
,,0.001,,39.35573108520242,,136780,-152.69706355200873,137000,,738.0679916381836,238.7
212.53,1293,0.001,856,54.193294121800356,612.33114647,137059,-151.948873615951,137363,106,,
,,0.001,,39.42888051392096,,137807,-152.872836353333,138000,,775.1257735371589,248.7
218.05,1300,0.001,860,46.49677875032463,629.2146665399999,138058,-151.50658671061197,138402,106,,
,,0.001,,36.353299598693845,,138830,-150.84967727661132,139000,,803.7672362923622,253.8
221.81,1308,0.001,864,42.749261049690396,641.8816388,139089,-150.66160595324612,139333,106,,
,,0.001,,33.526316719788774,,139761,-152.1665709275466,140000,,792.9474631428718,254.9
224.33,1316,0.001,868,35.8199135612039,648.97228959,140016,-151.80925059318542,140311,106,,
,,0.001,,49.40167225646972,,140720,-152.4900860595703,141000,,750.9800420999527,244.0
226.62,1323,0.001,872,30.14020086478483,656.3615605699998,140991,-152.51257030345775,141178,106,,
,,0.001,,35.52797572643726,,141723,-153.39925275530135,142000,,764.1758484125137,256.1
226.73,1330,,876,,653.64834525,,,142006,106,,
,,0.001,,48.64315421240671,,142861,-153.66273498535156,143000,,789.3537817060948,263.3
230.1,1338,,880,,664.53737315,,,143167,106,,
,,0.001,,40.24955776842629,,143780,-154.02709787260227,144000,,754.5652395308018,254.1
230.17,1346,,884,,664.14926863,,,144079,107,,
,,0.001,,44.51008612222045,,144847,-155.21992648605013,145000,,782.4988943099976,248.2
234.16,1354,,888,,680.0329071499999,,,145125,107,,
,,0.001,,47.00328172336925,,145885,-157.48889416247815,146000,,742.3440089225769,225.1
233.11,1361,,892,,681.1963999000001,,,146095,107,,
,,0.001,,40.84587948341069,,146770,-157.84339484267346,147000,,788.4236375749111,259.3
233.03,1368,,896,,681.3242669400001,,,147067,107,,
234.57,1373,0.001,900,56.29640303932221,687.8933403099999,147696,-161.14473650532383,147972,107,,
,,0.001,,45.18016544786323,,147945,-160.5135149801931,148000,,537.02917470932,184.5
234.78,1379,0.001,904,41.18673420400127,690.28745272,148519,-161.9675172050044,148727,107,,
,,0.001,,53.13144418551837,,148897,-163.5427703857422,149000,,770.4810711383819,228.6
234.81,1385,0.001,908,52.1795277621295,693.76165745,149312,-164.6837161484585,149518,107,,
,,0.001,,40.56853894264467,,149907,-165.0403094821506,150000,,539.8898033499718,172.5
234.71,1391,0.001,912,50.447979954310824,698.4891330000002,150082,-165.68558103388006,150282,107,,
,,0.001,,49.86529467571741,,150782,-166.416194696536,151000,,904.8309836030006,276.1
232.55,1398,,916,,697.6780151800002,,,151091,108,,
,,0.001,,52.414840478777386,,151737,-167.8071859664276,152000,,818.2674157619476,253.5
231.49,1405,,920,,697.57650607,,,152013,108,,
232.41,1410,0.001,924,51.15239632679866,705.1513308999998,152605,-167.57213592529297,152856,108,,
,,0.001,,47.92789238265583,,152829,-167.06812994820731,153000,,750.862622743845,244.0
229.01,1417,0.001,928,43.876754167064135,694.3420219800001,153494,-168.81168164704977,153649,108,,
,,0.001,,43.43639139107295,,153902,-169.27603345598493,154000,,928.2153418660164,294.5
228.66,1426,0.001,932,49.48891438997709,694.36785478,154486,-170.30617331288343,154768,108,,
,,0.001,,56.566020587846346,,154741,-169.55964732733298,155000,,1179.601004421711,374.5
229.16,1435,0.001,936,50.93557010997426,694.7596236400001,155528,-171.48104257294625,155808,108,,
,,0.001,,45.93268770285746,,155781,-170.90538557748945,156000,,652.8544640421867,227.0
231.47,1442,0.001,940,48.81198570658179,702.57007436,156459,-171.4341033486759,156881,108,,
,,0.001,,68.69589610039434,,156854,-171.8654750477184,157000,,602.4417259693146,216.7
232.6,1450,0.001,944,49.64729459662186,704.0190990899999,157558,-171.73410550454506,157879,108,,
,,0.001,,57.82301623480661,,157852,-171.76486901523305,158000,,783.5770874977112,249.4
235.62,1457,0.001,948,44.2387620416511,714.0797361,158601,-171.27011932865267,158895,108,,
,,0.001,,35.55497021264351,,158868,-172.0158742648452,159000,,767.3588647663594,249.0
236.5,1465,0.001,952,65.32905722300211,718.80992845,159574,-171.76086061190716,159850,109,,
,,0.001,,45.4316588309874,,159823,-171.78689612111737,160000,,776.9743621706963,248.3
233.76,1472,0.001,956,53.033325270404966,712.7256597,160575,-172.6755982646792,160739,109,,
,,0.001,,50.78745862520658,,160972,-172.34826988807092,161000,,769.3180087447166,234.4
233.67,1479,0.001,960,45.94093074438707,714.05874581,161476,-172.65746898220894,161769,109,,
,,0.001,,40.895250582157225,,161742,-172.71152341455445,162000,,801.2489463090897,263.5
233.62,1487,0.001,964,54.75575301796198,714.0268009000001,162529,-172.73765110969543,162695,109,,
,,0.001,,58.07479022732741,,162668,-174.1602739606585,163000,,749.8518756330013,254.4
236.45,1496,0.001,968,49.64326757127112,723.16630877,163623,-175.14715852842227,163956,109,,
,,0.001,,43.68308812496709,,163929,-174.86482787288094,164000,,941.6663032352924,292.3
,,0.001,,43.02803725436114,,164746,-174.99773141612178,165000,,788.0168404221535,262.5
238.58,1507,,972,,728.1476158799998,,,165036,109,,
,,0.001,,53.8909687185476,,165969,-175.30079408675905,166000,,940.059485399723,310.3
243.46,1516,,976,,745.6824272900001,,,166352,109,,
,,0.001,,58.777906687052045,,166963,-175.0654514726386,167000,,1109.2227056741715,369.6
244.81,1527,0.001,980,39.2923668058295,749.6273002199999,167343,-175.5025634765625,167648,109,,
,,0.001,,36.93892726191768,,167756,-174.71571529612822,168000,,1213.5325698435306,395.2
247.03,1537,0.001,984,52.8573202757506,756.9944469900001,168498,-175.13414175067834,168782,109,,
,,0.001,,40.01975449513832,,168755,-175.88083064556122,169000,,1124.628097450733,383.5
248.09,1547,0.001,988,39.12288372989759,758.64595056,169660,-176.59178173449612,169934,109,,
,,0.001,,64.36000767217475,,169907,-175.440850110558,170000,,765.7218408942223,248.6
246.71,1553,0.001,992,56.601144355773926,753.6911187999998,170488,-176.8576716308594,170766,109,,
,,0.001,,64.84784239886767,,170739,-176.73765881347657,171000,,773.534737342596,253.2
247.35,1562,0.001,996,54.636735358545856,755.7628108900003,171524,-175.67720400902533,171802,109,,
,,0.001,,47.241065450873506,,171775,-175.72797326660157,172000,,907.2710173428059,280.4
250.26,1570,0.001,1000,49.61756040745435,765.5351108099999,172640,-176.22209868816114,172998,110,,
,,0.001,,48.76533885160602,,172971,-176.4258581912879,173000,,1206.4829342007638,391.8
,,0.001,,48.80886551674376,,173891,-176.5941411011608,174000,,787.9608548879623,252.4
254.44,1583,,1004,,778.9502018500002,,,174171,109,,
,,0.001,,59.67498159018784,,174906,-178.48547479380733,175000,,394.6140737175941,160.6
255.46,1590,,1008,,778.7603194799999,,,175064,110,,
,,0.001,,51.192810310697986,,175958,-178.67156118369965,176000,,942.9890438020229,316.7
261.2,1599,,1012,,795.4188384299999,,,176402,110,,
,,0.001,,35.17986771795485,,176762,-179.89087446909102,177000,,895.638969552517,306.2
262.74,1607,0.001,1016,44.825618014191136,799.1459612799999,177092,-179.46031272194602,177365,110,,
,,0.001,,36.366522672630495,,177930,-180.23934863862536,178000,,796.3152388453484,267.4
265.1,1616,0.001,1020,43.143720472665656,805.70812035,178196,-181.06093935858934,178523,110,,
,,0.001,,44.86811020028846,,178917,-180.6801032656715,179000,,1131.3992023706437,359.9
269.18,1625,0.001,1024,67.99579212400648,817.51078845,179488,-181.8908922710116,179774,110,,
,,0.001,,45.747450504523904,,179747,-181.75586848295936,180000,,779.4417139947415,253.6
,,0.001,,47.166888539753266,,180500,-183.16497209337024,181000,,1521.9333745718002,487.2
274.79,1637,,1028,,837.06416393,,,181128,110,,
,,0.001,,47.97356195568544,,181733,-183.57171872456868,182000,,1092.662012195587,348.8
273.14,1647,,1032,,830.0485933499999,,,182082,110,,
,,0.001,,51.16012613846225,,182653,-184.81763961325566,183000,,1248.6519972264766,394.6
274.44,1657,0.001,1036,60.90727078391553,833.0514911299999,183086,-184.9586425640616,183252,110,,
,,0.001,,50.26903178991861,,183670,-185.247067887262,184000,,1323.0306331396102,419.5
275.74,1667,0.001,1040,53.45930318249033,838.30100474,184046,-186.1358648259589,184455,110,,
,,0.001,,49.05280331490745,,184947,-185.64535135618397,185000,,852.8942012786865,282.7
278.21,1676,0.001,1044,44.147860967933234,847.2185626400001,185345,-184.83707730853976,185700,110,,
,,0.001,,42.68799614615557,,185673,-184.181010920827,186000,,1161.6617004811765,375.6
277.44,1685,0.001,1048,52.85310625198276,842.8648370899998,186582,-185.0809310203375,186639,110,,
269.08,1686,0.001,1052,42.6260393347059,814.4496910800002,186698,-185.60172271728516,186758,110,,
261.44,1687,0.001,1056,58.85272007603799,789.9810060299999,186825,-185.89959513346355,186883,110,,
,,0.001,,76.63266237320438,,186856,-185.38159656524658,187000,,406.6485165536404,158.0
253.76,1689,0.001,1060,72.26898814891946,764.01609666,187089,-182.44037192208427,187145,110,,
248.51,1691,0.001,1064,41.806714927448944,745.39111004,187405,-184.05575830796187,187546,110,,
,,0.001,,55.49283854651997,,187903,-184.11595552884614,188000,,389.11798124313356,139.8
241.1,1695,,1068,,720.0971032299998,,,188066,110,,
235.89,1698,0.001,1072,62.23506683256568,703.85731619,188463,-183.96928205646452,188625,111,,
,,0.001,,47.75754884373058,,188939,-184.6525068803267,189000,,265.52365045547486,114.6
227.23,1702,,1076,,673.6141495699999,,,189075,111,,
218.89,1704,0.001,1080,58.776646064208435,645.7645807200001,189388,-182.32307815551758,189537,111,,
,,0.001,,71.36020800897053,,189891,-185.34867804391044,190000,,289.48185833096505,124.2
212.52,1708,,1084,,622.86355369,,,190034,111,,
205.99,1711,0.001,1088,51.45737373222739,600.32382184,190364,-184.6067277294094,190533,111,,
,,0.001,,48.197925534248355,,190945,-184.60489334106444,191000,,469.9181375861168,173.5
203.98,1715,,1092,,592.24546611,,,191164,111,,
201.17,1720,0.001,1096,54.55008472380091,581.80305824,191690,-183.3725987309995,191919,111,,
,,0.001,,48.8816344336708,,191892,-183.477200045444,192000,,664.9382601618767,223.0
198.76,1728,0.001,1100,52.15870619041975,572.33516397,192696,-183.0737919277615,192874,111,,
,,0.001,,72.65449764554863,,192847,-182.99153422037762,193000,,383.6483137369156,140.8
193.16,1732,0.001,1104,48.00271502056637,553.20000345,193263,-182.82823923471813,193487,111,,
,,0.001,,44.124599404170596,,193813,-181.8993625640869,194000,,799.8204992175102,294.4
193.34,1739,0.001,1108,53.349731312317104,553.30606096,194107,-182.75771845603475,194398,111,,
,,0.001,,58.694007742445905,,194662,-183.12679949198684,195000,,1164.1630857765674,390.6
194.22,1750,0.001,1112,60.13953306066229,553.5749167199999,195498,-181.8062779041047,195824,111,,
,,0.001,,77.06094413002332,,195893,-181.95536518096924,196000,,1151.2373230159283,373.2
194.71,1759,0.001,1116,45.20944272478422,554.17234105,196360,-181.33198515574136,196836,111,,
,,0.001,,56.86677525781576,,196809,-181.6749747140067,197000,,1300.1755123078824,416.0
194.0,1771,0.001,1120,25.974415673149956,552.06968907,197880,-181.17567782931857,197923,111,,
182.07,1771,0.001,1124,187.70655373164587,514.1333053399999,197940,-180.35286385672433,197981,111,,
,,0.001,,30.246238855215218,,197967,-180.21206410725912,198000,,11.171456944942474,13.6
169.08,1771,0.001,1128,24.554981436048234,472.17954858999997,197995,-183.85682024274553,198036,111,,
160.28,1772,0.001,1132,31.95697145876677,444.40464785999995,198062,-183.31162389119467,198110,111,,
,,0.001,,52.2517107963562,,198745,-182.93570665631975,199000,,1351.7666893482208,464.9
159.42,1780,,1136,,439.22258716000005,,,199194,111,,
155.28,1784,0.001,1140,51.99946788379124,422.26883288000005,199578,-184.00517054966517,199983,112,,
,,0.001,,55.11684860249676,,199956,-184.09886468150629,200000,,1553.0511705458164,505.1
