time/fps,time/time_elapsed,train/n_updates,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/learning_rate,eval/mean_reward,eval/mean_ep_length
111,1304,145208,-134.0527249764705,664.55,15.687698654506518,145367,648,736.4503219899999,0.001,,
,,145853,-133.4629924043696,,17.814575433414873,146000,,,0.001,369.2908294200897,168.0
111,1309,145991,-133.5208429530047,635.01,17.801388771637626,146182,652,712.4212598700001,0.001,,
,,146633,-132.9098109654018,,13.944464004039764,147000,,,0.001,456.811749458313,265.4
111,1314,,,612.83,,147004,656,698.34491537,,,
111,1317,147385,-132.8990296125412,579.43,13.416478233744007,147543,660,672.41407011,0.001,,
,,147933,-131.8846083931301,,12.542688827720477,148000,,,0.001,314.87844388484956,130.0
112,1321,,,544.89,,148089,664,644.9375814099999,,,
112,1323,148447,-132.21621627807616,510.04,12.135205513238907,148604,668,615.6561081699999,0.001,,
,,148845,-132.0632412854363,,14.455060916788439,149000,,,0.001,324.46143773794176,132.0
112,1327,148977,-132.06783722386217,509.94,11.77846736980207,149133,672,615.05540202,0.001,,
112,1330,149516,-131.85096468990795,510.14,14.578684684348433,149675,676,616.41990637,0.001,,
,,149929,-131.91711551195954,,20.366787586082406,150000,,,0.001,305.84026551246643,127.8
112,1333,150056,-131.53222334384918,500.7,18.774994390217337,150216,680,608.97535165,0.001,,
112,1336,150597,-131.19561397007533,492.67,18.4279552436044,150766,684,603.6860973700001,0.001,,
,,150885,-131.52975108525524,,22.86205071945713,151000,,,0.001,331.9192554593086,139.0
112,1339,151175,-132.35220275878908,492.3,18.709697477075437,151347,688,604.2285720799999,0.001,,
113,1342,151757,-132.69067533251265,474.95,13.582305058627062,151921,692,590.1973376899999,0.001,,
,,151894,-132.11370186183763,,23.627326076048135,152000,,,0.001,322.6349184215069,131.7
113,1346,152281,-131.91871349628155,463.12,17.84889731682264,152452,696,581.1898514100001,0.001,,
,,152835,-132.25530535554233,,16.606689023644957,153000,,,0.001,326.73771771788597,139.5
113,1349,,,428.63,,153003,700,553.5066416999999,,,
113,1352,153405,-133.1904338200887,394.31,16.508046504524017,153571,704,525.9010245900001,0.001,,
,,153919,-133.64466190338135,,21.447169985622168,154000,,,0.001,313.1903890609741,129.3
113,1356,,,369.12,,154077,708,507.4552326200001,,,
113,1358,154423,-134.61651488273375,334.24,21.59384079170227,154589,712,479.9243968999999,0.001,,
,,154831,-134.55249321460724,,19.64276054315269,155000,,,0.001,389.1127473950386,143.2
113,1362,154975,-134.8327119615343,308.57,16.916823474897278,155129,716,462.75423323999996,0.001,,
114,1364,155498,-136.4279697302616,273.86,12.441324088409656,155658,720,433.75558414,0.001,,
,,155890,-136.76865868201622,,8.35235325495402,156000,,,0.001,304.93844636678693,125.9
114,1368,156018,-137.2175521850586,267.7,7.918886037543416,156175,724,434.79549768000004,0.001,,
114,1370,156586,-137.3399463452791,248.79,21.024597542850596,156761,728,423.8691977099999,0.001,,
,,156874,-137.87894984654017,,16.591005550112044,157000,,,0.001,328.35484929084777,135.7
114,1374,157160,-138.78528285670924,214.46,24.728483225848223,157328,732,396.25722719999993,0.001,,
114,1377,157723,-140.83908574030949,184.22,12.333993416706114,157880,736,370.36112936999996,0.001,,
,,157853,-141.93377732496995,,17.19101475752317,158000,,,0.001,329.45942410230634,135.1
114,1380,158256,-141.4395987374442,151.68,38.83580476556506,158421,740,341.71062061,0.001,,
114,1382,158812,-143.03412859367603,141.41,11.47858614411973,158966,744,335.05366021000003,0.001,,
,,158939,-141.85278538295202,,15.698875410350288,159000,,,0.001,317.72087943553925,129.2
115,1386,159350,-142.54874619704026,141.45,19.937641264842107,159512,748,336.78448990000004,0.001,,
,,159898,-143.26951731806216,,12.188832911261677,160000,,,0.001,320.6016281366348,134.4
115,1389,,,138.78,,160060,752,333.92258205999997,,,
115,1392,160451,-143.79815172467912,136.21,24.538221526145936,160625,756,332.10233676,0.001,,
,,160892,-143.23048706054686,,18.29874694188436,161000,,,0.001,374.5368430137634,148.4
115,1396,161038,-143.4102868903173,136.76,21.54463946166104,161219,760,334.52715155000004,0.001,,
115,1399,161612,-144.21463056291853,136.82,17.04254153626306,161771,764,334.63369677000003,0.001,,
,,161891,-144.51739543758026,,20.823262987493656,162000,,,0.001,377.9937355875969,147.1
115,1403,162211,-143.5815576171875,137.75,17.556459381090885,162379,768,338.28728835000004,0.001,,
115,1405,162741,-144.91175091083232,137.77,14.439440898312867,162910,772,338.71227747000006,0.001,,
,,162883,-143.74527278416593,,18.82294346748943,163000,,,0.001,320.6511898756027,133.6
115,1409,163279,-144.89180980009192,137.57,15.980179457103505,163432,776,338.08448380999994,0.001,,
116,1411,163797,-144.03662204742432,137.56,28.36550354218298,163972,780,338.69323732000004,0.001,,
,,163945,-144.38209224391628,,19.90030662433521,164000,,,0.001,328.61647523641585,130.7
116,1415,164321,-144.98401968819755,137.1,21.64475386861771,164476,784,338.0850736,0.001,,
,,164857,-144.79988390778843,,11.647034588314238,165000,,,0.001,337.3452900648117,139.4
116,1418,,,136.76,,165023,788,337.28036333000006,,,
116,1421,165472,-145.82964935302735,137.1,20.089330362823773,165631,792,339.00687102999996,0.001,,
,,165904,-145.1484690084086,,20.12253254067664,166000,,,0.001,399.0842796325684,167.1
116,1425,166089,-144.8141225731891,138.09,22.140359899160025,166261,796,340.49663799999996,0.001,,
116,1428,166682,-145.58604835602173,138.47,11.284186905080622,166850,800,341.51449035999997,0.001,,
,,166823,-145.82791137695312,,11.760110692774996,167000,,,0.001,402.31032478809357,196.5
116,1432,167273,-146.29350148076597,138.66,21.172479034327775,167437,804,341.4961543,0.001,,
,,167896,-146.3849230598001,,17.254303851776573,168000,,,0.001,359.7530177116394,148.5
116,1436,,,139.88,,168065,808,345.16270446000004,,,
117,1439,168531,-147.42317888813633,141.22,13.282789455947055,168711,812,348.6042336000001,0.001,,
,,168970,-147.1168893178304,,16.843959870038333,169000,,,0.001,371.1525324702263,144.4
117,1443,169108,-147.34125728883606,141.53,30.842277882755667,169282,816,348.55103862000004,0.001,,
117,1446,169671,-147.46053480065387,141.77,22.664832191190857,169835,820,349.76021595000003,0.001,,
,,169948,-147.06129891531808,,22.447163258280074,170000,,,0.001,362.4861859202385,135.8
117,1449,170225,-147.56013424295776,142.23,18.09405506328798,170398,824,352.38478328,0.001,,
117,1452,170803,-148.31198935312767,142.13,25.981721740190675,170974,828,352.4840806,0.001,,
,,170947,-147.55360391404895,,15.924790137343937,171000,,,0.001,537.5457643866539,241.2
117,1457,171545,-148.27334307502298,143.94,13.966511132424337,171722,832,357.69060862000003,0.001,,
,,171838,-148.5422060224745,,14.825683735467337,172000,,,0.001,448.7816055774689,154.0
117,1461,172134,-149.0195924913561,144.19,26.738253852948038,172299,836,360.11304981,0.001,,
118,1464,172710,-148.08504795383763,144.62,19.01716639882042,172883,840,363.2604045899999,0.001,,
,,172856,-148.0482643859027,,14.623452911638234,173000,,,0.001,431.40552854537964,165.1
118,1468,173332,-148.382321871244,145.43,12.63564020587552,173509,844,366.33404302,0.001,,
,,173870,-148.17851416546367,,26.4472641830859,174000,,,0.001,783.3499621510506,591.6
,,174205,-148.3198028381713,,17.16308498169059,175000,,,0.001,690.2198909819126,500.1
118,1480,,,157.2,,175232,848,378.94370785000007,,,
,,175205,-148.76169165039062,,18.130545597314836,176000,,,0.001,1076.3932163476943,1000.0
,,176205,-149.15746954345704,,19.619189879179,177000,,,0.001,1074.6569487929344,1000.0
,,177205,-148.55035931396483,,18.42609207880497,178000,,,0.001,1073.1853337943553,1000.0
117,1519,178205,-148.69663452148438,183.86,18.651389526486398,178446,852,403.56259900999993,0.001,,
,,178419,-148.12857069924613,,14.047315755737163,179000,,,0.001,1034.2208004295826,925.0
,,179907,-147.28548223322088,,17.330568191292997,180000,,,0.001,500.08915137052537,193.3
117,1534,,,194.91,,180116,856,417.70538606,,,
117,1538,180640,-147.0622865144197,197.33,15.545980645520654,180952,860,424.74880894,0.001,,
,,180925,-147.1558845412563,,13.730497812388236,181000,,,0.001,652.242504042387,313.3
117,1543,181447,-146.5653899056571,198.55,9.49070855005253,181626,864,430.83450209,0.001,,
,,181906,-146.9850293209678,,19.562252380345996,182000,,,0.001,605.2102815151214,199.2
117,1548,182125,-146.51734392358622,199.42,20.222181927667904,182321,868,434.80775654999997,0.001,,
117,1551,182762,-146.85741176605225,200.47,21.67445137947798,182957,872,439.6579487000001,0.001,,
,,182930,-146.52999768938338,,27.34615486150696,183000,,,0.001,433.34861372709275,155.3
118,1555,183473,-145.44240350832885,202.59,19.887077717945495,183691,876,448.0491501700001,0.001,,
,,183833,-146.1619393484933,,19.423057063796815,184000,,,0.001,576.8503052771091,196.1
118,1560,184220,-145.22194476460302,204.43,13.435997301755949,184415,880,455.18131913999997,0.001,,
,,184810,-145.01612542902382,,21.09040552898518,185000,,,0.001,560.5386438369751,204.3
118,1565,185014,-145.3918036666571,207.63,17.266335379843618,185239,884,466.58627668,0.001,,
118,1568,185719,-145.16370406240787,209.28,16.47394243388806,185951,888,472.90901750000006,0.001,,
,,185924,-145.6286127775618,,14.54442870500611,186000,,,0.001,388.47265552282335,154.7
118,1573,186458,-144.61610227642637,210.6,19.306428212108035,186691,892,478.23197540000007,0.001,,
,,186808,-144.5366121927897,,19.074469539854263,187000,,,0.001,692.5516160726547,244.1
118,1578,187288,-144.31873584615772,212.6,18.128158006833228,187521,896,486.73050914999993,0.001,,
,,187912,-144.64068195607402,,19.569027485233722,188000,,,0.001,493.06930935382843,177.0
118,1583,188062,-144.3029044596354,214.42,21.858841621081034,188292,900,495.34986374,0.001,,
,,188843,-144.68438913040802,,20.995874087680832,189000,,,0.001,661.9668844938278,216.1
119,1588,,,216.4,,189077,904,505.24325966,,,
119,1592,189674,-145.80653396162015,218.25,18.62497110832028,189890,908,512.77086315,0.001,,
,,189863,-144.76148597230303,,20.03822141728073,190000,,,0.001,388.5673534154892,150.2
119,1596,190352,-145.17691903162483,218.74,19.947557419237466,190585,912,516.51487281,0.001,,
,,190930,-146.06619635687935,,19.704017309347787,191000,,,0.001,646.4656397223473,205.6
119,1602,191135,-146.27442513260186,220.74,15.364402430231978,191356,916,526.4129969500001,0.001,,
,,191849,-146.1641053852282,,19.078311754146796,192000,,,0.001,642.4650746464729,205.8
119,1606,,,222.48,,192083,920,534.0067462,,,
119,1610,192660,-146.10529268704929,224.8,22.88181241122997,192878,924,543.42119466,0.001,,
,,192851,-146.9839962607936,,22.31352797603108,193000,,,0.001,535.147865664959,177.2
119,1615,193404,-147.30128024174616,225.95,18.729139052904568,193569,928,548.2293930499999,0.001,,
,,193971,-146.90872531467014,,24.407954333564653,194000,,,0.001,552.5305194735527,185.0
119,1619,194155,-147.34086874256963,226.05,17.507476060286812,194327,932,551.57520255,0.001,,
,,194931,-147.5613961434579,,24.58858541754989,195000,,,0.001,531.427575469017,178.7
120,1624,,,228.46,,195145,936,560.3982170900001,,,
120,1627,195599,-146.25545556994453,228.88,16.346654698145475,195771,940,560.04785153,0.001,,
,,195883,-147.70494455531025,,29.758504718327693,196000,,,0.001,665.9983133733273,229.4
120,1633,196330,-148.0353083024945,230.62,30.871340720138885,196571,944,565.5213537300001,0.001,,
,,196746,-147.96907058564744,,26.472668530917403,197000,,,0.001,641.3756381869316,230.9
120,1638,197255,-148.34703408148056,221.93,26.674143242925293,197425,948,562.14575219,0.001,,
,,197961,-149.2514472051498,,23.235489237199136,198000,,,0.001,685.334959256649,216.9
120,1643,,,197.48,,198194,952,546.2628893699999,,,
120,1647,198735,-149.5718710763114,188.58,27.332574283683694,198974,956,542.02614955,0.001,,
,,198947,-149.58135453710017,,25.833060964098518,199000,,,0.001,718.8821588754654,230.7
120,1652,199585,-149.34627746582032,188.85,22.268852965748724,199837,960,546.7164454299999,0.001,,
,,199810,-150.40412160147608,,19.218421717749703,200000,,,0.001,726.4844242870807,240.3
