time/time_elapsed,rollout/ep_rew_mean,time/fps,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/critic_loss,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
,,,,,59000,-36.83195955999966,5.7994465625892255,58895,0.001,56.1,105.03162512599957
398,164.54730667,148,504,84.01,59296,-37.055038978313576,6.170877275795772,59144,0.001,,
399,165.54396540000002,149,508,84.52,59628,-36.78567927224295,5.842531706157484,59385,0.001,,
401,164.38028629000002,149,512,83.76,59923,-37.1641777583531,6.344961885972457,59776,0.001,,
,,,,,60000,-36.87289481327451,6.592501673205145,59889,0.001,56.8,105.22106648848857
403,162.56866832,149,516,82.91,60217,-36.734267280215306,6.730487844300648,60070,0.001,,
404,164.02078308,149,520,83.25,60539,-37.46356174863618,5.5061871224436265,60298,0.001,,
,,,,,61000,-37.248825550079346,5.646879459128661,60817,0.001,162.4,400.0869724757969
409,170.98521333,149,524,85.82,61142,,,,,,
411,172.75230626,149,528,86.28,61469,-37.4735605875651,5.715231111494162,61322,0.001,,
413,172.0841183699999,149,532,85.79,61696,-37.38560012291218,5.877564490851709,61549,0.001,,
414,171.13943743000004,149,536,85.26,61929,-36.978279245310816,6.33160453007139,61780,0.001,,
,,,,,62000,-37.38845960555538,5.857661324162637,61899,0.001,86.3,182.21244384907186
416,170.59742764999996,149,540,84.88,62170,-37.111851374308266,5.278895711898803,62018,0.001,,
417,169.99973179,149,544,84.65,62412,-37.29615606580462,6.384108597772164,62249,0.001,,
419,172.16948051000003,149,548,85.45,62765,-37.32241363525391,5.904532245227268,62614,0.001,,
,,,,,63000,-37.83210436503092,5.477044748047651,62852,0.001,61.6,117.90608196258545
421,172.42548309000003,149,552,85.53,63029,,,,,,
422,168.35732965,149,556,83.76,63257,-38.155847196225764,5.844856145165183,63107,0.001,,
424,168.66336047000001,149,560,83.78,63625,-38.088270060221355,5.715886710053783,63386,0.001,,
426,166.86872508,149,564,82.96,63866,-37.90166104634603,5.61902603165048,63715,0.001,,
,,,,,64000,-38.419141309014684,5.646065058379338,63889,0.001,59.5,112.5681463628076
427,157.42621827000002,149,568,78.99,64096,-37.396953714304956,6.1902030747512296,63947,0.001,,
429,150.58290007,149,572,76.11,64331,-38.84032203411234,5.597337003411917,64180,0.001,,
430,148.6202658,149,576,75.06,64566,-37.98551546732585,6.315011545022329,64415,0.001,,
431,148.69272976,150,580,75.02,64806,-38.49822259718372,5.565155154368917,64654,0.001,,
,,,,,65000,-38.80634307861328,5.805444515357583,64896,0.001,60.0,112.91597351506353
433,146.18893117999997,149,584,74.19,65049,,,,,,
435,139.22626152,150,588,71.07,65278,-38.82094008347084,7.314050082502694,65128,0.001,,
436,139.13698093000002,150,592,70.82,65509,-38.97776658194406,5.107533208110876,65359,0.001,,
437,136.98215807,150,596,69.85,65733,-39.33973748343332,5.331152426112782,65584,0.001,,
438,137.17150951999997,150,600,69.67,65954,-38.43722548308196,5.201225298422354,65807,0.001,,
,,,,,66000,-38.93731416974749,4.957692566784945,65862,0.001,159.1,314.2776714705542
441,139.81554319999998,150,604,70.99,66395,-39.425790528993346,5.963737099965414,66243,0.001,,
443,138.12155436999998,150,608,69.92,66620,-38.6491102021316,5.906054869032743,66474,0.001,,
444,136.66918941,150,612,69.21,66844,-39.33053057534354,5.723175942897797,66695,0.001,,
,,,,,67000,-39.48269641014837,5.773664220686881,66814,0.001,152.2,336.4349882909097
447,138.53552472000004,150,616,69.92,67209,-38.83759485880534,6.310329417713353,67043,0.001,,
448,136.44547937000002,150,620,69.06,67445,-39.26748275756836,5.810150454784262,67297,0.001,,
449,127.61978331,150,624,65.39,67681,-39.46642187663487,5.978393431220736,67533,0.001,,
451,125.26702081000002,150,628,64.45,67914,-39.99673777613147,5.215163486045704,67758,0.001,,
,,,,,68000,-39.70834595816476,5.978486397436687,67878,0.001,74.0,143.08447477703447
452,125.62006993000001,150,632,64.7,68166,-39.28363135553175,5.991645297696514,68012,0.001,,
454,125.67763103000001,150,636,64.88,68417,-39.68071057719569,5.468274536586943,68265,0.001,,
455,125.76385065999997,150,640,64.77,68647,-39.228942598615376,5.859552023703592,68497,0.001,,
456,125.79113151,150,644,64.6,68872,-40.028076716831755,5.880360909870693,68724,0.001,,
,,,,,69000,-40.24527481624058,5.433044280324664,68890,0.001,56.0,107.63825312989938
458,122.90976787,150,648,63.32,69097,-39.70950848715646,5.168802742447172,68946,0.001,,
459,122.32117609999997,150,652,62.96,69325,-40.13709075362594,5.956265052159627,69176,0.001,,
460,122.48490295000003,150,656,63.02,69559,-40.04803886413574,5.5293051414802425,69405,0.001,,
462,119.70458029000001,151,660,61.63,69788,-39.89423983437674,5.384925030825431,69635,0.001,,
,,,,,70000,-40.11294786553634,5.437678966522217,69884,0.001,56.7,112.93795493966317
463,119.89432727000002,150,664,61.67,70033,,,,,,
465,119.83401335,151,668,61.58,70254,-39.975455965314595,5.547381266680631,70108,0.001,,
466,119.74713223,151,672,61.44,70475,-39.47225358751085,5.488254626592,70329,0.001,,
467,119.64098122,151,676,61.31,70697,-40.20611309183055,6.060800945549681,70550,0.001,,
468,119.71046488,151,680,61.2,70926,-40.22405124532765,5.271875653350563,70778,0.001,,
,,,,,71000,-40.86591993059431,5.369002231529781,70890,0.001,55.4,111.92206979141046
470,119.94325241,151,684,61.24,71173,-40.38704531533377,5.283710611718042,71001,0.001,,
471,120.03049304,151,688,61.22,71400,-40.83706065586635,5.438798499958856,71248,0.001,,
472,120.14302765000001,151,692,61.18,71627,-40.46490996224539,5.349184129919324,71478,0.001,,
474,120.18769897000001,151,696,61.25,71858,-41.05288441975912,5.0417903661727905,71708,0.001,,
,,,,,72000,-40.082935990958376,6.052819071144893,71881,0.001,55.5,111.64017388749635
475,120.23743169,151,700,61.31,72085,-40.484533638789735,5.466029844785991,71938,0.001,,
477,116.44086227,151,704,59.74,72369,-40.45810518264771,5.544536534650826,72221,0.001,,
478,117.56248775000002,151,708,60.36,72656,-40.21187725582638,5.328747056625985,72504,0.001,,
,,,,,73000,-40.647086054086685,5.3330390060649195,72876,0.001,57.6,114.45651195668616
481,121.84139703,151,712,62.53,73097,-40.21983173915318,5.931217917224817,72933,0.001,,
482,119.47638445999999,151,716,61.38,73347,-40.066433084422144,5.172855463521234,73178,0.001,,
484,120.80507795999998,151,720,61.88,73633,-40.51117587911671,5.147369594409548,73481,0.001,,
486,122.34002497,152,724,62.6,73941,-40.76755210331508,5.369803483997073,73793,0.001,,
,,,,,74000,-40.59744946709995,6.345052990420111,73907,0.001,56.9,114.3638947271742
487,122.96215723000002,152,728,62.96,74210,-41.56993721271383,5.275355754227474,74023,0.001,,
489,124.80418108999999,152,732,63.52,74518,-41.05810895173446,5.3374713772404805,74370,0.001,,
491,126.53564231,152,736,64.14,74831,-40.98664926599573,5.096631986444646,74685,0.001,,
,,,,,75000,-40.88185606331661,4.977585389696318,74856,0.001,57.0,113.37097253942629
492,127.87756870999999,152,740,65.01,75148,-40.47665173666818,4.836240538379602,74913,0.001,,
494,129.09339019000004,152,744,65.55,75427,-40.53130531311035,4.878342159589132,75280,0.001,,
496,129.99129811999998,152,748,66.09,75706,-40.96273142496745,5.417344892024994,75557,0.001,,
497,130.61641977,152,752,66.5,75975,-40.46907173959833,4.932842286427816,75804,0.001,,
,,,,,76000,-40.87592530861879,5.355843625491178,75883,0.001,57.9,116.66843317076564
499,130.76650418,152,756,66.54,76213,-40.83379275004069,4.825296719868978,76059,0.001,,
500,131.52261212999997,152,760,67.04,76492,-40.955448150634766,5.3394783981262695,76339,0.001,,
502,131.58169529,152,764,67.12,76745,-40.388771311442056,4.67032478650411,76583,0.001,,
503,131.81732003,152,768,67.36,76990,-40.5084746788288,4.838194948131755,76837,0.001,,
,,,,,77000,-40.5749384972357,4.920211549665107,76898,0.001,62.6,115.83571353667648
505,132.12919881999997,152,772,67.67,77242,-40.86083246046497,4.866031935138087,77090,0.001,,
506,132.39341647999998,152,776,67.94,77491,-40.84477342878069,4.713751976830618,77342,0.001,,
508,133.83031979999998,153,780,68.74,77800,-40.99184191429009,5.298555944719885,77630,0.001,,
,,,,,78000,-40.01604151725769,4.75438492260282,77854,0.001,59.0,114.66484410164412
510,134.21014082000002,153,784,68.92,78065,-41.473744937351775,4.826599710866025,77911,0.001,,
511,134.58687926000002,153,788,69.15,78315,-41.44028803507487,5.943658598264059,78163,0.001,,
512,134.97341148999996,153,792,69.44,78571,-40.91459215604342,4.2864231788195095,78417,0.001,,
514,135.28991592999998,153,796,69.51,78809,-40.580522282918295,5.02716318227477,78656,0.001,,
,,,,,79000,-40.90473497417611,4.653317799804904,78858,0.001,60.9,116.43795052597997
516,137.5973131,153,800,70.41,79126,-41.24744440714518,4.9485088687832075,78974,0.001,,
517,137.75141276000002,153,804,70.48,79417,-41.375200271606445,5.092579557615168,79244,0.001,,
518,136.93642336,153,808,70.13,79669,-41.19567175472484,4.810122379616125,79508,0.001,,
520,133.53145871,153,812,68.5,79947,-41.1848223456021,5.036770283165625,79781,0.001,,
,,,,,80000,-40.81417733269769,5.084373000505808,79855,0.001,66.5,122.0857781501254
522,133.63115645999997,153,816,68.58,80205,-41.14078087642275,4.432728981149608,80046,0.001,,
523,132.82627159,153,820,68.27,80460,-41.58423697948456,4.42912970322829,80307,0.001,,
524,131.68733329,153,824,67.8,80721,-40.84844970703125,5.701554009788914,80562,0.001,,
,,,,,81000,-41.5076109568278,5.246643698877758,80858,0.001,56.7,113.02000820605899
527,132.20504654,153,828,67.95,81005,,,,,,
528,130.31311839000003,153,832,67.44,81262,-42.057818685259136,4.447037159312855,81100,0.001,,
529,129.01239304000003,153,836,66.99,81530,-41.83679591587612,4.629425345148359,81373,0.001,,
531,127.79539424000002,153,840,66.41,81789,-40.403828501701355,4.633655738085508,81632,0.001,,
,,,,,82000,-41.081921036179004,4.735110005287275,81836,0.001,133.6,309.4518126749084
533,127.60083517999999,153,844,66.55,82082,-41.86059518293901,4.681792765855789,81924,0.001,,
534,127.18799768999999,153,848,66.25,82331,-40.817731857299805,4.609821792691946,82179,0.001,,
536,127.25645655999999,154,852,66.27,82602,-41.631292978922524,4.60484606103052,82449,0.001,,
537,127.88456599000001,154,856,66.76,82889,-41.64661714507312,4.429097088371835,82728,0.001,,
,,,,,83000,-41.11351013183594,4.6367252710703255,82871,0.001,89.8,191.45862721132
539,128.67658756999998,154,860,67.13,83205,-41.84563075171577,4.533308992647145,83037,0.001,,
541,128.84299135,154,864,67.36,83481,-41.19384799284094,4.700229669684794,83322,0.001,,
542,129.26461546000002,154,868,67.68,83758,-41.60430029666785,4.500866001302546,83600,0.001,,
,,,,,84000,-41.27650395835318,4.4473104825833945,83877,0.001,66.3,121.6411392833339
544,129.81417304000001,154,872,67.93,84035,,,,,,
546,130.45725434,154,876,68.39,84330,-41.83414916992187,4.93068744795663,84169,0.001,,
547,131.25736131000002,154,880,68.65,84665,-41.63839041668436,4.490903162437936,84483,0.001,,
549,132.10108651,154,884,69.1,84975,-41.69768894740513,5.435240551403591,84813,0.001,,
,,,,,85000,-41.05479856218611,5.051335382461548,84883,0.001,69.8,129.0364485885948
