rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
65.76,53,220,124.51574572999996,8945,168,0.001,5.1203795827570415,8763,-25.099858647301083,,
,,,,9000,,0.001,4.8365510799164,8849,-25.0967306092728,164.26508246660234,85.1
68.28,55,224,129.48606460999997,9285,167,0.001,4.949285925820816,9107,-25.777541848116144,,
70.79,57,228,134.47961272,9626,167,0.001,6.2722561595051785,9446,-26.458139818768167,,
73.01,59,232,138.97497613000002,9969,168,0.001,6.082135294758996,9788,-27.032048070153525,,
,,,,10000,,0.001,5.388872723018422,9873,-26.935401462373278,163.72800341844558,85.1
74.92,61,236,142.78325818,10310,166,0.001,5.378855095353237,10128,-27.222629147906638,,
77.42,63,240,147.69375992000002,10648,167,0.001,5.242049611040524,10466,-27.699580147152854,,
79.9,65,244,152.58994837,10986,168,0.001,5.82656642285789,10805,-28.1671795263523,,
,,,,11000,,0.001,6.751014339222627,10890,-28.63160399503486,166.67040298581122,85.6
82.4,67,248,157.58628284,11328,166,0.001,5.867519094500431,11147,-29.391580271166426,,
83.18,69,252,159.40943690999998,11671,167,0.001,5.490828471128331,11488,-29.600303960400957,,
,,,,12000,,0.001,5.817633900922887,11831,-30.504957062857493,163.17352602481841,84.8
84.07,72,256,161.40632447,12010,165,,,,,,
84.53,74,260,162.53643724000003,12351,165,0.001,6.035083214903986,12169,-30.563315458075945,,
84.79,76,264,163.24717202999997,12691,165,0.001,5.450270868483043,12509,-31.299480665297736,,
,,,,13000,,0.001,5.068778499434976,12851,-31.575430552164715,165.33251045942308,84.8
85.04,79,268,163.90439775000002,13032,164,,,,,,
85.07,81,272,164.03797296999997,13374,164,0.001,4.328674003657173,13192,-31.846540007480357,,
85.19,82,276,164.40159563,13714,165,0.001,7.761222244711483,13533,-32.29678499130976,,
,,,,14000,,0.001,6.481768780596116,13874,-32.88932818035747,166.912162399292,85.3
85.22,85,280,164.56054190999998,14055,164,,,,,,
85.23,87,284,164.62153563,14397,164,0.001,6.153362223681282,14216,-32.92030982084052,,
85.23,89,288,164.72157746000002,14739,165,0.001,4.79278053100719,14557,-33.408813875775,,
,,,,15000,,0.001,6.678566057541791,14899,-33.699441637311665,166.10886907577515,85.1
85.21,92,292,164.66370006,15080,163,,,,,,
85.21,93,296,164.72681361000002,15422,164,0.001,6.471164108708847,15241,-34.406369187111075,,
85.19,95,300,164.76161959,15764,164,0.001,6.454294523527456,15583,-34.61901478434718,,
,,,,16000,,0.001,5.709539427313694,15840,-34.699159001195156,167.53202556967736,85.3
85.24,98,304,165.01053360000003,16106,163,0.001,5.040233738282147,15925,-34.62197344643729,,
