time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,eval/mean_ep_length,eval/mean_reward
1149,40575,252,310.02861536,189.55,35,0.001,-63.19157925774069,40301,8.451570486321168,,
,41000,,,,,0.001,-64.45777177274897,40830,8.268510083134254,166.5,332.7310482084751
1158,41194,256,312.92081361,188.14,35,0.001,-64.29468449679288,41006,8.51682802492922,,
1163,41873,260,316.17087053,185.43,36,0.001,-65.4090166091919,41572,8.516197047735515,,
,42000,,,,,0.001,-65.9221186544381,41776,8.151402330866047,155.5,312.3492358647287
1171,42543,264,323.24998515000004,183.76,36,0.001,-66.70252528471106,42278,8.40843041831925,,
,43000,,,,,0.001,-66.47643607810691,42716,8.418733147338585,204.4,387.5922127485275
1181,43419,268,331.4461672,185.02,36,0.001,-67.11829572854583,43124,7.592061541744115,,
,44000,,,,,0.001,-67.76429472164232,43732,8.225447614582217,211.4,387.77273420393465
1190,44225,272,337.83494215999997,186.3,37,0.001,-68.47377559116909,43956,7.889131794018405,,
1197,44913,276,338.07728706,185.92,37,0.001,-68.35687124600975,44653,7.576076847984192,,
,45000,,,,,0.001,-68.97605537786717,44816,8.2566868571416,147.2,283.4274824887514
1203,45511,280,334.4871865,182.94,37,0.001,-69.11489877246674,45203,7.822741665559657,,
,46000,,,,,0.001,-70.23039287602136,45827,7.6136132413094195,172.1,313.5865948230028
1214,46533,284,335.3268107299999,183.33,38,0.001,-70.38687536345056,46224,8.485565175337515,,
,47000,,,,,0.001,-71.63388874656276,46813,8.40449286448328,204.6,370.03320009708403
1222,47105,288,328.79800294,177.85,38,,,,,,
1228,47842,292,330.93466465,178.94,38,0.001,-72.07662986986566,47496,8.335947491905905,,
,48000,,,,,0.001,-71.60815694255214,47745,8.262130566868915,188.3,338.79643233418466
1237,48632,296,332.28572904,177.38,39,0.001,-72.61291316703513,48342,8.81325912475586,,
,49000,,,,,0.001,-72.80574300665604,48893,8.64175198839597,171.5,306.2983549505472
1246,49408,300,331.44205808,177.41,39,0.001,-73.15159166776218,49075,8.453568153328948,,
,50000,,,,,0.001,-73.73180309263599,49728,8.11494188549138,168.0,305.54891561865804
1255,50186,304,331.80898849,177.77,39,0.001,-73.75054554229087,49916,8.08850316037523,,
,51000,,,,,0.001,-74.7140780362216,50687,8.969899819723924,206.6,368.7489296376705
1264,51007,308,328.17860264,174.38,40,,,,,,
1271,51737,312,326.42593518999996,173.08,40,0.001,-75.45979430458762,51440,8.388005033220564,,
,52000,,,,,0.001,-75.96486775468036,51805,8.073187612764762,239.5,407.10413091350347
1281,52506,316,324.91873816000003,171.68,40,0.001,-75.97650980212025,52199,8.04258682299883,,
,53000,,,,,0.001,-76.37139657102985,52750,8.061321457227072,242.8,424.6165420040488
1290,53278,320,325.97955633000004,172.54,41,0.001,-77.03671705044383,52996,8.708613853144453,,
,54000,,,,,0.001,-78.15679901721431,53778,8.102660658324293,200.5,375.5690080160275
1300,54051,324,328.11310804,173.99,41,,,,,,
1306,54821,328,330.92980475999997,175.55,41,0.001,-78.42965166756277,54514,7.945855147421023,,
,55000,,,,,0.001,-78.25259297688802,54724,7.985263759749277,215.2,421.8083162676543
1318,55833,332,337.30160237999996,179.85,42,0.001,-78.88974180675689,55525,8.368618169285002,,
,56000,,,,,0.001,-78.84618507241304,55736,8.395194416362527,207.9,439.4735214471817
1328,56663,336,345.10981173000005,182.84,42,0.001,-79.62504959106445,56340,7.949841219219354,,
,57000,,,,,0.001,-80.29545568109869,56749,7.969679385586515,211.1,462.1713867306709
1337,57434,340,352.14479148000004,185.55,42,0.001,-79.57282187721945,57160,8.021059277382763,,
,58000,,,,,0.001,-80.9385400932526,57759,9.024568695888341,245.1,505.9095256306231
1348,58269,344,358.83482274999994,188.24,43,0.001,-80.77488489504213,57975,8.286080024860523,,
,59000,,,,,0.001,-81.79603713598007,58723,8.236362300622158,325.5,578.7733224863186
1361,59338,348,368.15583344999993,193.29,43,0.001,-82.20018630489227,59033,8.249085952389624,,
,60000,,,,,0.001,-83.20329323593451,59899,8.353207060528286,249.5,508.3510391652584
1372,60183,352,375.9398175099999,196.08,43,,,,,,
,61000,,,,,0.001,-83.9191367050697,60844,8.00142538239216,192.8,408.104585647583
1382,61109,356,382.8222486799999,199.15,44,,,,,,
1390,61979,360,387.2268185799999,201.06,44,0.001,-84.60019348407614,61690,8.240492933783038,,
,62000,,,,,0.001,-84.55100536346436,61882,8.141255157689253,206.8,454.13567481637
1399,62852,364,391.52176367,203.09,44,0.001,-85.21954206383747,62533,8.650214261306829,,
,63000,,,,,0.001,-85.18104890015748,62755,8.328446098276087,202.3,442.4927518874407
1410,63763,368,393.65553785,203.44,45,0.001,-85.8777691957762,63442,8.274697364022154,,
,64000,,,,,0.001,-86.93903469729733,63820,8.351968306999701,206.7,438.31772572696207
1420,64572,372,395.11963956,203.47,45,0.001,-86.76297639211019,64263,8.683640388037654,,
,65000,,,,,0.001,-87.21754007975261,64771,9.974824068562084,161.2,356.57266889419407
1427,65171,376,395.86203250000005,202.58,45,0.001,-87.58672332763672,64945,8.698213865017069,,
1433,65824,380,398.81046811999994,203.13,45,0.001,-87.65089673881072,65559,9.070596238096318,,
,66000,,,,,0.001,-88.25954570770264,65887,9.411439436674119,237.1,476.31998146772384
1443,66637,384,399.61276478,201.04,46,0.001,-88.1583151736502,66375,8.382499773291093,,
,67000,,,,,0.001,-88.48636891890546,66737,8.31724738711633,185.4,366.1791123688221
1452,67390,388,404.27467609000007,202.85,46,0.001,-89.32798322846618,67082,10.457139479963086,,
,68000,,,,,0.001,-89.27681303997429,67670,9.467593922906993,225.2,419.1558024853468
1462,68317,392,408.14567538000006,204.75,46,0.001,-89.45239374193095,67907,8.161092669651982,,
,69000,,,,,0.001,-89.89702497209821,68686,9.473410557298099,295.2,529.3480737907812
1475,69259,396,412.12272371000006,206.27,46,0.001,-90.43370690065272,68959,9.551680963117997,,
,70000,,,,,0.001,-91.0974952366041,69842,9.35929165969249,287.8,503.4803946102969
1487,70143,400,416.6036095699999,207.35,47,,,,,,
,71000,,,,,0.001,-91.24182591293797,70672,9.089604469725323,227.0,488.1817774474621
1498,71004,404,420.6935824899999,208.18,47,,,,,,
1506,71879,408,423.0969940400001,208.72,47,0.001,-92.0880477729885,71525,10.256649415152413,,
,72000,,,,,0.001,-91.9453827614008,71782,8.614140100516234,212.4,417.5296923673712
1515,72672,412,425.97693710000004,209.35,47,0.001,-92.89596593947638,72360,10.650289339678627,,
,73000,,,,,0.001,-93.0358824636422,72779,8.80171724394256,184.3,397.39893769621847
1525,73669,416,431.7002453900001,211.63,48,0.001,-92.76882353825356,73272,9.587273217319103,,
,74000,,,,,0.001,-94.07887894940224,73887,8.68186795143854,184.9,410.5987627439201
1536,74566,420,435.06361940999994,212.88,48,0.001,-93.75939401272124,74296,9.622110635969374,,
,75000,,,,,0.001,-94.35997960474585,74778,10.027770366544038,167.2,376.183374966681
1545,75255,424,436.49970218000004,212.04,48,0.001,-94.8165284861689,74962,8.447929454886395,,
,76000,,,,,0.001,-94.93158978271484,75752,8.733587829589844,163.7,358.60158178508283
1553,76041,428,438.32579575999995,212.2,48,,,,,,
1560,76825,432,438.27798155000005,209.92,49,0.001,-95.10193416050502,76518,10.072857513881864,,
,77000,,,,,0.001,-95.889013671875,76728,9.462307900474185,205.6,456.00785565674306
1570,77658,436,439.1314010699999,209.95,49,0.001,-95.52319515112674,77395,8.484247723165549,,
,78000,,,,,0.001,-95.61751029968262,77761,9.352530518770218,258.3,490.33136711325494
1580,78467,440,441.03546309999996,210.33,49,0.001,-96.42890991827454,78187,9.492621497293214,,
,79000,,,,,0.001,-96.19580986716531,78860,9.034015285370012,335.7,476.8908992386423
1593,79489,444,444.36415438000006,212.2,49,0.001,-96.84521373218259,79162,10.04722893001228,,
,80000,,,,,0.001,-96.71909506489911,79647,9.827662855036118,229.1,503.4047392129898
1603,80354,448,442.72649491000004,210.16,50,0.001,-97.3799573062511,80093,8.823205732100503,,
,81000,,,,,0.001,-97.86268326730439,80811,9.624383650327983,175.8,455.47929529249666
1613,81295,452,442.93801456,211.12,50,0.001,-97.98171394253954,80973,9.441434894079043,,
,82000,,,,,0.001,-97.42035743782112,81641,11.306270285769626,347.8,917.7236018747092
1626,82361,456,450.57115870999996,212.52,50,0.001,-98.16037824076992,82012,10.171722478943694,,
,83000,,,,,0.001,-99.22842202135311,82902,10.521917896013003,221.5,536.2230074077845
1636,83189,460,451.77997730000004,212.1,50,,,,,,
,84000,,,,,0.001,-100.4889923993279,83695,9.60584398877551,256.8,615.2256434738636
1646,84041,464,454.50453304999996,211.89,51,,,,,,
1654,84855,468,455.6856901599999,210.92,51,0.001,-99.57139216431784,84540,10.70570172957324,,
,85000,,,,,0.001,-99.7500866531232,84758,10.018832578571564,211.8,526.8162656962871
1663,85665,472,457.95863491999995,210.93,51,0.001,-100.54667374894426,85367,10.454810446153306,,
,86000,,,,,0.001,-100.17270493507385,85760,10.068804192046324,187.1,440.0650978565216
1673,86515,476,464.1173556600001,213.44,51,0.001,-100.71164025992991,86192,10.146243585604374,,
,87000,,,,,0.001,-101.50273638186248,86789,10.2399305240528,183.2,436.2554469347
1682,87261,480,467.9554646899999,214.37,51,0.001,-101.12088135998658,86986,9.984469895435469,,
,88000,,,,,0.001,-101.23340058058835,87776,9.73195257564049,319.9,598.5292849144898
1693,88129,484,471.86124114,214.92,52,,,,,,
,89000,,,,,0.001,-101.86263750184257,88659,11.44538408630299,317.4,830.9407866418362
1704,89079,488,480.31800832,216.89,52,,,,,,
,90000,,,,,0.001,-102.56208633062408,89755,10.166315104914647,299.2,753.0224954813718
1717,90125,492,489.40083515999993,218.08,52,,,,,,
,91000,,,,,0.001,-102.63013176551232,90777,10.035564735302557,264.3,653.7085726737976
1729,91131,496,496.26484811,218.72,52,,,,,,
,92000,,,,,0.001,-103.60620747441831,91264,9.36493958701258,789.5,1723.644632562995
1753,92922,500,519.44887547,227.79,52,0.001,-104.69949832860975,92541,9.244369114349034,,
,93000,,,,,0.001,-104.47008175917075,92825,10.564373244701976,252.6,618.7743130624294
1765,93992,504,527.4671904100001,229.88,53,0.001,-105.03853393554688,93591,8.983505910873413,,
,94000,,,,,0.001,-105.39008060254548,93895,9.546262454045447,261.7,628.7143046081067
1777,94995,508,535.0291655800002,231.16,53,0.001,-106.55065993011975,94637,9.295785346969229,,
,95000,,,,,0.001,-106.02796574949308,94898,10.053853712776155,272.0,700.6387294650078
,96000,,,,,0.001,-106.506178250278,95740,9.766986408372865,218.0,570.9908940047026
1792,96058,512,544.81794415,233.86,53,,,,,,
,97000,,,,,0.001,-107.78069680312584,96769,10.20947429959866,313.0,783.0734449535609
1805,97178,516,552.1357731200001,235.09,53,,,,,,
,98000,,,,,0.001,-108.08195069548371,97639,10.358948468390405,248.9,633.6685414761305
1818,98297,520,561.43253452,237.31,54,0.001,-108.12565977468431,97956,9.640860216098629,,
,99000,,,,,0.001,-108.86043442620172,98773,10.469408662261435,270.4,665.5218985942192
1831,99567,524,574.2746745800001,243.12,54,0.001,-109.66086543514038,99166,9.631232575909175,,
,100000,,,,,0.001,-110.18497612062565,99713,9.375754083625573,358.5,697.1746575281956
1844,100580,528,582.1427054999999,245.39,54,0.001,-109.83914681636927,100262,11.78273533505632,,
,101000,,,,,0.001,-110.39850438874343,100900,10.328378066356048,298.7,510.61139089018104
1856,101441,532,583.82166398,246.16,54,0.001,-110.22245743251082,101102,9.14962630460758,,
,102000,,,,,0.001,-110.7771795684216,101781,10.173313119832207,241.2,611.38582303226
1867,102356,536,587.83818707,246.98,54,0.001,-111.17728988647461,101980,10.428025650618663,,
,103000,,,,,0.001,-111.77359904139495,102713,9.802088325673884,275.7,640.462316724658
1878,103334,540,592.9581342500001,248.67,55,0.001,-112.15160296209928,103003,9.800486807987609,,
,104000,,,,,0.001,-112.33980503212027,103849,9.675562252803724,294.7,779.1556927651167
1892,104598,544,604.25467411,251.09,55,0.001,-112.5532359491828,104174,9.787561671917254,,
,105000,,,,,0.001,-113.08796490563287,104788,10.394563106709656,291.1,696.892399276793
1906,105876,548,615.4124678900001,255.22,55,0.001,-113.67022371292114,105425,9.987985797388903,,
,106000,,,,,0.001,-113.60014532918984,105779,10.239861043159571,263.4,692.7681916564703
1920,106990,552,623.64907479,256.95,55,0.001,-114.78928727741483,106737,10.112001126325584,,
,107000,,,,,0.001,-115.9076416798127,106893,9.913966729090763,367.6,701.3508647584356
,108000,,,,,0.001,-116.06499403614109,107666,9.782473057003344,271.7,702.8313791453838
1936,108050,556,623.60524094,256.89,55,,,,,,
,109000,,,,,0.001,-116.13018525321529,108680,10.354667597784186,336.8,690.4775407963432
1951,109341,560,637.6201239300001,261.52,56,0.001,-116.62476821172805,108974,9.679205233547963,,
,110000,,,,,0.001,-117.27853522667517,109748,9.794773077964782,324.5,833.1341947332024
1964,110535,564,647.43536748,264.94,56,0.001,-117.18845973870692,110061,10.662736694652814,,
,111000,,,,,0.001,-118.63631038559215,110797,10.6713066486263,311.2,808.5045597404242
,112000,,,,,0.001,-119.06708116979406,111253,10.192536659688757,389.6,453.2580221941229
1984,112350,568,659.51536867,274.95,56,,,,,,
,113000,,,,,0.001,-119.67303354312212,112784,10.404832399808443,497.5,1072.5371381520877
2006,113574,572,664.5147169300002,279.09,56,0.001,-119.32594659395308,113212,11.301548156225794,,
,114000,,,,,0.001,-119.86393122953527,113817,11.617439333130331,356.5,732.322197248973
2020,114661,576,672.87607251,281.46,56,0.001,-120.41730063302177,114303,10.918607098715645,,
,115000,,,,,0.001,-121.00984846943557,114762,11.237113781649658,261.2,695.4713034570217
2032,115620,580,680.3720575599999,283.59,56,0.001,-120.5529209278248,115299,11.275675930220263,,
,116000,,,,,0.001,-120.73787875827269,115800,11.988392633651568,300.4,787.1393036574125
2045,116681,584,687.7636362400001,285.52,57,0.001,-121.3528706094493,116383,11.7684974739517,,
,117000,,,,,0.001,-121.38047118534315,116887,11.166150562047171,230.0,583.4181718644686
2057,117669,588,689.6841295200002,285.9,57,0.001,-121.09526792485663,117330,12.757600853149903,,
,118000,,,,,0.001,-121.80400174163108,117744,11.679216964300288,161.2,428.2779455475509
2065,118473,592,684.1819750400002,283.48,57,0.001,-121.41398682257142,118143,11.67979357829645,,
,119000,,,,,0.001,-122.29103629372337,118596,13.19373019175096,275.5,709.0995449334383
2079,119703,596,689.58466238,285.72,57,0.001,-122.28145497367981,119314,11.814907581492978,,
,120000,,,,,0.001,-122.14424086270267,119606,11.773630191202033,312.5,854.3436822146177
2091,120676,600,673.43968722,277.54,57,0.001,-122.97379011266372,120278,13.085977789181381,,
,121000,,,,,0.001,-122.97066597316577,120763,13.708785137404567,359.4,965.5169993698597
2105,121730,604,677.1485594499999,277.38,57,0.001,-123.15096642836085,121295,13.108645680924537,,
,122000,,,,,0.001,-123.28714643850834,121633,12.479951095298903,232.9,640.1633591473103
,123000,,,,,0.001,-123.33920507493362,122750,12.337500519048973,170.0,443.95709314008707
2122,123041,608,687.56720853,280.46,57,,,,,,
2129,123957,612,687.0369584099998,278.99,58,0.001,-124.41549667509476,123607,12.281537971874275,,
,124000,,,,,0.001,-124.56118407962829,123860,12.381071288595086,155.9,426.85235432321207
2140,124951,616,687.4294586299999,277.73,58,0.001,-124.05109847219367,124571,13.019421538240032,,
,125000,,,,,0.001,-123.76398322951626,124854,12.108500010554446,226.8,641.1173424899578
2152,125965,620,688.86237139,276.68,58,0.001,-124.16647559552153,125696,11.905488522715588,,
,126000,,,,,0.001,-124.06142727164335,125868,11.842451325682706,214.4,613.1691805541516
2161,126940,624,687.58348096,273.73,58,0.001,-124.39807946341378,126483,12.830282543386732,,
,127000,,,,,0.001,-125.01492669847276,126843,12.318798837396834,279.9,672.3254659306607
2174,127970,628,690.5922502300001,273.9,58,0.001,-125.04545553992776,127593,12.757511718805892,,
,128000,,,,,0.001,-125.35028850010463,127873,12.355377747331346,206.5,571.0409924507142
2186,128998,632,697.7255344300003,275.57,59,0.001,-125.6152909691654,128636,11.95103863815763,,
,129000,,,,,0.001,-125.05976231892903,128901,11.939153563301518,278.2,796.1567560553551
2197,129974,636,703.17199708,276.18,59,0.001,-126.50667406849026,129552,12.718742523786318,,
,130000,,,,,0.001,-126.63674201494382,129877,13.113634555523213,466.5,1276.7388788104058
,131000,,,,,0.001,-127.57492955525716,130685,11.449356200999784,268.7,728.1257004022598
2216,131062,640,708.69500307,277.28,59,,,,,,
,132000,,,,,0.001,-125.79064980675193,131898,12.134516598547206,269.7,733.1402204185724
2230,132297,644,712.2618314500002,276.99,59,,,,,,
,133000,,,,,0.001,-127.08371713999155,132802,11.936898611359677,214.7,567.7109152406454
2242,133372,648,711.6712244,274.96,59,0.001,-127.52376383655476,133015,12.836015831136928,,
,134000,,,,,0.001,-126.9085224510258,133793,13.112516464331211,252.9,670.2104785323143
2254,134395,652,712.4497390999999,274.05,59,0.001,-127.44546138879025,134057,12.722025024168419,,
,135000,,,,,0.001,-128.4619774393516,134746,12.479406068820765,297.9,797.5488732457161
2266,135276,656,707.7855307499999,272.26,59,0.001,-128.11582958792138,135001,12.06294807546279,,
,136000,,,,,0.001,-128.9204511642456,135892,12.476924647177968,293.0,788.9978615671396
2277,136319,660,702.6062116500001,269.78,59,,,,,,
,137000,,,,,0.001,-128.55411190958418,136819,13.903331755181036,316.4,844.370249530673
2290,137526,664,706.6449707499997,269.91,60,0.001,-129.77588187018745,137096,11.891827528227108,,
,138000,,,,,0.001,-129.80560046604703,137708,12.527622289555048,277.5,776.7473743200302
2303,138820,668,710.27088711,264.7,60,0.001,-129.9024272880169,138225,12.539530250761244,,
,139000,,,,,0.001,-129.56818104939288,138723,12.220318548171875,437.2,1066.4271345406771
,140000,,,,,0.001,-130.54184414672852,139723,12.445637803792954,305.5,813.539794933796
2328,140574,672,727.99305091,270.0,60,0.001,-130.7950208545786,140203,12.064566065779829,,
,141000,,,,,0.001,-130.21062296817178,140857,12.779234229890923,325.7,853.9854266196489
2341,141805,676,732.2098220299999,271.44,60,0.001,-131.42629813032542,141515,12.2564420116191,,
,142000,,,,,0.001,-131.3855766217733,141708,11.842207649211192,392.1,1026.0117830246686
,143000,,,,,0.001,-131.3816395375266,142560,12.906824385562789,531.4,1291.0023422032596
2366,143499,680,750.5348396500001,278.79,60,0.001,-131.60435525512696,143060,13.355889860153198,,
,144000,,,,,0.001,-131.9101148906507,143402,12.60336538922717,518.2,1307.2974413663148
,145000,,,,,0.001,-133.02771821806704,144634,13.165513779543623,283.9,780.1015062141232
