train/learning_rate,train/critic_loss,time/episodes,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,2.099964950520259,,3931,,,4000,,-13.380856734055738,,169.7,291.4299792826176
0.001,2.2269283748242295,144,4298,38.94,59.88878003999999,4345,35,-14.981148323316253,122,,
0.001,2.319952353835106,148,4490,40.64,63.1602764,4543,36,-15.92946994304657,123,,
0.001,4.717507884502411,152,4707,42.48,66.58636747999999,4755,38,-16.859193404515583,124,,
0.001,3.6850162595510483,,4841,,,5000,,-17.15719356536865,,139.1,271.0583583176136
,,156,,44.83,70.50588946,5018,40,,123,,
0.001,3.3632773512176106,160,5284,48.19,75.87746139,5382,43,-19.14383942740304,123,,
0.001,3.500489841545782,,5888,,,6000,,-21.17477823072864,,191.6,360.9783588707447
,,164,,55.23,89.51478917,6114,49,,123,,
0.001,3.7067526044405024,168,6650,62.47,103.39003216,6866,54,-24.415809361831002,125,,
0.001,3.1800386296736227,,6835,,,7000,,-25.209716382233992,,191.6,357.7068401277065
0.001,4.027557383722334,172,7429,70.09,117.79735333000002,7656,61,-27.842917041778563,123,,
0.001,3.6939171821526857,,7809,,,8000,,-29.179861587026846,,194.3,368.3852049291134
0.001,3.9792471645583567,176,8214,77.75,132.35409799,8450,69,-30.757762659375913,122,,
0.001,3.583775338168456,,8828,,,9000,,-32.99834451051516,,203.4,377.0924812197685
0.001,3.497739749814048,180,9025,85.44,146.99075510999998,9247,76,-33.76833008746711,120,,
0.001,4.476896508727022,184,9797,92.46,159.77122438,9977,81,-36.28479430496052,122,,
0.001,5.882226459131945,,9946,,,10000,,-36.97847671508789,,193.7,363.40649570822717
0.001,5.300380377191128,188,10525,99.82,173.94234829999996,10741,88,-38.95616327417959,121,,
0.001,4.984463279530154,,10887,,,11000,,-40.15179612419822,,158.9,308.7536296308041
0.001,5.302380169730589,192,11211,106.2,186.47559898999995,11407,94,-41.20790417223092,120,,
0.001,4.680807766253061,,11843,,,12000,,-43.53150227490593,,147.6,286.6845387816429
,,196,,112.01,198.08802419000003,12016,100,,119,,
0.001,4.846396867123396,200,12510,118.81,211.31738111,12724,105,-45.42830958896213,121,,
0.001,4.691233789350124,,12881,,,13000,,-46.54939870631441,,185.2,352.8480130016804
0.001,5.696070654988289,204,13267,126.18,225.46579424000004,13489,112,-47.62671875,120,,
0.001,5.771039261720901,,13806,,,14000,,-49.15409602675327,,167.8,335.7558460891247
0.001,4.217735099505229,208,13972,132.64,238.59569227999998,14164,118,-50.20314614169569,119,,
0.001,4.722637961432338,212,14635,137.26,249.20909891000002,14839,122,-52.03765158653259,120,,
0.001,6.152601088402588,,14808,,,15000,,-52.959455906659706,,174.7,338.81382954716685
0.001,6.187506718043039,216,15340,143.37,261.92636869,15555,129,-54.70691882862764,120,,
0.001,7.654655841505452,,15852,,,16000,,-56.412543284742135,,141.2,287.7149536728859
0.001,8.267643461688872,220,16007,147.87,272.25044076,16148,135,-56.76590684172395,119,,
0.001,4.124487812622734,224,16512,151.14,279.9396913,16584,138,-58.6002197265625,119,,
0.001,6.848971711505543,,16937,,,17000,,-59.57871835882013,,112.3,229.15317518115043
,,228,,150.2,280.32741784999996,17091,142,,119,,
0.001,7.885986229506406,232,17427,152.13,287.11904707,17580,145,-61.09859723177823,120,,
0.001,7.907534733299137,,17931,,,18000,,-61.94670009613037,,121.8,265.1067675113678
,,236,,150.54,285.93379024,18072,150,,120,,
0.001,6.7721571948030865,240,18428,148.1,283.3081219,18590,153,-63.70626307896205,120,,
0.001,9.30524659621251,,18818,,,19000,,-64.71655858027471,,146.9,295.4200599193573
0.001,6.223122609289069,244,18970,147.98,283.86049260999994,19143,158,-65.22489868967156,120,,
0.001,8.308770666595633,248,19512,151.29,290.74822739999996,19672,162,-66.58279679038309,121,,
0.001,9.890130499052622,,19887,,,20000,,-67.25863175165085,,151.8,263.44315562844275
0.001,9.223343295766817,252,20038,154.58,296.70318267,20213,167,-68.23321201926784,120,,
0.001,9.656553676148423,256,20593,157.4,302.74603494,20758,171,-69.91870854264599,121,,
0.001,7.759398424229916,,20938,,,21000,,-70.49364773732312,,63.7,57.59702677130699
0.001,11.678126130384557,260,21171,159.63,306.88050621,21345,175,-71.22062512566062,121,,
0.001,11.20050679495994,,21925,,,22000,,-73.05466201457571,,187.2,349.3029672026634
,,264,,160.34,307.03882021999993,22148,182,,121,,
0.001,12.141923973900932,268,22622,159.6,304.50607154,22826,186,-75.06582563573664,122,,
0.001,10.54679263258256,,22795,,,23000,,-75.66377639770508,,185.7,316.8042699158192
0.001,9.740536664156306,272,23263,157.91,300.7189363,23447,193,-76.9904034588788,121,,
0.001,11.624509498051234,276,23823,155.47,295.67236599,23997,196,-78.22955006190709,122,,
0.001,11.882642125749921,,23966,,,24000,,-78.65406375461154,,128.5,247.29132958054544
0.001,11.40591899899469,280,24377,153.23,291.48338544,24570,201,-79.79015803682631,121,,
0.001,9.793563100183086,,24832,,,25000,,-79.87907921513424,,154.3,307.66529408097267
0.001,12.514861861620943,284,24995,152.03,290.40937973999996,25180,207,-80.36319224039714,121,,
0.001,13.565851081757856,288,25591,150.48,287.10424758,25789,211,-81.18184380304245,122,,
0.001,14.039240302418817,,25927,,,26000,,-81.84841482979911,,181.2,348.6414132833481
0.001,11.419370671849192,292,26280,150.71,287.57158949,26478,217,-82.60326573878159,121,,
0.001,14.254676085779037,,26947,,,27000,,-83.58244218497441,,163.6,328.5412306308746
,,296,,151.34,288.97146725000005,27150,223,,121,,
0.001,10.0913953681192,300,27622,150.98,288.58913248,27822,228,-84.49538448878697,121,,
0.001,15.093601731153635,,27947,,,28000,,-85.16596329517854,,160.8,321.93282665014266
0.001,9.090999317169189,304,28269,149.69,286.68676776,28458,234,-85.02917928695679,121,,
0.001,11.069373319103459,,28896,,,29000,,-86.09116894685769,,172.6,329.60185223221777
,,308,,149.42,285.98239449,29106,240,,121,,
0.001,11.91265361959284,312,29561,149.15,285.57498792,29754,244,-86.88031154483944,121,,
0.001,12.28379774965891,,29887,,,30000,,-87.06393144188857,,160.9,315.7033614039421
0.001,11.771600026469077,316,30201,148.52,284.60766992000003,30407,250,-87.49469231939935,121,,
0.001,11.424617633751943,320,30808,148.35,284.33815244,30983,254,-88.67991337306063,121,,
0.001,14.0461162659857,,30952,,,31000,,-88.52782641516791,,146.3,297.8801187455654
0.001,11.724664967921045,324,31407,150.34,288.18185469,31618,259,-89.33139525519476,121,,
0.001,11.747593846465602,,31922,,,32000,,-89.7564100702125,,172.9,334.9180822849274
0.001,10.700192450130054,328,32099,152.18,290.90392148,32309,266,-89.7909984588623,121,,
0.001,10.460728753818556,332,32791,153.61,293.2636792,32941,270,-90.70156817489796,121,,
0.001,10.50947588431735,,32910,,,33000,,-90.93840319315592,,127.3,272.70113331079483
0.001,10.43580494050322,336,33293,154.33,294.5145863100001,33505,275,-91.11306065526502,121,,
0.001,15.007275898625531,,33876,,,34000,,-92.1177853345871,,133.1,273.299652659893
,,340,,154.38,294.39315094,34028,280,,121,,
0.001,9.630158189743284,344,34368,153.66,293.64528816000006,34509,283,-92.29936145600819,121,,
0.001,19.698540673536414,348,34706,152.19,289.94210124,34891,285,-93.12140714205228,122,,
0.001,10.703666793835627,,34860,,,35000,,-93.36470229904373,,130.5,271.92300987541677
0.001,10.177503623780172,352,35266,152.17,291.50070308,35430,290,-93.26026510890526,121,,
0.001,9.66815357414081,356,35825,152.35,292.61712262000003,35993,294,-94.07668193872424,122,,
0.001,13.405043427961585,,35962,,,36000,,-94.42142541857733,,142.9,287.51977958679197
0.001,10.586021224924382,360,36411,152.15,294.33472082000003,36560,299,-95.25100656457849,122,,
0.001,7.495368622469179,,36967,,,37000,,-95.1894644534949,,149.3,289.64592999815943
,,364,,149.94,291.66802802999996,37142,304,,121,,
0.001,17.38753198370149,368,37489,148.25,289.98702104,37651,308,-96.8194339458759,122,,
0.001,15.007775856248031,,37907,,,38000,,-96.78742261614119,,158.4,315.53510761260986
0.001,16.11550301275913,372,38066,148.14,291.15386614999994,38261,313,-96.53018426895142,121,,
0.001,11.107398517429829,376,38636,148.3,292.94787184999996,38827,317,-96.75602790287563,122,,
0.001,12.826210458027688,,38948,,,39000,,-96.83950002569901,,130.0,256.20647556185725
0.001,9.911353375560553,380,39242,148.52,294.28955246000004,39422,322,-97.43668658916766,122,,
0.001,11.696590684078357,,39869,,,40000,,-98.22304883415316,,168.8,331.80722270011904
,,384,,148.74,294.86786934,40054,328,,121,,
0.001,13.51116863991085,388,40488,148.91,296.29646957000006,40680,332,-98.57123856795461,122,,
0.001,12.257179268871445,,40953,,,41000,,-98.35648401099515,,166.0,329.6885343551636
0.001,13.381565001814865,392,41125,148.29,295.42431564000003,41307,338,-98.65125647256541,122,,
0.001,9.67198928491569,396,41773,148.18,295.32089725,41968,342,-99.57655334472656,122,,
0.001,13.83509395180679,,41937,,,42000,,-99.57702487852515,,152.4,311.6535860300064
0.001,13.438092492570814,400,42361,147.33,294.14708286999996,42555,347,-99.54612484493771,122,,
0.001,14.062420388062796,,42809,,,43000,,-100.07178555112897,,151.8,300.60145620107653
0.001,8.933050330092268,404,42973,147.02,293.97957247,43160,353,-99.96340774908299,122,,
0.001,10.216107911127477,408,43634,147.16,294.35764252999996,43822,357,-100.75435591907036,122,,
0.001,10.350514925014206,,43962,,,44000,,-100.98915827551554,,139.6,283.4499966353178
0.001,8.941734350153379,412,44212,146.06,292.40647385000005,44360,362,-101.66526290348598,122,,
0.001,13.046650156244501,416,44715,144.85,290.56506233000005,44892,366,-101.9448672207919,122,,
0.001,18.183006056367535,,44861,,,45000,,-102.44750966111275,,124.5,281.04795741438863
0.001,16.1692111492157,420,45217,143.83,289.59578792,45366,370,-101.5845760270661,122,,
0.001,14.196900321960449,424,45680,142.14,287.21994308999996,45832,373,-101.85973576136998,122,,
0.001,9.20240987036839,,45801,,,46000,,-102.55014241536459,,167.9,332.49323531389234
0.001,13.069460972603121,428,46321,142.5,287.9327705,46559,380,-102.95398306846619,122,,
0.001,13.027753828585833,,46929,,,47000,,-103.37417067604504,,194.9,365.866141474247
0.001,11.605172610927273,432,47114,144.01,290.13197886,47342,387,-102.9872074742471,122,,
0.001,10.519129489057807,,47861,,,48000,,-103.56275029336253,,187.1,356.80149628520013
,,436,,145.65,292.62113386000004,48070,394,,121,,
0.001,12.689536737573558,440,48524,147.25,295.38239655,48753,398,-104.09384907761665,122,,
0.001,11.585431007350364,,48886,,,49000,,-104.92594770105873,,169.7,340.20720651745796
0.001,12.41659233521442,444,49200,148.52,297.64377939999997,49361,404,-105.04583131944811,121,,
0.001,16.3769268852969,,49829,,,50000,,-104.67712370554607,,141.2,299.6205720305443
,,448,,151.11,303.84771015,50002,410,,121,,
0.001,8.324606894563745,452,50387,151.39,304.68281098000006,50569,413,-104.79409106809702,122,,
0.001,10.601998679868636,,50850,,,51000,,-105.82307600363707,,138.4,290.75474137663844
0.001,9.99452368869926,456,50982,151.56,305.44273355,51149,419,-104.88358688354492,121,,
0.001,11.751035164272974,460,51504,151.01,305.09482677,51661,422,-105.28016832139757,122,,
0.001,12.250647956518819,,51903,,,52000,,-105.72269373354705,,136.2,291.48515100479125
0.001,9.299103378379431,464,52040,150.66,305.51167495000004,52208,427,-105.86450681824616,122,,
0.001,10.47459324950692,468,52619,151.47,308.12967339,52798,431,-106.75413503526133,122,,
0.001,11.872885469849228,,52908,,,53000,,-107.14375358903912,,169.9,346.1501631885767
0.001,12.128293673197428,472,53216,151.37,308.85888793000004,53398,436,-106.97089871493253,122,,
0.001,10.553866094844356,,53877,,,54000,,-107.06945556249374,,158.3,331.10653001368047
,,476,,152.39,310.98941429999996,54066,442,,122,,
0.001,11.913906237706035,480,54502,152.72,312.10817159,54694,446,-107.90757534954999,122,,
0.001,13.612085353459744,,54814,,,55000,,-107.58989464609246,,160.0,330.3517593622208
0.001,13.548937264530139,484,55156,153.06,313.03839967000005,55360,452,-107.73232663910964,122,,
0.001,10.117758334384245,,55820,,,56000,,-108.50979389863856,,142.9,279.1700937837362
,,488,,153.29,313.66748678000005,56009,458,,122,,
0.001,7.1733479499816895,492,56126,150.11,306.14428691999996,56318,460,-108.3635934193929,122,,
0.001,10.98211867963114,,56811,,,57000,,-108.48525082167758,,175.4,347.4645189225674
,,496,,150.45,306.68105339,57013,467,,122,,
0.001,13.043339937431378,500,57517,151.64,308.68496711999995,57719,471,-109.00891138712565,122,,
0.001,16.391138426959515,,57864,,,58000,,-108.82612869956277,,170.7,341.27320823073387
0.001,8.810368793064288,504,58215,152.41,309.96805204,58401,477,-109.09777017657676,122,,
0.001,9.991272003272844,,58905,,,59000,,-108.81594144381009,,175.7,349.37396550774577
,,508,,152.88,310.89294033,59110,483,,122,,
0.001,9.253616413899831,512,59592,154.34,313.52499774999995,59794,487,-110.14530263628278,122,,
0.001,8.66672993177748,,59940,,,60000,,-108.92104373889023,,171.6,338.03715083599093
0.001,15.618153600857175,516,60287,156.09,316.36712226,60501,493,-109.97278717742569,122,,
0.001,13.69382174268982,,60821,,,61000,,-109.27661323547363,,179.1,351.2831194996834
0.001,8.093256292783696,520,61005,158.46,319.93599499,61212,499,-109.55824404177459,122,,
0.001,9.803670076375509,524,61694,160.76,323.46421824,61908,503,-108.87111261388758,122,,
0.001,13.571776770503144,,61877,,,62000,,-108.81222433572287,,176.7,349.04575366973876
0.001,12.178088512531547,528,62302,159.29,320.68321305999996,62488,509,-109.54913347820903,122,,
0.001,10.335495179699313,,62793,,,63000,,-110.0489108593433,,182.9,356.0473705649376
0.001,9.271639531308955,532,62980,158.4,319.79560341999996,63182,515,-109.43453208436357,122,,
0.001,7.776146542685373,536,63642,157.73,319.22231758000004,63843,519,-110.42307628284802,122,,
0.001,9.173618653241325,,63812,,,64000,,-110.54725853415097,,179.2,352.89188660383223
0.001,13.64497956493557,540,64294,157.2,318.57245828,64473,525,-110.2168071492513,122,,
0.001,8.460750503510964,,64921,,,65000,,-110.10993734220179,,142.3,301.9673250436783
,,544,,157.2,318.50483333,65081,530,,122,,
0.001,7.921477991982369,548,65549,157.57,319.07959009000007,65759,534,-110.68636261333118,123,,
0.001,11.3471233891902,,65905,,,66000,,-110.23948574066162,,149.2,313.63939546346666
0.001,10.672943271068206,552,66254,158.12,318.71177937,66381,540,-110.69424999191101,122,,
0.001,6.754522851885182,556,66797,158.33,319.06636074,66982,543,-111.35956677998583,123,,
0.001,12.475527884898248,,66951,,,67000,,-111.3069363878919,,143.6,304.7109401702881
0.001,8.80192373167066,560,67406,159.21,320.39238051999996,67582,548,-110.41755261140712,123,,
0.001,12.267094088050554,,67876,,,68000,,-110.99130182266235,,155.4,321.57117158174515
0.001,16.250092350691556,564,68036,160.07,321.43252296,68215,554,-111.07809104919434,123,,
0.001,7.645206254582073,568,68604,159.69,320.65533883,68767,557,-110.98846975473258,123,,
0.001,9.219884837667147,,68904,,,69000,,-111.23206619989304,,140.6,298.4041560649872
0.001,12.3451465719276,572,69234,160.57,321.53256481000005,69455,563,-110.93147404988606,123,,
0.001,13.327354881498549,,69894,,,70000,,-111.14241160902866,,163.3,329.6333491027355
,,576,,160.2,320.78146885999996,70086,568,,123,,
0.001,7.456040740829625,580,70551,160.5,320.98448927,70744,572,-111.10276167360071,123,,
0.001,12.51258671283722,,70888,,,71000,,-111.47562503814697,,148.3,306.7263419508934
0.001,9.604235072166492,584,71197,160.28,320.42692827999997,71388,578,-111.40262202727489,123,,
0.001,7.899091971696481,,71867,,,72000,,-111.65856579371861,,170.8,342.93614042401316
,,588,,160.57,320.83735834,72066,584,,123,,
0.001,7.7522404022466125,592,72506,163.84,328.89627810999997,72702,588,-111.74742344447544,123,,
0.001,11.997923368757421,,72847,,,73000,,-111.43597836927934,,161.5,326.9759714305401
0.001,7.986546239474925,596,73184,163.73,328.80914998000003,73386,594,-111.50440067198218,123,,
0.001,16.03726564144546,,73853,,,74000,,-112.00977663560347,,177.4,350.19556188583374
,,600,,163.42,328.32860521000003,74061,600,,123,,
0.001,9.154485299306756,604,74496,162.63,327.13458442,74664,603,-112.3446579877068,123,,
0.001,7.795316938456002,,74911,,,75000,,-112.0791136506316,,163.9,328.0451962351799
0.001,12.762664733213537,608,75081,161.82,325.82990798,75292,609,-111.38432320987476,123,,
0.001,17.29055703109896,,75828,,,76000,,-111.49149083609532,,168.3,320.7193211197853
,,612,,162.4,326.37850636,76034,615,,123,,
0.001,6.5234857806452995,616,76409,161.1,324.52807748,76611,619,-112.30408580267607,123,,
0.001,13.280813449826734,,76887,,,77000,,-112.19403097364638,,120.4,262.15932192802427
0.001,7.93052967423978,620,77002,159.88,322.56434865999995,77200,623,-112.11699886979729,123,,
0.001,6.085488788543209,624,77583,158.49,320.35900838000003,77757,627,-112.16011227843582,123,,
0.001,11.80479526040542,,77925,,,78000,,-112.43789480190084,,187.9,355.6623097300529
0.001,8.455438353260112,628,78280,160.1,323.22581301,78498,633,-112.97501863079306,123,,
0.001,12.091580613639003,,78947,,,79000,,-112.70364618301392,,155.9,319.31511226296425
,,632,,159.47,322.2383919800001,79129,639,,123,,
0.001,12.625682374799108,636,79539,158.68,319.85569066,79711,643,-112.97616806949478,123,,
0.001,9.51995454987754,,79864,,,80000,,-112.74053963370945,,182.1,356.0444251954556
0.001,9.390959747314453,640,80191,159.25,320.49013129,80398,649,-112.7332266530683,123,,
0.001,7.667325923909674,,80841,,,81000,,-113.11700686602525,,165.3,333.9907551705837
,,644,,159.58,320.9542751,81039,654,,123,,
0.001,10.911364387478349,648,81495,159.18,320.42362198999996,81677,658,-113.28365316845122,123,,
0.001,11.30742262673858,,81945,,,82000,,-113.01987168595598,,141.1,303.131937789917
0.001,9.140789091158256,652,82084,158.92,321.29237685,82273,663,-112.91337127685547,123,,
0.001,7.201058663091352,656,82730,159.43,322.08338676000005,82925,667,-113.91042611537836,124,,
0.001,13.567805055438019,,82894,,,83000,,-113.31415632294446,,134.8,298.1299934208393
0.001,5.5857128814647075,660,83298,158.93,321.69496386000003,83475,672,-113.27240366010524,124,,
0.001,14.557433590497055,,83909,,,84000,,-112.9036104385167,,168.7,340.2313019394875
,,664,,159.03,322.06283585,84118,678,,124,,
0.001,9.111931138340085,668,84614,160.4,324.09805576,84807,682,-112.87807297980649,124,,
0.001,9.9143736474466,,84925,,,85000,,-113.32504262150945,,172.9,344.9738717675209
0.001,7.856704698938902,672,85243,159.65,323.20032961,85420,688,-113.34930858873341,124,,
0.001,7.956178236776783,,85861,,,86000,,-114.19641073648032,,167.3,339.34592094421384
,,676,,159.76,323.43756877000004,86062,693,,124,,
0.001,9.844934470032992,680,86459,159.07,322.61132824,86651,697,-113.18895251130405,124,,
0.001,11.484310211958709,,86956,,,87000,,-114.10601015444155,,156.2,324.46796001195906
0.001,10.9491696197253,684,87112,159.12,322.95490286,87300,702,-114.33986370380109,124,,
0.001,6.36194420157012,688,87725,158.65,322.30187129000007,87931,706,-113.46604404449462,124,,
0.001,9.49966723714556,,87900,,,88000,,-113.57275824113326,,174.6,346.8474765121937
0.001,6.090845368410411,692,88383,158.77,322.53856902,88579,712,-114.26252033835964,124,,
0.001,6.873457761468559,,88841,,,89000,,-113.12805970509847,,146.6,309.03835386633875
0.001,8.453991213152486,696,88996,157.98,321.58462106999997,89184,717,-114.08277941972781,124,,
0.001,4.570876420237298,700,89644,157.77,321.44063141999993,89838,721,-113.74439274987509,124,,
0.001,6.650426839758282,,89807,,,90000,,-114.46855135317202,,168.0,337.73069606423377
0.001,11.378071367351058,704,90306,158.37,322.43626835000003,90501,727,-113.96722719266818,124,,
0.001,9.054512089643723,,90915,,,91000,,-114.5533938285632,,145.1,311.53915264606474
,,708,,157.98,322.30707519000003,91090,733,,124,,
0.001,8.999676741659641,712,91501,156.37,320.56529739,91671,736,-114.78201894760132,124,,
0.001,5.945855049199836,,91953,,,92000,,-114.50458934695222,,150.5,318.5049308538437
0.001,5.343791440029272,716,92102,156.7,321.37074321999995,92281,742,-115.42469116210937,124,,
0.001,16.575449668908423,720,92705,156.99,322.21503663000004,92899,745,-114.46249225471593,124,,
0.001,6.573713855509378,,92868,,,93000,,-115.1362703835092,,151.1,319.0544766843319
0.001,9.344883182980366,724,93341,157.59,323.56288006,93516,751,-115.04726318359376,124,,
0.001,12.092112956138758,,93804,,,94000,,-114.49593940147987,,166.7,337.8306670129299
0.001,8.402211260795593,728,93969,156.7,322.76362822999994,94168,757,-114.36516757127715,124,,
0.001,3.886461203054684,732,94630,156.91,323.34533109,94820,761,-115.29553185439691,124,,
0.001,11.76658120001516,,94944,,,95000,,-115.4065442207532,,149.7,316.847428637743
0.001,9.974707760446059,736,95281,157.77,325.84352035,95488,766,-114.65621210454584,124,,
0.001,6.252384604971393,,95925,,,96000,,-115.20297000282689,,180.3,350.71260341405866
,,740,,157.32,325.39160501000003,96130,772,,124,,
0.001,8.31449355044455,744,96596,157.58,325.86260590999996,96797,776,-115.42366771697998,124,,
0.001,12.279530392102668,,96929,,,97000,,-114.8217012381848,,153.0,318.88877134919164
0.001,5.006490602800923,748,97238,157.5,325.85840538,97427,782,-114.84863066061949,124,,
0.001,11.02453066043134,,97896,,,98000,,-115.65745401382446,,163.9,331.7745445549488
,,752,,158.12,326.6110691,98085,788,,124,,
0.001,14.621747633060776,756,98543,158.21,326.63472968,98746,792,-115.96645768866482,124,,
0.001,5.138699141144753,,98875,,,99000,,-115.88866033554078,,160.5,331.8703224360943
0.001,6.335369093613055,760,99194,159.11,327.74033192,99386,797,-115.28573484420777,124,,
0.001,11.990967112702208,,99820,,,100000,,-115.91952683089616,,163.1,330.8146375179291
,,764,,159.04,327.58424823,100022,803,,124,,
0.001,8.059542752200771,768,100484,158.63,327.00228207000004,100670,807,-116.20345956307871,124,,
0.001,11.746556854715534,,100918,,,101000,,-116.61381213695972,,148.3,312.7963168382645
0.001,10.591675332839916,772,101069,158.24,326.39665185000007,101244,812,-115.59150685628255,124,,
0.001,12.583178375218365,776,101664,157.65,325.73734866,101827,816,-115.6036471805057,124,,
0.001,13.285229513168336,,101921,,,102000,,-115.62570141207787,,139.2,305.1005755662918
0.001,6.166582924082763,780,102191,157.13,325.0601996,102364,820,-115.8918851216634,124,,
0.001,9.614922451972962,784,102732,155.9,323.45910495,102890,824,-115.91719963971306,124,,
0.001,15.263713005959518,,102859,,,103000,,-116.71055457705543,,124.0,278.53934371471405
0.001,6.902215268966314,788,103258,154.88,322.15755707,103419,828,-115.97326876666095,124,,
0.001,9.176638017851731,792,103818,154.04,321.14334842999995,103983,832,-116.70984639206978,124,,
0.001,7.4770527455344125,,103952,,,104000,,-116.40826666533057,,139.9,302.82758139967916
0.001,6.681493639088363,796,104367,153.5,320.41791771000004,104534,837,-115.84890371129133,124,,
0.001,17.364274660447485,,104903,,,105000,,-116.30405171712239,,119.9,274.65008133649826
,,800,,152.16,318.62977591000003,105054,841,,124,,
0.001,8.49160775568633,804,105382,150.34,316.27971085999997,105535,844,-116.69599700392338,124,,
0.001,7.044716544387755,,105861,,,106000,,-116.05941505432129,,120.8,275.7703167974949
,,808,,149.26,314.6920499,106016,848,,124,,
0.001,8.659820287077277,812,106327,148.01,312.81662366000006,106472,851,-116.9503925670277,125,,
0.001,9.88560532093048,816,106807,146.81,311.21747819999996,106962,854,-117.28103551556987,125,,
0.001,10.527435667091801,,106931,,,107000,,-117.03134881296465,,130.4,289.7856889665127
0.001,8.779898929769976,820,107335,145.92,310.07228678999996,107491,859,-117.08975298264447,125,,
0.001,6.622658905573189,,107860,,,108000,,-117.35365200042725,,138.2,304.85994193553927
,,824,,145.16,309.21051629,108032,863,,125,,
0.001,11.894190043210983,828,108410,144.14,307.94785557,108582,867,-117.10730536324637,125,,
0.001,6.5127418025228,,108849,,,109000,,-117.08646867081926,,147.5,318.6318955600262
0.001,11.359533693050516,832,108994,143.47,307.12657241,109167,872,-116.93126584405769,125,,
0.001,6.0142230843052715,836,109606,143.09,306.67995695999997,109797,876,-117.12426243058171,125,,
