time/fps,time/total_timesteps,train/learning_rate,train/critic_loss,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/actor_loss,time/episodes,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
189,8335,0.001,4.699909907228807,68.1,8223,134.07880200000002,-32.092229071117586,180,43,,
190,8670,0.001,5.141052791651558,70.29,8560,138.85088341999997,-32.89705964021905,184,45,,
,9000,0.001,5.892632124003242,,8898,,-33.72536716904751,,,169.0576452612877,85.3
189,9011,,,71.38,,141.35022279,,188,47,,
189,9351,0.001,5.7647898097832995,71.58,9240,141.91162086000003,-34.62646084740048,192,49,,
190,9638,0.001,5.885146754629472,71.02,9528,140.72671469000002,-35.68190518547507,196,50,,
190,9970,0.001,6.31224244396861,70.9,9862,140.54675219,-36.08435291197242,200,52,,
,10000,0.001,6.052919743973532,,9943,,-36.25468864440918,,,166.50013732910156,84.9
190,10314,0.001,7.16725400991218,70.93,10200,140.61546024999998,-36.4282507785531,204,54,,
190,10603,0.001,6.482737078899291,70.42,10536,139.52020324,-37.42243901694693,208,55,,
192,10942,0.001,6.244618878808132,71.09,10831,140.93682755999998,-38.07113124048987,212,56,,
,11000,0.001,6.879849607745807,,10963,,-37.94555266698202,,,76.54100286364556,44.4
191,11158,0.001,5.063024310178535,72.34,11048,143.21325615,-38.492775830355555,216,58,,
192,11502,0.001,7.393164846786233,74.88,11390,148.38752019999998,-39.23081579873728,220,59,,
192,11846,0.001,6.501850448375524,77.42,11732,153.64306188999998,-40.18448550202126,224,61,,
,12000,0.001,7.225776102963616,,11904,,-39.93097873066747,,,171.32615249156953,85.8
191,12186,0.001,6.170041846674542,79.94,12074,158.87214164,-40.27512155577194,228,63,,
191,12530,0.001,8.550510728081992,81.86,12417,162.7958551,-41.027817570885944,232,65,,
191,12875,0.001,7.186621449714483,81.94,12761,162.7410499,-41.38145375806232,236,67,,
,13000,0.001,7.699131429195404,,12932,,-41.90403802054269,,,169.2101693212986,85.6
190,13217,0.001,7.929556907609451,81.98,13104,162.69584722,-42.189849587373956,240,69,,
191,13560,0.001,7.331415018369985,82.03,13447,162.92398392,-42.901081528774526,244,70,,
191,13905,0.001,6.818432087056777,82.12,13791,163.05650918,-43.55393636794317,248,72,,
,14000,0.001,9.135327145632576,,13963,,-43.72498566763742,,,174.8735989332199,87.3
191,14249,0.001,9.337452406106992,82.17,14136,163.44081953,-43.95724913131359,252,74,,
192,14591,0.001,7.776622414588928,82.21,14478,163.66638868,-44.43026689041493,256,75,,
193,14934,0.001,7.516140930954067,82.28,14825,163.63662031,-44.781121098717975,260,77,,
,15000,0.001,8.85341295672626,,14907,,-45.09880540429092,,,152.94643196463585,79.5
193,15251,0.001,9.998304337263107,82.05,15145,162.97220819999998,-45.70415315628052,264,78,,
194,15619,0.001,8.885818871855736,82.33,15461,162.90490881000002,-45.84617433547974,268,80,,
193,15882,0.001,7.756345718334883,81.57,15776,161.05838667,-46.7382082816882,272,81,,
,16000,0.001,9.034738051585663,,15933,,-46.98116654616136,,,155.7031630039215,79.9
193,16198,0.001,8.536934197703495,81.32,16092,160.36781629,-47.20589771270752,276,83,,
,17000,0.001,8.822633562416867,,16200,,-46.986569213867185,,,914.8483298122883,903.1
183,17403,0.001,10.211583665826105,90.68,17288,169.10552660999994,-49.29894161224365,280,95,,
183,17751,0.001,10.354686501382412,90.81,17637,169.08508847000002,-48.904266268707985,284,96,,
,18000,0.001,9.889037252842694,,17899,,-49.805336264676825,,,172.0864050924778,86.3
182,18102,0.001,9.240478638944955,90.91,17986,169.23936417000002,-49.72463330355558,288,98,,
183,18457,0.001,8.138232209709253,91.06,18341,169.55638605000001,-50.56239552931352,292,100,,
183,18804,0.001,10.658476259516574,91.66,18689,170.79690106000007,-50.81839077971702,296,102,,
,19000,0.001,8.691130980323342,,18949,,-50.855205445062545,,,174.78803371191026,88.3
182,19150,0.001,9.530668414872268,91.8,19036,171.09220754999998,-51.18278460069136,300,104,,
182,19506,0.001,8.161471177231181,91.92,19390,171.42000346,-51.527429667386144,304,106,,
183,19862,0.001,9.999400038610805,92.59,19746,172.97323826,-51.697129943154074,308,108,,
,20000,0.001,7.582882677966898,,19923,,-51.815635681152344,,,176.53480706214904,86.9
183,20215,0.001,9.482284333970812,92.73,20099,173.44455189,-52.19465213351779,312,110,,
183,20568,0.001,6.691489846207375,94.1,20452,176.70405762,-52.456139675406526,316,112,,
183,20924,0.001,6.406396962875544,94.22,20809,177.12787776999994,-52.554666031238646,320,113,,
,21000,0.001,9.275956530462611,,20897,,-53.23928668282249,,,177.13368179798127,88.0
183,21277,0.001,9.19803590988845,94.31,21162,177.46838838999997,-52.787544589572484,324,115,,
183,21629,0.001,7.52671699577503,94.43,21517,177.8485938,-53.34445641257546,328,117,,
,22000,0.001,7.867125466318414,,21912,,-54.030559016209025,,,128.35855389777572,72.4
183,22026,,,94.96,,178.33610797999998,,332,119,,
184,22373,0.001,6.003723614595153,94.98,22259,178.71275711,-54.71933009407737,336,121,,
184,22722,0.001,7.152830963784998,95.05,22608,178.97634585,-54.81580292094838,340,123,,
,23000,0.001,8.099947913126512,,22783,,-54.8257380398837,,,671.1062674462795,635.0
179,23163,0.001,6.107708371203879,96.03,23051,178.82386702,-54.98830136385831,344,129,,
,24000,0.001,12.065754975395642,,23486,,-55.55100510337136,,,284.6461160540581,199.7
180,24060,,,101.55,,183.14555805,,348,133,,
178,24412,0.001,8.480201616173698,101.63,24304,182.73771162000006,-57.27266538710821,352,137,,
,25000,0.001,8.226957918828742,,24754,,-57.712400652911214,,,489.96772263646125,378.9
177,25726,0.001,6.245747044116636,111.35,25289,193.2210842,-58.84752674591847,356,144,,
,26000,0.001,11.228773488274104,,25894,,-59.90836715698242,,,170.87774079442025,92.3
175,26137,0.001,8.156670867806614,112.03,25995,193.83229774,-60.11669708251953,360,148,,
176,26489,0.001,8.471680233750162,112.38,26350,194.38330873999996,-61.05364589691162,364,150,,
,27000,0.001,8.269710377038244,,26914,,-60.66030538649786,,,198.7402216017246,117.0
177,27347,,,117.28,,200.09336259,,368,154,,
176,27670,0.001,7.791462221741677,117.88,27564,201.45222012000005,-62.109012031555174,372,156,,
176,27994,0.001,8.784879231452942,117.96,27886,201.74251433,-61.803619956970216,376,158,,
,28000,0.001,7.33791141451141,,27967,,-62.332537746429445,,,163.53857595920562,82.1
176,28377,0.001,7.754003846645356,109.74,28214,194.85359255,-62.948338222503665,380,160,,
,29000,0.001,8.682377884353416,,28915,,-63.52566141322039,,,350.4719861268997,245.6
176,29309,,,115.58,,201.08307622,,384,165,,
,30000,0.001,8.360434381381886,,29609,,-64.31371046149212,,,335.0319944024086,232.9
176,30386,0.001,8.157347534898072,122.84,29990,209.24364218000002,-64.60311494198145,388,172,,
,31000,0.001,7.716801886862897,,30855,,-65.99454309186365,,,348.5624233543873,225.8
175,31491,0.001,8.465002801565998,130.34,31081,218.28585600000002,-66.65577542465346,392,179,,
,32000,0.001,6.896154530988349,,31847,,-68.29685574676354,,,527.0984677612781,402.3
,33000,0.001,8.5397514236931,,32632,,-69.06290981651011,,,538.8699422895909,415.4
172,33053,,,142.49,,232.10658419000004,,396,191,,
,34000,0.001,11.203902386059271,,33773,,-69.92600457022124,,,532.6994498074055,407.9
171,34185,,,150.35,,241.46724634999998,,400,199,,
,35000,0.001,6.249120447370741,,34800,,-71.5461654663086,,,452.3647607386112,327.5
170,35411,0.001,9.444680224359036,159.05,35120,251.62048728000002,-71.5534884929657,404,208,,
,36000,0.001,10.617383156882392,,35564,,-72.30198805067275,,,851.4913219511509,726.5
,37000,0.001,8.035420793588921,,36901,,-73.64015105380071,,,515.4872761189938,387.4
166,37321,,,174.59,,268.62251553,,408,224,,
,38000,0.001,7.302625743858972,,37703,,-74.44263039383233,,,455.32476302981377,331.5
,39000,0.001,6.535209701508701,,38060,,-74.89575877269553,,,1045.8447378993035,1000.0
163,39488,0.001,7.1174969143867495,192.73,39060,287.42292068999996,-75.55171699523926,412,241,,
,40000,0.001,8.166210508795194,,39833,,-77.19820715791435,,,442.7077666401863,301.3
,41000,0.001,7.360176218586856,,40632,,-77.68290494395568,,,631.8135399580002,509.7
161,41147,,,205.79,,301.8991648,,416,254,,
,42000,0.001,7.463588699209885,,41120,,-77.8860592451252,,,1026.6889436334372,1000.0
,43000,0.001,8.438823835436269,,42662,,-79.94532162149014,,,614.1497351050377,432.5
158,43504,0.001,7.8403809395446595,225.8,43084,323.77532142,-80.37312125255711,420,273,,
,44000,0.001,7.323876097899716,,43771,,-81.71066185568466,,,559.6032328605652,386.0
,45000,0.001,6.976637929280599,,43996,,-81.29287854760094,,,1099.5554624915123,973.5
,46000,0.001,7.095349692225456,,44996,,-82.27670231628419,,,1040.9747726380824,1000.0
154,46023,,,247.46,,346.0791259300001,,424,297,,
,47000,0.001,8.025021067142486,,45996,,-83.46806640625,,,1043.735412979126,1000.0
,48000,0.001,6.832888340830803,,46996,,-84.722435546875,,,1041.9647521734237,1000.0
149,48796,0.001,9.082360717299071,271.67,48382,369.83831993,-86.47451173456221,428,326,,
,49000,0.001,7.68837921132721,,48769,,-86.26007163092262,,,571.5704877972603,402.5
,50000,0.001,9.43926445581019,,49614,,-87.49158906936646,,,594.9625512719155,408.9
148,50545,0.001,7.470021266592411,285.19,50015,387.40135459,-87.78115673065186,432,339,,
,51000,0.001,7.043548200597715,,50916,,-88.55743519385257,,,618.6136084377765,428.4
,52000,0.001,7.146331735559412,,51702,,-89.23173065185547,,,555.7833642303943,364.4
