train/n_updates,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
,118,284.13,1236,,293973,285.81987192,,,2470,,
293884,,,,0.001,294000,,4.404319763422012,-40.86913343048096,,307.1,327.67970143572893
294621,,,,0.001,295000,,4.289629509906895,-41.405402119954424,,204.4,149.4676830018172
295621,,,,0.001,296000,,4.4625360548496245,-41.05448624420166,,366.2,438.76757925567216
,118,300.42,1240,,296225,313.52271591,,,2489,,
296625,119,299.43,1244,0.001,296879,312.77268062999997,3.978035622682327,-40.93031736520621,2494,,
296790,,,,0.001,297000,,5.156530387473829,-41.29614322156791,,169.1,121.75405473322898
297326,119,299.68,1248,0.001,297565,312.72586807,4.080959619295718,-41.31288520735924,2499,,
297476,,,,0.001,298000,,4.329614179929098,-41.07172785441081,,320.0,361.5947563634254
298604,119,306.16,1252,0.001,298875,323.20287194,4.0911199592095056,-41.24253065507491,2507,,
298786,,,,0.001,299000,,4.215903765552646,-41.90314068637051,,170.3,117.11433089364
299234,119,305.68,1256,0.001,299495,322.47886524,4.255588048733539,-41.48404528770918,2511,,
299768,,,,0.001,300000,,4.143481615930796,-41.458528995513916,,161.4,109.6622103042624
299916,119,304.64,1260,0.001,300161,321.35884784999996,3.9881768089693947,-41.31394035751755,2516,,
300532,119,303.48,1264,0.001,300812,320.16934067,4.942306249109033,-41.176743285296716,2519,,
300877,,,,0.001,301000,,4.6161694464745455,-40.9048246903853,,191.1,124.78856115866984
301284,119,295.76,1268,0.001,301545,308.52487148,4.060945791618846,-41.4202814547815,2524,,
301845,,,,0.001,302000,,4.353184950913434,-41.32848289891293,,177.2,120.8525411208655
301996,119,279.38,1272,0.001,302240,285.40591485,4.563433377158563,-41.48785796918367,2528,,
302688,119,275.02,1276,0.001,302927,280.66652210999996,4.637407022079236,-41.21034075033785,2532,,
302838,,,,0.001,303000,,4.470286986033122,-40.84800430297852,,180.9,129.58950000321494
303443,119,261.99,1280,0.001,303720,264.88251009000004,4.319214216131249,-41.22822697957357,2537,,
303843,,,,0.001,304000,,4.140320511359088,-41.595505516484096,,165.5,116.969840099648
304182,119,248.99,1284,0.001,304466,243.11870487,4.287576995991372,-41.235629055951094,2541,,
304815,,,,0.001,305000,,4.062071526287407,-41.523797047932945,,156.2,108.77755703299772
,119,234.72,1288,,305065,219.13626237,,,2545,,
305424,119,231.04,1292,0.001,305684,214.44258528000003,4.305231058236324,-41.32112314614905,2548,,
305883,,,,0.001,306000,,4.504790519500946,-41.46983675889566,,158.4,104.84246825633454
306045,119,230.46,1296,0.001,306290,213.97294315,4.612375335928834,-41.71517817179362,2552,,
306629,120,228.27,1300,0.001,306865,211.89486743,5.307545409166723,-41.25790081602155,2555,,
306776,,,,0.001,307000,,4.4198537002615375,-41.83369971610404,,198.4,145.48846392827107
307724,120,231.83,1304,0.001,307969,219.53877464,4.294152082011687,-41.51499345567491,2562,,
307880,,,,0.001,308000,,3.9020738983765626,-41.6955676934658,,166.1,111.33769716576208
308753,,,,0.001,309000,,4.924372827040183,-41.50911040928053,,178.0,125.57400215737289
,120,234.02,1308,,309001,222.52476713,,,2569,,
309483,120,232.85,1312,0.001,309721,220.04424533000002,4.577429212169883,-41.67600999055085,2573,,
309793,,,,0.001,310000,,4.638571586668121,-41.59540729522705,,180.9,126.43278869461501
310254,120,226.56,1316,0.001,310483,211.17123427,4.318127401081132,-41.68056191338433,2578,,
310885,,,,0.001,311000,,5.678934873261067,-41.60247178077698,,177.7,118.50630585543112
,120,226.7,1320,,311156,210.91501311,,,2582,,
311599,120,226.12,1324,0.001,311864,210.29592763,4.420202344655991,-41.8614532379877,2586,,
311775,,,,0.001,312000,,5.039835119789297,-41.75426587191495,,150.4,103.17274425134528
312227,120,221.98,1328,0.001,312536,204.19761961,4.502005703218521,-41.88931180285169,2590,,
312775,,,,0.001,313000,,4.124371979971352,-41.79511082323292,,156.6,103.45439807116054
312926,120,213.35,1332,0.001,313480,190.15016367,4.285377286127861,-41.86730409923353,2594,,
313700,,,,0.001,314000,,6.517212158653728,-42.273669753536105,,406.3,438.01281009551604
314355,120,205.98,1336,0.001,314571,182.48924749999998,6.15194127142585,-41.36281136318027,2603,,
314810,,,,0.001,315000,,5.464300836835589,-40.50009502064098,,254.2,234.70272832612972
315212,120,192.36,1340,0.001,315461,158.56180865,5.206187627801848,-40.60425222216554,2609,,
315576,,,,0.001,316000,,4.638037322783003,-40.48742013819077,,335.5,358.36076340712606
316714,,,,0.001,317000,,4.766974646266144,-40.621853477870054,,280.4,307.06063666967674
,120,201.47,1344,,317026,173.9595482,,,2620,,
317766,,,,0.001,318000,,4.612020369137035,-40.537627994312956,,338.5,386.87177911004983
,121,210.06,1348,,318571,184.52635814000004,,,2628,,
318482,,,,0.001,319000,,4.445431549455867,-40.757855537883394,,238.6,225.82187609840184
319128,,,,0.001,320000,,4.1899632270860225,-41.09267967625668,,248.3,211.34296598654473
320647,,,,0.001,321000,,4.313151281463388,-41.166876258997384,,317.2,324.6617868504633
,121,226.08,1352,,321483,206.96149810999998,,,2647,,
321780,,,,0.001,322000,,4.329930251797303,-41.460196143702454,,409.8,422.55444878555136
322383,121,231.83,1356,0.001,322678,216.39765906,4.6644896387460815,-41.23687414631891,2658,,
322877,,,,0.001,323000,,4.237065504822466,-41.21173675855001,,564.1,626.0911317984435
323744,,,,0.001,324000,,4.265300329569932,-41.29833141788021,,573.3,700.4127312713812
,121,244.06,1360,,324567,231.93979675999998,,,2671,,
324478,,,,0.001,325000,,4.464569185020489,-41.159881217603136,,316.9,334.18449034471996
325574,,,,0.001,326000,,4.584493762521602,-41.31731154313728,,357.2,414.7991617624648
325966,121,257.88,1364,0.001,326600,252.29217975,4.312966094941509,-41.37853943571753,2687,,
326511,,,,0.001,327000,,4.2646449858989195,-41.538775387932276,,221.3,199.81200236813166
327505,121,262.47,1368,0.001,327792,259.8854976,4.629132811802937,-41.828016158073176,2696,,
327869,,,,0.001,328000,,4.2511224480996646,-41.77782072503883,,176.8,116.50331350406631
328187,121,261.9,1372,0.001,328430,259.18446489999997,3.9700544748777227,-41.92370624306761,2700,,
328511,,,,0.001,329000,,4.653987571772407,-41.64941572301528,,414.0,425.01905128050714
329466,121,268.2,1376,0.001,329747,268.5468619,4.749781436634503,-42.00288716587452,2709,,
329658,,,,0.001,330000,,5.773091771950324,-41.906988739967346,,483.2,520.9072404220235
330546,121,270.98,1380,0.001,330818,271.36093323999995,4.123270028482669,-41.55069527877004,2718,,
330729,,,,0.001,331000,,5.560832015803603,-41.65724748045533,,187.1,142.2968744917307
331287,121,270.82,1384,0.001,331548,270.83701164999997,6.639269793374198,-41.53464858833401,2723,,
331817,,,,0.001,332000,,4.143589044103817,-41.71287404274454,,177.7,115.41011906317435
332020,121,275.57,1388,0.001,332622,273.9047867,4.619061765999629,-41.59171702815037,2728,,
332839,,,,0.001,333000,,4.568723374121898,-41.60862969063424,,165.7,105.266532356292
332986,121,275.68,1392,0.001,333252,273.56828504,5.372845894625398,-42.00412394549396,2733,,
333640,121,275.9,1396,0.001,333880,273.23930792,4.987200730226257,-42.09244598041881,2737,,
333791,,,,0.001,334000,,4.379612996878214,-41.493891906738284,,154.2,90.04589600844193
334287,122,276.85,1400,0.001,334550,273.58645255999994,4.233379492392907,-41.62103121621268,2741,,
334791,,,,0.001,335000,,4.490274997365555,-41.39790101953455,,180.8,123.56435335392598
334986,122,275.96,1404,0.001,335565,270.91729362,4.801002504275395,-41.593734974763834,2746,,
335778,,,,0.001,336000,,4.385249603044737,-41.27433755662706,,179.2,123.24196692624828
335999,122,272.36,1408,0.001,336237,264.4687446,4.33787287306462,-41.2984336159446,2752,,
336614,122,272.11,1412,0.001,336932,264.13992916,4.101357001457771,-41.36569313381029,2755,,
336843,,,,0.001,337000,,4.892550695410982,-41.77271260713276,,151.6,102.43189342422411
337325,122,272.26,1416,0.001,337709,263.33734131,4.852213733684943,-41.65263395309448,2759,,
337876,,,,0.001,338000,,4.393378679640591,-41.90568393468857,,214.2,159.54251603134907
338190,122,272.9,1420,0.001,338446,264.26594364,4.088950489696703,-42.06178835818642,2765,,
338742,,,,0.001,339000,,6.016918122768402,-41.58579352242606,,212.4,152.63160127159207
338954,122,273.25,1424,0.001,339189,264.41126281,4.272476976210216,-41.7742372188928,2770,,
339614,122,273.24,1428,0.001,339860,264.03660655000004,4.34554108571724,-41.84884100521312,2773,,
339906,,,,0.001,340000,,5.434772918842457,-40.906415322247675,,158.0,102.67618033472681
340338,,,,0.001,341000,,4.291136957963921,-41.75096802344689,,369.8,325.2755773184705
,122,278.51,1432,,341331,270.74114692,,,2780,,
341758,122,274.12,1436,0.001,341983,264.38087486999996,4.407058889109914,-41.34655383952613,2787,,
341894,,,,0.001,342000,,4.220821078209316,-41.00129660438089,,170.3,111.92882895204238
342659,,,,0.001,343000,,4.565604444569762,-41.77410178514397,,362.3,360.66016949448385
,122,277.96,1440,,343257,268.57714319,,,2795,,
343832,,,,0.001,344000,,4.159267279202353,-41.45556704583996,,379.8,394.5075998176588
,122,273.84,1444,,344410,258.95685520000006,,,2803,,
344816,,,,0.001,345000,,4.620045591845657,-41.57305149878225,,308.5,335.61635586977934
345133,,,,0.001,346000,,5.00129515101857,-41.79601114007491,,523.1,646.6219062162214
345981,122,279.09,1448,0.001,346480,272.21801953,4.90316950192429,-41.5841986278318,2819,,
346678,,,,0.001,347000,,5.471827112839197,-41.67556484540304,,378.5,535.2277255361435
347342,122,263.57,1452,0.001,347840,254.90679709000003,4.8024671565402635,-41.66409249739213,2828,,
347751,,,,0.001,348000,,4.945507203454202,-41.468742744595396,,531.5,595.9638042454142
348506,,,,0.001,349000,,4.9665510274283164,-41.54322747317227,,555.3,725.4281167205423
349019,,,,0.001,350000,,4.586023239364401,-41.31992408633232,,818.2,1011.7876969069141
,122,274.3,1456,,350108,269.71682159,,,2849,,
350733,,,,0.001,351000,,5.343135884722823,-41.64646263842313,,608.4,703.6656888540252
350970,122,268.79,1460,0.001,351446,264.72703738,4.498565715073533,-41.58367362142611,2863,,
351357,,,,0.001,352000,,4.832523678316319,-41.62728549779388,,603.6,680.826265489962
352899,,,,0.001,353000,,5.250873072161561,-41.52423733756656,,166.9,112.11073955754982
,122,265.72,1464,,353172,256.92166146000005,,,2877,,
353083,,,,0.001,354000,,5.637493672578231,-40.96703346915867,,436.2,492.81719798578416
354737,,,,0.001,355000,,5.117672576263488,-41.27921065073165,,339.6,329.70395612707364
,122,272.43,1468,,355035,267.42952549,,,2891,,
355874,,,,0.001,356000,,4.803299046009779,-41.38837377548218,,344.6,421.7221484279438
356058,122,278.56,1472,0.001,356286,275.78469397000003,5.6253005719703175,-41.304352967635445,2900,,
356686,,,,0.001,357000,,4.6121753491578055,-41.28073647022247,,693.5,967.6928387205174
356976,122,274.84,1476,0.001,357231,270.51329731,5.340741291539422,-41.12208809688173,2908,,
357766,,,,0.001,358000,,5.106510108862167,-41.477639650687195,,160.0,119.52315146094188
358740,,,,0.001,359000,,5.116543519858158,-41.3333036963068,,394.8,368.998934713786
,122,283.82,1480,,359200,284.97656145,,,2920,,
359547,,,,0.001,360000,,4.5731531398012,-41.126248315933644,,226.7,173.16318344335303
360540,,,,0.001,361000,,4.5839470856345805,-41.27202599327843,,298.6,275.0794919361186
,123,294.8,1484,,361028,301.71097435,,,2932,,
361758,,,,0.001,362000,,5.6222401710755046,-41.03092036527746,,235.9,205.61467012853245
362072,123,296.89,1488,0.001,362311,307.28762575,6.3721233583559656,-40.76108580182312,2941,,
362864,,,,0.001,363000,,6.781282162382489,-40.969375110807874,,442.7,491.9015324648866
363476,123,306.16,1492,0.001,363868,320.4252989600001,6.747359590592727,-40.609476700327754,2951,,
363779,,,,0.001,364000,,5.83173944218324,-40.806294068595435,,447.5,729.6621498015244
364660,,,,0.001,365000,,5.485391831823757,-41.23029180935451,,567.1,737.3955107345828
,123,314.04,1496,,365284,337.07654709,,,2963,,
365838,,,,0.001,366000,,5.5234084072341005,-41.04764656793503,,439.7,584.3927337712142
366248,123,321.37,1500,0.001,366687,350.2684885300002,5.75546131250335,-40.29508544177544,2973,,
366598,,,,0.001,367000,,5.897681256021772,-40.39197932652065,,400.0,549.7357378273562
367696,,,,0.001,368000,,5.429784971759433,-40.11740252176921,,296.0,458.9076982851373
368012,123,326.79,1504,0.001,368244,363.19899037000005,5.727351326731187,-40.13119900377491,2986,,
368750,,,,0.001,369000,,5.5317362705866495,-40.23269163189512,,264.6,402.6375865041162
,123,329.3,1508,,369167,372.41368356999993,,,2992,,
369799,,,,0.001,370000,,7.669597262359527,-40.93681944421975,,424.0,644.7132451348007
370113,123,336.42,1512,0.001,370574,386.86569047000006,7.1382915032137735,-40.694831362195835,3001,,
370687,,,,0.001,371000,,6.495754516950928,-40.661603644342705,,742.5,972.073318067682
371345,,,,0.001,372000,,6.48213267131992,-40.34613470409227,,643.2,918.0564231516561
,123,347.25,1516,,372434,402.19280412999996,,,3016,,
372855,,,,0.001,373000,,5.970473935089859,-40.38826352287741,,497.3,642.0396694473587
373330,,,,0.001,374000,,5.98565503070229,-40.43637250050777,,521.5,644.8953313521109
374001,123,358.46,1520,0.001,374292,421.15872351999997,5.535399924092072,-40.291851521961725,3035,,
374589,,,,0.001,375000,,5.537241699782061,-40.416787122815386,,518.9,800.423434032686
375605,,,,0.001,376000,,5.492991402529288,-40.40183932282204,,576.2,877.0297558250371
,123,368.62,1524,,376051,444.83454538999996,,,3050,,
376908,,,,0.001,377000,,6.011571549523432,-40.598301001354656,,322.7,451.57667498370864
377026,123,373.81,1528,0.001,377241,459.10299147000006,5.200147380263118,-40.35477033712096,3058,,
377674,,,,0.001,378000,,5.806715698077761,-40.40057978136786,,572.6,861.4844708543271
378301,,,,0.001,379000,,5.88414951478792,-40.15749340057373,,461.2,667.0251818657853
,123,380.59,1532,,379390,471.87811558,,,3071,,
379301,,,,0.001,380000,,5.62571040225029,-40.31783017730713,,583.6,879.0676516094711
380557,123,387.29,1536,0.001,380712,485.25680219999987,5.345109813157902,-40.48711163529726,3086,,
380848,,,,0.001,381000,,6.22266775449117,-40.24391170940568,,172.7,110.4337029831484
381180,123,381.83,1540,0.001,381440,478.00181452,4.965733841387895,-40.476418204929516,3091,,
381696,,,,0.001,382000,,5.316535121116085,-40.84554429688205,,438.3,624.0091911578551
382603,123,385.7,1544,0.001,382980,493.0183050399999,5.086409651590679,-41.2232324977121,3100,,
382891,,,,0.001,383000,,5.0492819013694925,-41.317415449354385,,422.2,613.7549494374543
383554,,,,0.001,384000,,4.874217793412877,-41.43746457616967,,483.2,694.3407357892022
384325,123,382.61,1548,0.001,384741,490.96318966000007,4.889749027160277,-41.75997619169304,3115,,
384652,,,,0.001,385000,,5.081738466151993,-41.99443328671339,,324.1,448.1789741357323
385629,,,,0.001,386000,,5.006566481156782,-42.40806332501498,,226.4,230.53350024104003
,123,383.76,1552,,386216,493.41274970000006,,,3124,,
386881,,,,0.001,387000,,4.9007659765553635,-42.562726736068726,,370.2,595.6070928990841
387272,123,375.52,1556,0.001,387660,487.8595227399999,5.184228139765122,-42.65220354041275,3135,,
387807,,,,0.001,388000,,5.661912684723482,-42.387567423157776,,260.2,276.39393708865975
388673,,,,0.001,389000,,5.544719995847389,-42.754696803306466,,392.5,606.8915830209851
,123,376.17,1560,,389063,488.1220228099999,,,3146,,
389705,123,368.15,1564,0.001,389987,481.07775604,5.6899030052358945,-43.05540342058454,3151,,
389898,,,,0.001,390000,,5.937857127560235,-42.87722125495832,,189.2,133.72135308233555
390437,123,357.14,1568,0.001,390749,463.64279131999996,5.570499234805906,-43.248327166535134,3155,,
390884,,,,0.001,391000,,5.5318204914884905,-43.604107584272114,,276.6,284.5340190869407
391485,123,356.96,1572,0.001,391982,466.90577239,5.094750128774082,-43.24814044727999,3163,,
391893,,,,0.001,392000,,5.434762100963032,-43.66582943411434,,267.5,320.8569103855756
392833,,,,0.001,393000,,5.21243971074387,-43.81207983228895,,236.0,261.0814284510678
,123,358.72,1576,,393103,472.84193595,,,3172,,
393884,,,,0.001,394000,,6.304506158599486,-43.87510428061852,,320.1,366.6565762539627
,124,351.41,1580,,394341,465.16545927,,,3180,,
394872,,,,0.001,395000,,5.190367575718148,-44.21736025810242,,308.9,343.3841426154948
395268,124,345.66,1584,0.001,395594,459.0089607800001,5.516855440356514,-43.910915143562086,3189,,
395505,,,,0.001,396000,,5.394977893507431,-43.641767825110485,,469.4,706.7676822450245
396465,,,,0.001,397000,,5.297877365723252,-44.29844720363617,,562.6,761.8077266292297
397780,,,,0.001,398000,,5.181486451122122,-44.39994989888052,,435.9,589.3682487713173
,124,359.71,1588,,398282,486.13372651000003,,,3210,,
398584,,,,0.001,399000,,5.16164280874345,-44.2632437530829,,436.7,597.0158178769052
399891,,,,0.001,400000,,5.296758439133204,-44.666424913525084,,326.4,474.95736072519793
,124,364.81,1592,,400349,496.64828189,,,3225,,
400620,,,,0.001,401000,,5.561360147264269,-44.77403823004828,,435.6,683.4264580965042
401580,,,,0.001,402000,,5.777674614701953,-44.965086103166854,,476.1,753.4193515820195
,124,371.3,1596,,402414,509.18317905,,,3239,,
402694,,,,0.001,403000,,5.9231503571921245,-45.39040642815667,,464.8,598.319623492402
403569,,,,0.001,404000,,6.06447261391264,-45.3626329331171,,443.6,664.2857269865926
,124,375.31,1600,,404218,514.6720436399999,,,3254,,
404452,,,,0.001,405000,,6.051080974632003,-45.32787652663243,,545.4,787.3007722861075
405501,124,377.33,1604,0.001,405977,519.3330378499999,5.958059885753046,-45.3989555200491,3267,,
405888,,,,0.001,406000,,6.464047231107411,-45.771992830886056,,579.0,774.7930596487131
406610,,,,0.001,407000,,6.478644055920047,-45.853304269430524,,351.2,554.5697218298913
406939,124,382.25,1608,0.001,407392,527.95821463,6.564023999820002,-46.32252337292927,3280,,
407629,,,,0.001,408000,,6.969960456976861,-46.31058223700962,,329.9,489.822080416861
408900,,,,0.001,409000,,7.349423598382891,-46.15048579579776,,590.1,867.7599506109952
,124,388.16,1612,,409390,541.10510818,,,3295,,
409815,,,,0.001,410000,,6.9497310308166975,-46.190121290748685,,433.2,673.5792438402772
410470,124,384.19,1616,0.001,410853,542.89822488,7.243745448214285,-46.41938395982378,3305,,
410764,,,,0.001,411000,,7.359641578732704,-46.174538592902984,,603.6,798.8135560347698
411689,,,,0.001,412000,,7.15595779765736,-45.778458365558706,,425.0,678.1005144685507
412114,124,383.21,1620,0.001,412613,544.19565397,6.781686151167926,-45.885828994249515,3320,,
412524,,,,0.001,413000,,6.984287891155336,-45.48503016029916,,713.1,958.4661388284992
413388,,,,0.001,414000,,6.962217026948929,-45.491128285725914,,627.6,956.362740495056
414008,124,385.57,1624,0.001,414608,546.9283715400001,7.44084838128859,-45.594307105771954,3338,,
414519,,,,0.001,415000,,7.165520407682296,-45.181743547028184,,683.9,985.4130922970362
415687,,,,0.001,416000,,8.104379990811193,-45.06552403918385,,341.7,606.3767013430595
,124,388.49,1628,,416090,551.61141688,,,3353,,
416609,,,,0.001,417000,,8.060755019909458,-44.46558127905193,,634.1,875.5460605246765
417604,,,,0.001,418000,,8.036815630131631,-44.07322334381471,,675.7,779.135690233254
418590,,,,0.001,419000,,8.657146491095212,-43.571728897868496,,806.0,1320.430750928924
,123,396.46,1632,,419036,561.97485979,,,3380,,
418947,,,,0.001,420000,,9.302397605083904,-43.375102096729066,,727.3,1029.79682329474
420231,,,,0.001,421000,,10.04264321965231,-41.61271189300107,,410.9,523.8205015940591
421231,124,409.36,1636,0.001,421648,579.7132027600001,9.527182956695556,-41.02756121063232,3400,,
421559,,,,0.001,422000,,9.311482468756234,-40.68356474434457,,515.8,673.8667768605985
421991,,,,0.001,423000,,9.21884545242345,-40.30728193565651,,816.7,1129.9094307749533
423365,123,423.25,1640,0.001,423765,604.2794710499999,8.536082004480821,-38.62646953562364,3420,,
423676,,,,0.001,424000,,8.334038079743216,-38.6285905226683,,381.3,623.0088212743401
424079,,,,0.001,425000,,8.296803405799581,-38.28533132752376,,973.6,1137.6550469202398
425079,,,,0.001,426000,,8.095686985731124,-38.74837218475342,,896.0,966.1060265809701
426079,123,434.77,1644,0.001,426457,612.1676495999999,7.442680848836899,-38.34180982208252,3448,,
426368,,,,0.001,427000,,7.18864793100984,-38.17279720964103,,955.8,1257.0085596767253
427368,,,,0.001,428000,,6.881468573093414,-38.44465446853638,,679.9,1088.8233101164922
428520,,,,0.001,429000,,6.493841050474334,-38.78759295347506,,550.6,787.1881108641625
,123,445.21,1648,,429262,628.96454088,,,3476,,
429173,,,,0.001,430000,,6.774733023840654,-38.86613181178555,,783.7,1002.9740725232987
430168,,,,0.001,431000,,7.849990878033279,-39.04081856294808,,508.3,740.155125512369
431000,,,,0.001,432000,,6.386536163492845,-39.3038825071775,,694.9,1046.273620857796
432000,,,,0.001,433000,,6.634170464754105,-39.57951986694336,,954.9,1389.883235989511
,123,468.73,1652,,433089,656.42760501,,,3516,,
433719,,,,0.001,434000,,7.270461664226394,-40.21552764636844,,636.0,792.463190026689
434620,,,,0.001,435000,,6.363322821626652,-40.687848177823156,,687.4,1045.8293981836644
,123,480.49,1656,,435709,671.6261512,,,3539,,
435620,,,,0.001,436000,,6.305003795266152,-41.02223796844483,,644.9,957.2028015436838
436849,,,,0.001,437000,,6.919430680450227,-41.460765238340734,,314.6,545.4416478335858
437148,122,484.89,1660,0.001,437552,684.9095811799998,6.342464951767172,-41.711198501586914,3558,,
437463,,,,0.001,438000,,6.861315161841256,-41.82555858344789,,552.8,791.0465744201094
438653,,,,0.001,439000,,6.54567139805655,-42.385021304491886,,395.6,618.324121868331
439399,122,499.13,1664,0.001,439900,710.5481903199999,6.5086313505275,-42.764403120761905,3577,,
439811,,,,0.001,440000,,6.462673106239837,-42.86410928003996,,445.0,683.8482373058796
440643,,,,0.001,441000,,6.556284298499425,-43.21116231736683,,587.8,758.2931994007201
441330,122,510.12,1668,0.001,441761,731.90255226,6.272091673624741,-43.33337275926457,3593,,
441672,,,,0.001,442000,,6.346531529175608,-43.278108964886584,,396.7,620.6800266385078
442185,,,,0.001,443000,,6.497102537117971,-43.60118293762207,,414.9,676.4726074874401
443707,,,,0.001,444000,,6.712748215573044,-44.15143994444632,,347.5,575.2556451946497
,122,521.58,1672,,444140,749.4147011299999,,,3613,,
444674,,,,0.001,445000,,5.963695632512076,-44.357396211379616,,700.1,937.9069288345054
445441,122,528.01,1676,0.001,445904,759.3381217100001,6.608306366555831,-44.884909596162686,3628,,
445815,,,,0.001,446000,,6.094324012491155,-44.490198247572955,,612.4,875.6398959903047
446385,,,,0.001,447000,,6.633061878304733,-44.82802600525973,,1000.0,1180.7580835849046
447385,,,,0.001,448000,,6.436193022489547,-44.84277490234375,,1000.0,1355.551183643192
448385,122,544.25,1680,0.001,448766,782.10716336,6.514219599723816,-44.72469863128662,3663,,
448677,,,,0.001,449000,,5.761953975239845,-45.19747148801203,,562.8,857.6361413757317
449677,,,,0.001,450000,,6.341432791948319,-45.28595943450928,,846.4,1108.4863605028017
450677,,,,0.001,451000,,6.390398733854294,-45.80949366760254,,575.6,806.4086788326501
451494,,,,0.001,452000,,6.601644017267402,-45.669280558168744,,427.2,638.4318493932485
,122,564.39,1684,,452033,809.1576107799999,,,3695,,
451944,,,,0.001,453000,,6.334016173150804,-45.855194091796875,,537.7,823.938953108876
453546,,,,0.001,454000,,6.376901612329324,-46.22972419966891,,786.5,1097.4738700567511
454546,,,,0.001,455000,,6.465289344787598,-46.07792869567871,,315.0,496.7570858001709
,122,567.25,1688,,455007,810.95240737,,,3722,,
454918,,,,0.001,456000,,6.011013989166547,-46.50901919539257,,889.1,1258.727895336901
456238,,,,0.001,457000,,6.577439091354608,-46.42717258930206,,869.3,1111.7436102003326
457238,122,573.48,1692,0.001,457697,821.62925269,6.6225507566928865,-46.605919105529786,3750,,
457608,,,,0.001,458000,,6.577370581755767,-47.04445085267763,,675.2,871.4795978929266
458862,,,,0.001,459000,,6.870282122993018,-47.30259708188615,,393.1,552.769315046817
,121,568.49,1696,,459263,811.25185314,,,3767,,
459868,,,,0.001,460000,,6.587980488535306,-47.412767657629004,,750.2,1176.3260996180845
460570,,,,0.001,461000,,6.623183571714961,-47.33999615313321,,495.4,732.4750368344597
461120,121,574.61,1700,0.001,461679,823.5852217700001,6.876506786779924,-47.735088265158915,3789,,
461590,,,,0.001,462000,,7.176986436640963,-47.69076799433282,,548.4,875.6326237261295
462590,,,,0.001,463000,,7.016927950143814,-48.04667517089844,,612.7,822.1069379388064
463230,,,,0.001,464000,,7.032609681412578,-48.11072672605515,,783.6,936.4291109232232
464230,121,587.88,1704,0.001,464765,838.8586669599999,6.795920803070068,-48.12756600952149,3820,,
464676,,,,0.001,465000,,7.050974013024916,-47.928645009951744,,664.4,917.510809455812
465310,,,,0.001,466000,,6.770651761665706,-48.21752577098762,,740.5,1057.3709319367074
466458,,,,0.001,467000,,6.719359865895024,-48.373033514163765,,710.0,924.8723579456622
,121,601.55,1708,,467547,852.9118325200001,,,3847,,
467458,,,,0.001,468000,,6.370188872337342,-48.358833740234374,,634.2,855.2439260681625
468402,,,,0.001,469000,,6.763338833909979,-48.33404092744748,,526.6,678.440879222675
468934,121,600.78,1712,0.001,469468,845.8148199299999,6.441839033051541,-48.777703192001,3868,,
469379,,,,0.001,470000,,6.7519959723011835,-48.47153649888597,,685.1,1011.9586197453958
470670,,,,0.001,471000,,6.812083328080443,-48.68118910098165,,544.0,781.6316015571356
471670,,,,0.001,472000,,6.928217751979828,-48.63441939544678,,971.0,1296.906300171744
,121,619.06,1716,,472759,869.67632018,,,3900,,
472670,,,,0.001,473000,,6.9306062026023865,-48.544717407226564,,958.2,1171.4091987909749
473670,,,,0.001,474000,,7.092704063415527,-48.60261671447754,,845.2,1051.834122744575
474520,,,,0.001,475000,,7.207139493156882,-48.59366356344784,,698.3,941.5753620152594
475113,,,,0.001,476000,,6.99071564722624,-48.48922860944593,,720.3,1023.8694621006958
,120,635.89,1720,,476202,886.70878478,,,3941,,
476446,,,,0.001,477000,,7.21207969825905,-48.187582758372415,,839.3,1195.736133081466
477446,,,,0.001,478000,,6.971753291845322,-48.35718469238281,,695.9,1166.3645675324835
478062,120,639.74,1724,0.001,478582,892.4575507699998,6.999015481828095,-48.70074544634138,3966,,
478493,,,,0.001,479000,,7.375937882266299,-48.35367630359738,,840.0,1258.9092799322214
479493,,,,0.001,480000,,7.136864207148552,-48.43243032836914,,815.7,1144.7678843251895
480727,,,,0.001,481000,,7.176490607035857,-48.566951921723344,,931.8,1424.00257384493
,120,657.26,1728,,481816,913.60687419,,,3997,,
481727,,,,0.001,482000,,7.036662950992584,-48.548677368164064,,794.5,993.0388282980072
482727,,,,0.001,483000,,7.296496869802475,-48.57828830718994,,532.3,953.4117712140084
483717,,,,0.001,484000,,6.909370960952999,-48.90019640192255,,598.5,890.6796787096653
,120,653.88,1732,,484424,911.13698204,,,4026,,
484335,,,,0.001,485000,,7.1658335075409285,-48.916113782469125,,648.1,908.046674358088
485538,,,,0.001,486000,,7.063666034815723,-49.23242205493855,,653.4,902.5592178435996
486538,,,,0.001,487000,,7.151715438365937,-49.23828835296631,,751.0,1057.0833458536247
,120,659.79,1736,,487627,917.5672299199998,,,4056,,
487538,,,,0.001,488000,,7.348633854150772,-49.23785137176514,,401.4,623.1676966488361
488548,,,,0.001,489000,,6.855677481107,-49.14513743567088,,465.1,680.984307545735
489061,120,659.58,1740,0.001,489723,920.4593047800001,7.411205815060562,-49.34906813502312,4073,,
489634,,,,0.001,490000,,6.970791475519044,-49.37592081741173,,578.7,826.4589808063814
