train/n_updates,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
1185681,,,,0.001,1186000,,5.931830271552591,-69.77464920492733,,370.6,606.0425638526679
1186047,116,408.13,3188,0.001,1186952,644.02797626,5.482604366182629,-69.50968551635742,10197,,
1186863,,,,0.001,1187000,,5.889722140542433,-69.8730133935517,,897.8,1261.1879350051981
1187690,,,,0.001,1188000,,6.8177314000665925,-69.5920247156263,,862.1,1076.572569837664
1188690,,,,0.001,1189000,,6.997404034852981,-69.41504696655274,,277.2,488.47668828070164
1188975,116,406.39,3192,0.001,1189871,645.99129915,7.12234419647016,-69.3608051353777,10225,,
1189782,,,,0.001,1190000,,6.964381077918865,-69.56410324927604,,263.6,472.75497391223905
1190563,116,383.84,3196,0.001,1190916,618.99923745,7.395103636372592,-69.01413571284367,10235,,
1190827,,,,0.001,1191000,,6.75173350536462,-69.17256586479418,,239.8,421.087155264616
1191570,116,371.89,3200,0.001,1191909,604.6083806299999,7.438542054623974,-69.40201664746293,10242,,
1191820,,,,0.001,1192000,,6.810082547187805,-69.53339956665039,,589.2,866.7970264209667
1192901,,,,0.001,1193000,,6.190545297713869,-68.90097442626953,,257.2,445.85668935775755
,116,370.86,3204,,1193250,601.65961027,,,10254,,
1193898,,,,0.001,1194000,,7.2339818563806,-69.1288558959961,,231.7,420.44709241092204
,116,367.34,3208,,1194220,596.28278374,,,10261,,
1194863,,,,0.001,1195000,,6.361901358554237,-69.35574895967314,,245.6,442.4308641910553
,116,363.38,3212,,1195198,591.13274256,,,10268,,
1195826,,,,0.001,1196000,,6.585432929721305,-68.6993410374091,,237.5,431.345549094677
,116,360.79,3216,,1196156,587.3219727199998,,,10275,,
1196778,,,,0.001,1197000,,6.102606701374054,-68.86971423339844,,248.8,446.2495345890522
,116,358.58,3220,,1197116,583.9807129899999,,,10281,,
1197756,,,,0.001,1198000,,6.963499026126172,-68.84086331176758,,242.2,434.3530636787415
,116,356.3,3224,,1198090,580.92373418,,,10288,,
1198727,,,,0.001,1199000,,5.92227044125565,-69.83101368751846,,256.5,466.74157972931863
,116,353.63,3228,,1199073,577.66948819,,,10295,,
1199782,,,,0.001,1200000,,5.808381012243818,-69.06891034739886,,269.7,479.5064943313599
,116,351.47,3232,,1200136,574.60304917,,,10302,,
1200854,,,,0.001,1201000,,5.650668606162071,-69.88004222512245,,253.9,469.2784218728542
,116,349.96,3236,,1201198,572.36487577,,,10309,,
1201895,,,,0.001,1202000,,5.619744847358112,-69.3556281613632,,281.0,496.29434541761873
,116,347.6,3240,,1202265,569.03999954,,,10316,,
1202702,,,,0.001,1203000,,5.877768375185639,-69.2683835667888,,255.2,464.057147282362
1202961,116,346.06,3244,0.001,1203369,566.96082703,6.0340559588436,-69.67007082562114,10324,,
1203846,,,,0.001,1204000,,7.020370912053444,-69.85251763131883,,268.3,479.67124621868135
1204100,116,344.16,3248,0.001,1204456,564.66623575,6.309617315690349,-69.43493490144024,10332,,
1204642,,,,0.001,1205000,,6.660888276967135,-69.53785163768823,,270.3,475.7526705086231
1205254,116,334.93,3252,0.001,1205625,552.73241167,6.787098629696591,-69.12336817758526,10339,,
1205817,,,,0.001,1206000,,6.007781841152504,-69.5921539579119,,287.5,492.23163843750956
1206384,116,330.45,3256,0.001,1206788,547.2722177200001,6.745562295913697,-69.64746082692906,10347,,
1206699,,,,0.001,1207000,,6.594671034434485,-69.57982331780111,,297.2,498.0390156060457
1207591,116,330.59,3260,0.001,1207988,546.80558104,6.53316397303777,-69.07393722028922,10356,,
1207899,,,,0.001,1208000,,6.705067743728687,-69.58558013222434,,301.9,513.5840342879295
1208783,,,,0.001,1209000,,6.781243046817049,-69.79053177199997,,314.6,530.6888420164585
,116,322.76,3264,,1209188,537.8253877399999,,,10366,,
1209718,,,,0.001,1210000,,6.818992261946016,-69.61128268034562,,304.3,518.3079582065344
1210017,116,323.94,3268,0.001,1210452,537.9983049199999,6.700559888795068,-69.56435604223469,10375,,
1210727,,,,0.001,1211000,,6.488086399796245,-69.61296775314834,,375.6,599.9022442638874
1211099,,,,0.001,1212000,,6.313664689499845,-69.37109344236312,,1000.0,1327.1853252373635
1212099,116,333.61,3272,0.001,1212576,547.69119337,6.879407160758972,-69.39753733062744,10394,,
1212803,,,,0.001,1213000,,6.468351751188688,-69.19040858594677,,436.5,635.4771757423878
1213531,116,334.75,3276,0.001,1213911,546.77704849,6.828650765771034,-68.62676500154022,10405,,
1213822,,,,0.001,1214000,,7.238647056199431,-68.95557515915127,,972.1,1163.6361369254998
1214822,,,,0.001,1215000,,6.523565162181854,-68.9574305267334,,845.6,1037.8378198593855
1215598,,,,0.001,1216000,,7.074841784754979,-68.64845158881748,,331.6,550.2372481808067
1215936,,,,0.001,1217000,,6.632076566035931,-68.4938577053815,,998.4,1299.9269068584313
,116,346.96,3280,,1217025,557.96467593,,,10439,,
1217709,,,,0.001,1218000,,6.274574134153189,-68.25099589161037,,382.7,611.3204267293215
1218090,116,340.97,3284,0.001,1218527,553.3376990899999,7.054283759725376,-67.76094434648284,10453,,
1218438,,,,0.001,1219000,,5.999811879519759,-67.83915155783467,,592.7,800.5634863978485
1219643,,,,0.001,1220000,,5.8754455266996874,-68.2919258738673,,544.8,735.9983519119938
,116,332.35,3288,,1220187,543.7112847000001,,,10468,,
1220868,,,,0.001,1221000,,5.6582892798170255,-67.831015191897,,480.1,724.2183643482392
1221370,116,320.41,3292,0.001,1221912,528.70657303,6.245575780887528,-67.7098690200137,10480,,
1221823,,,,0.001,1222000,,6.055738184625739,-67.48849397844972,,384.8,621.4651630580425
1222565,,,,0.001,1223000,,6.079196950576825,-67.48034248138939,,451.1,677.5015585999936
1223029,116,325.73,3296,0.001,1223489,535.52308979,6.181931844045376,-67.36539584192737,10495,,
1223759,,,,0.001,1224000,,5.991084547760095,-67.64416680788861,,489.6,709.4795001037419
1224581,,,,0.001,1225000,,6.182860052317716,-67.44131591882598,,342.6,577.8986339360475
,116,330.98,3300,,1225007,542.06920861,,,10510,,
1225602,,,,0.001,1226000,,6.198007281621297,-67.47577782833216,,352.3,572.3196201115846
1225965,116,331.33,3304,0.001,1226383,544.76457582,6.151970758911006,-66.93752444778359,10520,,
1226595,,,,0.001,1227000,,6.632598536751199,-67.61823763529459,,336.8,575.3146274924278
1227263,116,335.22,3308,0.001,1227742,550.6631595499999,6.038941609753346,-67.64463018235706,10529,,
1227653,,,,0.001,1228000,,6.186961307281103,-67.27763411693084,,375.4,610.1745362281799
1228465,,,,0.001,1229000,,5.828525299917568,-67.03181003223766,,739.2,1039.0091132771922
1229372,116,346.31,3312,0.001,1229829,564.46695625,6.126850414039544,-67.10730359417751,10548,,
1229740,,,,0.001,1230000,,5.8697342380233435,-66.82671082538107,,432.1,680.5253489820286
1230858,,,,0.001,1231000,,6.252025761911946,-66.39725627694078,,335.5,581.7032725274563
,116,351.23,3316,,1231279,571.2223313100001,,,10561,,
1231894,,,,0.001,1232000,,5.346132064440164,-66.87538450310029,,363.6,603.0568406403065
1232232,116,355.84,3320,0.001,1232700,577.6111023599999,5.814281496423236,-66.75726311587724,10571,,
1232611,,,,0.001,1233000,,6.445298085426592,-66.44385447830119,,349.6,592.4183719277382
1232960,,,,0.001,1234000,,6.875615804448168,-66.9767348589216,,805.2,1129.6281688317656
1234299,116,366.09,3324,0.001,1234699,590.34815205,6.353544050613336,-66.65129328620505,10588,,
1234610,,,,0.001,1235000,,6.390259058912467,-66.99288211724696,,329.6,567.0581076025962
1235625,,,,0.001,1236000,,5.919152057915926,-66.47187240123749,,336.5,575.3619138181209
,116,369.65,3328,,1236038,595.39473615,,,10599,,
1236895,,,,0.001,1237000,,6.815537098227748,-66.13392522950835,,316.6,564.8156606644392
,116,371.71,3332,,1237307,598.87384417,,,10607,,
1237857,,,,0.001,1238000,,5.36482205968233,-66.35170460347109,,319.4,567.0629187583924
1238169,116,373.92,3336,0.001,1238590,602.3952329199999,5.171586685455763,-67.0546794059949,10616,,
1238797,,,,0.001,1239000,,5.853611249375987,-66.81615159318254,,313.6,559.6035846233368
1239441,116,375.74,3340,0.001,1239839,605.58157226,5.504559650011589,-66.44377952996939,10624,,
1239750,,,,0.001,1240000,,5.5219972449984756,-66.22502023020098,,287.7,524.4316642522812
1240672,,,,0.001,1241000,,5.27893393443181,-66.85374469406034,,287.3,521.0749327838421
,116,376.8,3344,,1241049,607.4385224299999,,,10633,,
1241868,,,,0.001,1242000,,5.500989548621639,-66.81102669008317,,302.2,533.9242468357086
,116,378.03,3348,,1242259,609.4985096199999,,,10641,,
1242765,,,,0.001,1243000,,5.3036355577557295,-67.16839071614852,,311.7,536.5065925061703
1243079,116,378.36,3352,0.001,1243461,610.69559574,6.601831999553997,-66.59594296497905,10649,,
1243666,,,,0.001,1244000,,6.106402895077556,-67.21278106274248,,293.1,529.6058512181044
1244253,116,378.57,3356,0.001,1244645,612.2121047500001,6.05315212876189,-67.27684791415345,10657,,
1244843,,,,0.001,1245000,,5.748789393527998,-67.24369566590636,,295.7,537.3106533557177
1245422,116,378.22,3360,0.001,1245810,613.1945443,6.200786911461451,-67.14444270199293,10664,,
1245721,,,,0.001,1246000,,5.848273390511605,-67.27635822680172,,299.2,543.3528212308884
1246652,,,,0.001,1247000,,5.6773768199044605,-67.3867766801701,,315.2,569.0463643312454
,116,379.17,3364,,1247105,615.61575931,,,10674,,
1247610,,,,0.001,1248000,,5.141870941261987,-67.33138715898669,,328.2,577.242975589633
1247922,116,378.59,3368,0.001,1248311,616.2202890000001,5.377694625120896,-67.61997308486548,10682,,
1248806,,,,0.001,1249000,,5.131390570402146,-67.61119163513183,,279.8,520.5976708471775
1249087,116,368.8,3372,0.001,1249456,606.51054948,4.649035175499967,-67.48946538652693,10691,,
1249635,,,,0.001,1250000,,5.135586295999698,-67.80647636527446,,280.1,511.35549609661103
1250194,116,366.49,3376,0.001,1250560,605.8541737700001,5.17102147596223,-67.85144980294363,10699,,
1250751,,,,0.001,1251000,,5.300154994641032,-68.09119731358119,,289.7,530.4679925501347
1251327,116,346.84,3380,0.001,1251709,585.75038481,5.3811149353712375,-68.07192874962175,10707,,
1251907,,,,0.001,1252000,,5.471187161651638,-67.91067168762633,,318.6,563.2812988758087
1252566,116,344.25,3384,0.001,1252952,583.9799792200001,5.081172235961099,-68.13269198017736,10716,,
1252863,,,,0.001,1253000,,5.2119583176442665,-68.30331815255654,,314.9,555.4788339018821
1253780,,,,0.001,1254000,,5.113693294317826,-68.32756680806477,,300.9,543.0829726457596
,116,339.87,3388,,1254174,580.14935779,,,10727,,
1254656,,,,0.001,1255000,,4.754031098866072,-68.52880103915345,,290.5,521.5305297791958
1254932,116,333.93,3392,0.001,1255305,574.28386661,4.73847719249518,-69.3259257717409,10735,,
1255819,,,,0.001,1256000,,4.90975850436647,-68.50235109913106,,288.5,511.27375876903534
1256107,116,329.82,3396,0.001,1256471,569.9575510899999,4.398576826685005,-69.23611908488803,10743,,
1256670,,,,0.001,1257000,,4.553282386312882,-69.28515775998433,,287.7,526.2983019113541
1257246,116,326.04,3400,0.001,1257611,566.7604678499999,5.870182646231519,-69.05662806828816,10752,,
1257792,,,,0.001,1258000,,4.5482327222824095,-69.53434400205259,,275.1,519.8955510914326
1258364,116,324.03,3404,0.001,1258786,565.29463875,4.375451052390923,-69.78835719340556,10760,,
1258697,,,,0.001,1259000,,4.611305158417504,-69.49583400588438,,287.2,531.8373807549476
1259553,116,321.88,3408,0.001,1259930,563.3790747,4.483515528765592,-69.87022466729157,10769,,
1259841,,,,0.001,1260000,,4.870531238615513,-69.7901274893019,,292.2,530.7588577508926
1260438,,,,0.001,1261000,,4.352809187977813,-70.21688847826017,,528.1,752.8487345516681
1260975,116,316.08,3412,0.001,1261437,555.91519915,4.642741534741009,-69.9089641286366,10783,,
1261665,,,,0.001,1262000,,4.674603850683579,-70.03553986851173,,290.7,483.8520635277033
1262260,116,313.64,3416,0.001,1262643,551.71582378,4.069112854868077,-69.80087211362778,10792,,
1262892,,,,0.001,1263000,,4.769419918398885,-69.83885098067967,,341.2,542.2613622285426
1263593,,,,0.001,1264000,,4.921484033155708,-70.29751989694947,,456.2,677.6781065625139
,116,314.56,3420,,1264156,551.6479800200001,,,10806,,
1264826,,,,0.001,1265000,,5.162174514831941,-70.7660788085563,,313.7,522.5988372981549
1265138,116,308.06,3424,0.001,1265505,543.5922149900001,4.829967079636378,-70.63694528432993,10817,,
1265743,,,,0.001,1266000,,4.905894424572632,-70.97648143183234,,362.9,595.150042566657
1266443,117,309.44,3428,0.001,1266982,542.47474457,4.89777279828123,-70.78990132223346,10826,,
1266893,,,,0.001,1267000,,4.44640179766549,-71.11157784356011,,374.3,616.324357175827
1267639,,,,0.001,1268000,,4.782200596817247,-71.08595393254207,,336.9,583.6811498761177
1267997,117,311.06,3432,0.001,1268413,544.1868293,4.657113754549506,-71.71145849387739,10839,,
1268604,,,,0.001,1269000,,5.040875267982483,-71.36365964072091,,326.3,569.8819316029549
1269482,117,313.22,3436,0.001,1269912,546.1213100500001,4.9245575471357865,-71.7778337097168,10850,,
1269823,,,,0.001,1270000,,5.196260420807645,-71.62880464441636,,307.5,548.4942115396261
1270713,,,,0.001,1271000,,5.677643144169537,-71.01311228633706,,308.3,548.1818803608418
,117,312.73,3440,,1271112,545.2585518200001,,,10861,,
1271660,,,,0.001,1272000,,4.653169863276347,-71.94546048641205,,281.7,519.994778701663
1271941,117,312.95,3444,0.001,1272344,545.81798142,4.95950129490306,-71.8356279373169,10869,,
1272893,,,,0.001,1273000,,4.201630754554726,-71.92682338041418,,305.7,554.9171590685844
1273209,117,313.69,3448,0.001,1273628,547.20770636,4.2024054915844635,-71.57256664807284,10878,,
1273845,,,,0.001,1274000,,4.8211514209610185,-71.77761419458326,,348.4,592.1054913461209
1274499,117,314.33,3452,0.001,1274894,548.5815548100001,4.7604679062028135,-71.88077868531082,10887,,
1274805,,,,0.001,1275000,,4.5822759258980845,-71.87760850494983,,338.0,575.5158770233393
1275727,,,,0.001,1276000,,4.825071046216376,-72.09624716739526,,426.5,672.9588295698165
1276184,117,319.64,3456,0.001,1276609,555.0426643300001,4.800006088855752,-72.12421323951155,10902,,
1276520,,,,0.001,1277000,,4.6446461383075945,-71.98223391033355,,856.2,1038.1246143122903
1277520,,,,0.001,1278000,,4.833897414445877,-72.283525100708,,546.1,783.6033735637786
1278038,,,,0.001,1279000,,5.245191272851583,-72.27794084585771,,950.0,1358.537298308313
1279038,117,336.93,3460,0.001,1279503,574.04962715,4.78062384724617,-72.43803509521484,10934,,
1279721,,,,0.001,1280000,,4.9257161108600975,-72.359996596193,,304.7,545.2931346714497
1280517,117,338.14,3464,0.001,1280919,575.05583836,4.557892156780259,-72.24516184467915,10944,,
1280830,,,,0.001,1281000,,4.697838778693836,-71.98083974753216,,364.4,616.453748473525
1281868,,,,0.001,1282000,,4.494367904344182,-72.18006532511134,,316.0,563.386873203516
,117,339.59,3468,,1282270,576.41203114,,,10956,,
1282586,,,,0.001,1283000,,4.233053940608178,-72.18092769002679,,344.3,598.0260831832886
1283259,,,,0.001,1284000,,5.053748222000627,-71.78772057682635,,624.8,986.5709865868091
,117,348.92,3472,,1284348,587.02701299,,,10970,,
1284652,,,,0.001,1285000,,4.358829155526392,-72.11665944520593,,341.6,587.8697847306728
1285391,,,,0.001,1286000,,4.638535254252584,-72.09005853753341,,607.2,942.9463548392057
,117,358.45,3476,,1286405,599.65176794,,,10989,,
1286316,,,,0.001,1287000,,4.599812310708535,-71.99364569480682,,814.0,1238.7515032814815
1287667,,,,0.001,1288000,,4.414661826910796,-71.8103160749163,,322.4,569.2313566982746
1287999,117,367.16,3480,0.001,1288425,612.26269146,4.584906977343272,-72.13154919176216,11010,,
1288703,,,,0.001,1289000,,4.565299502510466,-71.71560506351659,,384.0,625.7213483601809
1289401,117,368.5,3484,0.001,1289802,613.5029979200001,4.219124631122784,-71.93516503759177,11020,,
1289713,,,,0.001,1290000,,4.737993569328235,-72.29367591173221,,321.3,562.306653392315
1290755,,,,0.001,1291000,,4.426660016614791,-72.10846531739709,,339.3,588.8529245272279
,117,370.15,3488,,1291189,615.30329947,,,11032,,
1291762,,,,0.001,1292000,,5.0814656022758715,-72.16665308816093,,376.8,625.6899049848319
1292125,117,371.9,3492,0.001,1292495,617.5084374,4.320620357826065,-72.36094020611674,11042,,
1292717,,,,0.001,1293000,,4.495723111836473,-72.2671869093372,,315.8,570.8373164951802
1293309,117,372.85,3496,0.001,1293756,619.4771312500001,4.260165649008668,-72.43662560736382,11050,,
1293667,,,,0.001,1294000,,4.3356390891794385,-72.02748103647924,,514.2,804.189585166052
1294626,,,,0.001,1295000,,5.26377085797927,-72.25081600493668,,316.4,560.1124532163143
1294941,117,377.36,3500,0.001,1295347,624.54892391,4.34998222797636,-72.07170435425583,11065,,
1295904,,,,0.001,1296000,,4.418378665166743,-72.32464254042682,,421.8,718.8696570843458
1296407,117,380.58,3504,0.001,1296844,628.2256947,4.385284307462794,-72.43604023238102,11076,,
1296755,,,,0.001,1297000,,4.742758108624097,-72.50472676068887,,374.6,621.0160216152668
1297550,,,,0.001,1298000,,4.703467588891428,-72.53932484621724,,435.5,760.0259914070368
1297971,117,384.37,3508,0.001,1298367,633.51822359,4.65519385807871,-72.4466236841111,11090,,
1298900,,,,0.001,1299000,,4.310342386120656,-72.69494095347287,,279.9,531.035984480381
1299169,117,381.2,3512,0.001,1299557,631.3561361999999,4.609808568617669,-72.39305331102058,11098,,
1299838,,,,0.001,1300000,,5.3483839476430735,-72.6267705144109,,468.6,694.948680723086
1300878,,,,0.001,1301000,,4.730371237359504,-72.97448947942145,,582.9,953.9812866479158
,117,386.94,3516,,1301337,638.86093274,,,11115,,
1301668,,,,0.001,1302000,,4.44665264231818,-73.2895512898763,,518.5,878.4867092698812
1302641,,,,0.001,1303000,,5.131654941987607,-73.04626307948944,,515.1,880.4215254038572
,117,391.03,3520,,1303259,646.46268057,,,11133,,
1303679,,,,0.001,1304000,,5.295815843027561,-73.62738502682663,,365.1,660.1975515246392
1304273,117,391.28,3524,0.001,1304633,648.5593115300001,5.1784866075962785,-72.9737015247345,11144,,
1304782,,,,0.001,1305000,,5.2101089183022,-73.39935084751674,,297.0,542.2316252529621
1305081,,,,0.001,1306000,,5.2918310324882585,-73.0956345628572,,671.6,835.469693085365
1306081,117,395.02,3528,0.001,1306484,652.1003559,4.96824127137661,-73.3970680770874,11160,,
1306684,,,,0.001,1307000,,5.810264337846564,-73.74008668044517,,548.0,720.4711041986942
1307684,,,,0.001,1308000,,5.044383999228478,-73.57255519104004,,467.8,720.7245224505663
1308088,117,401.52,3532,0.001,1308565,656.52215764,5.065383228630123,-73.15435923208105,11178,,
1308476,,,,0.001,1309000,,5.400940366934255,-73.14673826866543,,446.9,708.3907418549061
1309813,,,,0.001,1310000,,5.22353326004168,-73.34200349595811,,486.5,744.3767854345963
1310265,117,407.79,3536,0.001,1310691,664.7162402299999,4.99980561501157,-73.6635749951928,11196,,
1310602,,,,0.001,1311000,,5.098761851780492,-73.18131278675689,,410.1,660.4510125242174
1311785,,,,0.001,1312000,,5.216112476256159,-73.40372237452755,,435.5,691.5020923234522
,117,411.77,3540,,1312289,669.3782959700001,,,11209,,
1312695,,,,0.001,1313000,,5.264955297383395,-73.58718152374391,,346.8,594.3153411865235
1313358,117,414.14,3544,0.001,1313758,672.90494089,5.664696350155107,-73.20069696817053,11219,,
1313669,,,,0.001,1314000,,5.567122367417314,-73.09836039389333,,309.2,573.9504023224115
1314525,117,413.07,3548,0.001,1314935,672.0218670600001,6.755585641474338,-73.59467019960861,11228,,
