time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
64,30.588896921875,63.59375,4070,20,196,,,,,,
68,32.62489782352942,64.26470588235294,4370,22,193,0.2550306550661723,-6.487343938727128,0.001,4202,,
72,37.951489166666676,68.31944444444444,4919,24,198,0.7452172015024268,-8.44742982527789,0.001,4621,,
,,,5000,,,0.7854453056323819,-8.86687974096502,0.001,4826,41.30512076021405,148.4
76,46.86380057894737,72.78947368421052,5532,30,182,0.6304524268842104,-10.204336975560043,0.001,5271,,
,,,6000,,,1.0904348893807485,-11.8212264423639,0.001,5771,260.7317222722806,192.5
80,58.01965263750001,77.175,6174,35,172,1.3347710331038731,-12.262354722837122,0.001,5935,,
84,67.21446659523811,80.27380952380952,6743,38,172,1.7928225109451696,-14.14427450079667,0.001,6512,,
,,,7000,,,1.7007065669834962,-15.251405199836283,0.001,6821,344.07987337582745,247.8
88,78.45441171590909,85.2159090909091,7499,44,169,2.171729877591133,-16.41719741508609,0.001,7182,,
,,,8000,,,2.850489043603178,-18.385405833425086,0.001,7904,352.6468559859051,371.0
92,86.53986042391303,89.67391304347827,8250,51,161,2.5249131976042762,-19.005557593652757,0.001,8022,,
,,,9000,,,2.7512451104802804,-20.75337080759545,0.001,8775,142.2813032045844,153.5
96,96.14465107291666,96.45833333333333,9260,56,163,2.867485394749617,-21.189538385450227,0.001,8968,,
,,,10000,,,3.353881452610527,-22.891182996224664,0.001,9601,299.31197034654286,260.5
100,104.37020621000002,102.77,10277,63,162,3.5827842152568032,-23.680931800234635,0.001,10052,,
104,113.84345375,108.0,10893,66,164,4.590530628628201,-25.704286771662094,0.001,10646,,
,,,11000,,,3.72818060974022,-26.23360623941793,0.001,10800,249.54206783398985,149.0
108,123.20584389000001,112.09,11437,69,164,3.922711363009044,-27.570000457763673,0.001,11232,,
,,,12000,,,4.0088705867528915,-29.090908818774754,0.001,11873,228.66031194925307,136.1
112,134.91954502000002,117.96,12158,73,164,,,,,,
,,,13000,,,4.500666871855531,-30.46824592880056,0.001,12506,376.99035425037147,290.9
116,151.85906462,130.94,13599,79,171,,,,,,
,,,14000,,,4.443219408962896,-32.897887851880945,0.001,13842,310.8797141734511,208.5
120,160.9545354,137.0,14348,88,162,4.150272806771367,-33.26699790401735,0.001,13981,,
,,,15000,,,4.458866680429337,-34.79527702978102,0.001,14774,295.43467461851543,198.9
124,171.97489983,140.94,15010,93,160,,,,,,
128,181.93657155000005,145.35,15719,97,161,4.960668956200908,-36.382753627506766,0.001,15490,,
,,,16000,,,4.600635993480682,-37.29349931081136,0.001,15879,164.4484244942665,99.0
132,190.72428488000003,147.6,16212,100,161,4.831004090309143,-37.61350489298503,0.001,16029,,
136,197.23187344000004,148.83,16763,103,161,5.151074468709861,-38.95328497275328,0.001,16569,,
,,,17000,,,5.109945559501648,-39.246131272749466,0.001,16780,227.13812205418944,133.8
140,203.275025,150.89,17255,107,161,5.350721931975821,-40.10569671962572,0.001,17062,,
144,208.09175542999998,151.86,17642,109,161,5.5053659641381465,-41.35400314331055,0.001,17450,,
,,,18000,,,4.931571849056931,-41.32993060252706,0.001,17782,185.55009233355523,109.0
148,215.16270156,154.48,18191,112,161,5.260310998984745,-41.944421359470915,0.001,17950,,
152,220.96224701000003,156.56,18686,115,162,5.254398555563601,-43.379773763020836,0.001,18490,,
,,,19000,,,5.573047839678251,-43.92870780749199,0.001,18872,291.8859674773179,166.8
156,226.43451947000003,156.08,19080,118,160,,,,,,
160,230.69089137999998,157.02,19474,120,161,5.775220227452506,-44.71589027132307,0.001,19285,,
,,,20000,,,6.395035511039826,-44.85255368550619,0.001,19464,256.29836748733214,164.9
164,241.20443117000002,165.06,20576,127,161,6.65251594543457,-46.119670944213865,0.001,20308,,
,,,21000,,,6.795126678874191,-46.809043884277344,0.001,20848,212.1628375046188,132.7
168,247.64416882,167.03,21073,131,160,,,,,,
172,247.58407984000004,165.2,21439,133,160,8.285031092794318,-47.010406902858186,0.001,21243,,
176,245.81098472999997,163.38,21870,135,161,8.087011492165336,-48.31228935017305,0.001,21607,,
,,,22000,,,6.905317176089567,-48.75553499109605,0.001,21777,191.97035555448383,162.9
180,244.47238926000006,167.38,22912,142,161,7.470634872263128,-49.77193707552823,0.001,22632,,
,,,23000,,,7.670874506394493,-49.50370050245716,0.001,22819,181.26842021972408,130.9
184,242.18629909999996,166.66,23409,145,160,8.359563357035318,-49.999655171444545,0.001,23202,,
188,235.88382511999995,162.98,23797,147,161,8.107781034120372,-50.292065472670004,0.001,23600,,
,,,24000,,,8.88961495981588,-50.47441423856295,0.001,23896,344.23779003918173,194.1
192,232.36969157,159.81,24231,151,159,8.179205521231605,-51.09031536465599,0.001,24064,,
196,224.80450553000006,152.94,24554,153,160,8.00004420154973,-51.36909474824604,0.001,24359,,
,,,25000,,,8.192713342687135,-51.74585264472551,0.001,24881,243.60309501830488,150.2
200,222.24521252,148.33,25110,157,159,,,,,,
204,225.0203449800001,148.83,25776,161,160,6.570796536119192,-53.24618281046549,0.001,25540,,
,,,26000,,,7.135505104410475,-53.04615816862687,0.001,25821,224.59791118428112,141.2
208,224.08351439,148.43,26280,164,159,6.830311681285049,-53.67669527458422,0.001,26124,,
212,216.44064235,143.86,26544,166,159,7.412808641554817,-53.89789962768555,0.001,26388,,
216,203.39823092999998,131.92,26791,167,159,7.4031496663247385,-53.694886730563255,0.001,26638,,
,,,27000,,,6.889034812733279,-54.146155653328734,0.001,26877,93.23235327804832,58.4
220,198.30630424999998,126.81,27029,169,159,,,,,,
224,191.37619877,122.56,27266,171,159,7.0682644515201964,-55.178761843977306,0.001,27113,,
228,185.49064037999997,117.76,27495,172,159,8.264254168460244,-55.37208162505051,0.001,27344,,
232,180.77642339000002,115.11,27723,173,159,6.239554070589835,-55.23913247244699,0.001,27573,,
236,174.82261241,111.84,27947,174,160,7.361736063523726,-56.22094119036639,0.001,27797,,
,,,28000,,,6.346137385619314,-55.76968331172549,0.001,27854,90.90777353429584,55.7
240,169.58723313000002,109.12,28167,176,159,7.699186338077892,-56.17796911512102,0.001,28020,,
244,165.62420292,107.49,28391,177,160,6.966586598178797,-56.23311272982893,0.001,28240,,
248,159.84152804,104.63,28654,178,160,7.628382759434836,-57.17607293810163,0.001,28469,,
,,,29000,,,8.113430029523057,-57.1522205216544,0.001,28823,54.84380782953231,86.9
252,153.78616954,103.2,29006,181,159,,,,,,
256,149.84620836,102.12,29292,183,159,7.450266291928846,-56.32144342466842,0.001,29142,,
260,146.64958899,100.43,29517,184,159,6.800007598740714,-57.07846736907959,0.001,29369,,
264,137.11000281,91.95,29771,186,159,7.987837816539564,-57.5455596106393,0.001,29623,,
268,131.68861328,89.23,29996,187,160,7.030589229182193,-57.78759292076374,0.001,29846,,
,,,30000,,,6.924269349951493,-57.416026387895855,0.001,29903,133.77322287948337,85.3
272,130.30033849,87.9,30229,189,159,7.4534350947329875,-57.68535600389753,0.001,30079,,
276,127.42013812,85.88,30458,190,159,6.925325109247575,-56.98280755404768,0.001,30306,,
280,121.60316175000001,77.72,30684,191,159,7.266803200755801,-57.53819833483015,0.001,30534,,
284,117.55369886,74.98,30907,193,160,6.371558197757654,-57.37863435416386,0.001,30758,,
,,,31000,,,7.003787023370916,-57.86761022497107,0.001,30869,90.37567833692302,56.6
288,114.93989517,73.38,31135,194,159,7.677306941577366,-57.85062994275774,0.001,30983,,
292,111.53746995,71.33,31364,195,160,7.066493310426411,-57.646771398083914,0.001,31214,,
296,110.08383196000003,70.42,31596,197,160,7.6495740873771805,-58.346961975097656,0.001,31446,,
300,104.26275347,67.09,31819,198,160,6.756852601255689,-57.9157018661499,0.001,31671,,
,,,32000,,,6.55168139051508,-57.68502864131221,0.001,31891,98.62004439779557,59.4
304,95.54022049999999,62.62,32038,200,160,,,,,,
308,91.12470253000001,59.83,32263,201,160,6.872971175009744,-58.43048542943494,0.001,32112,,
,,,33000,,,7.665176730406912,-58.17293287578382,0.001,32615,462.1814899573801,333.4
312,95.58457046,65.96,33140,208,159,7.875600751047801,-58.517068620161574,0.001,32944,,
,,,34000,,,8.375682502613401,-58.64177914519808,0.001,33448,400.14762074248864,261.5
316,114.32669222999999,79.71,34762,217,159,7.953122702855913,-59.2564945523701,0.001,34480,,
,,,35000,,,8.329677112518795,-59.51898477432576,0.001,34669,414.37370323175566,267.2
320,125.51050608999999,85.5,35579,223,158,7.868499290723742,-59.975128173828125,0.001,35300,,
,,,36000,,,7.282031798708266,-60.69607625424283,0.001,35903,352.2232100188732,197.5
324,136.53369281,91.46,36412,229,158,7.904250389397746,-61.25071812639333,0.001,36101,,
,,,37000,,,7.001582036235115,-61.377130230990325,0.001,36716,371.3915067523718,181.1
328,147.27998004,96.44,37139,235,158,7.5945377609272695,-61.974635203679405,0.001,36909,,
,,,38000,,,7.464665514933491,-62.42830580995794,0.001,37747,269.61017807126046,135.3
332,156.12673465,103.02,38025,240,158,,,,,,
336,167.62825026,109.51,38898,245,158,7.563421404458643,-63.323383362312626,0.001,38672,,
,,,39000,,,7.309927874041679,-64.00126260699648,0.001,38805,351.61484801769257,178.6
340,176.86017022000004,113.72,39539,249,158,8.338886322159516,-64.36098470185932,0.001,39295,,
,,,40000,,,7.513924499786577,-64.84971412990404,0.001,39842,357.2583016216755,179.0
344,188.79733076000005,119.83,40374,254,158,7.084257085712588,-64.85817990984235,0.001,40038,,
,,,41000,,,7.4967511568254634,-65.44547916153103,0.001,40852,351.6716588616371,180.5
348,198.68059227,124.48,41102,260,157,,,,,,
352,207.64064167,128.37,41843,264,158,8.13861607561017,-65.96340719544061,0.001,41570,,
,,,42000,,,8.621317264768813,-66.62649387783475,0.001,41750,380.11259878873824,201.7
356,220.39722709,133.97,42689,270,158,7.782719373703003,-66.92205001368667,0.001,42358,,
,,,43000,,,7.491465732889268,-67.08919836248009,0.001,42802,417.0902845978737,232.3
360,231.68489499999998,139.75,43492,275,157,7.342173320701323,-67.2767001232469,0.001,43198,,
,,,44000,,,7.4561527967453,-68.26566380870585,0.001,43763,413.89248448368164,225.2
364,245.03235024999998,146.52,44423,281,157,7.459807471317403,-68.63326204524321,0.001,44035,,
,,,45000,,,7.334922336396717,-68.91395652457459,0.001,44679,405.1631919215899,219.1
368,256.1652308,152.32,45228,288,156,7.948674371324737,-69.1684414304536,0.001,44969,,
,,,46000,,,7.752556913462117,-70.35995182846531,0.001,45779,380.5611842513084,204.0
372,268.81602182,158.92,46121,294,156,,,,,,
,,,47000,,,7.767454683044811,-70.71856489337858,0.001,46700,426.40569736361505,231.8
376,283.07031265,166.36,47094,299,157,,,,,,
380,293.1143301,171.2,47804,303,157,8.471599676873948,-70.85997403462729,0.001,47539,,
,,,48000,,,7.747090148337094,-71.54010160469714,0.001,47873,362.91359747201204,185.6
384,303.83546741000004,176.35,48542,307,157,7.24798796681935,-71.73110946806351,0.001,48271,,
,,,49000,,,7.138266015316727,-72.51132376053754,0.001,48906,368.03763170838357,194.2
388,315.31757244000005,182.04,49339,312,157,7.461888005445291,-72.31864074036315,0.001,49088,,
,,,50000,,,7.822182005360013,-72.59686379205613,0.001,49774,356.2930154323578,184.9
392,325.37583099000005,186.91,50055,317,157,,,,,,
396,335.99384454,191.99,50795,320,158,7.844980298073639,-73.24719216890425,0.001,50542,,
,,,51000,,,7.123625162243843,-73.23577919006348,0.001,50702,359.2191758453846,195.9
400,348.1125281800001,198.48,51667,325,158,7.435210084622623,-73.65774526828673,0.001,51320,,
,,,52000,,,6.911416588731073,-73.86732925415039,0.001,51775,376.1284317046404,191.0
404,360.69643527999995,204.8,52518,330,158,7.57004629029168,-74.22877252629372,0.001,52192,,
,,,53000,,,7.435647748115304,-74.1796277364095,0.001,52652,422.2710278987885,233.6
408,373.22355318,211.69,53432,336,158,6.939058260917664,-74.6641756439209,0.001,53146,,
,,,54000,,,6.967786569427289,-74.49673785994538,0.001,53779,374.5860745549202,198.5
412,382.14966562000006,212.03,54343,341,159,7.654145070951279,-74.63909593061967,0.001,53998,,
,,,55000,,,6.501718737284342,-74.65525309244792,0.001,54814,373.2791207164526,194.8
416,373.5528483300001,203.12,55074,346,159,,,,,,
420,372.47293258999997,201.94,55773,349,159,7.117050314849278,-75.1475772857666,0.001,55506,,
,,,56000,,,6.677582100629807,-75.09248451232911,0.001,55880,261.9878004014492,140.6
424,372.59757512,200.81,56493,353,159,6.9625730907215795,-75.36287473790786,0.001,56249,,
,,,57000,,,6.824863058695861,-75.47997661772229,0.001,56903,370.9312672317028,186.6
428,376.21871565000004,202.76,57415,358,160,6.572132650259379,-75.58440698159707,0.001,57051,,
,,,58000,,,6.419712810631258,-76.01394036865234,0.001,57748,412.0359392415732,211.2
432,380.52722746000006,202.01,58226,363,160,6.652507739120654,-76.55615088644993,0.001,57926,,
,,,59000,,,6.7739950448779735,-76.42059132204217,0.001,58776,309.4291470721364,162.1
436,381.8012938199999,201.32,59030,368,160,,,,,,
440,385.54288814,203.53,59892,371,161,7.237277492083639,-76.29873407082479,0.001,59604,,
,,,60000,,,6.817393800539848,-76.88562491505417,0.001,59799,372.50503987669947,187.2
444,383.50813401000005,201.93,60567,376,161,6.399085411003658,-76.81254196166992,0.001,60294,,
,,,61000,,,6.337718096355464,-77.03412068684896,0.001,60812,335.8481621146202,165.0
448,383.08933546999987,201.2,61222,381,160,6.771460149415146,-77.0504694439116,0.001,60981,,
,,,62000,,,6.39337387241301,-77.14173570570055,0.001,61681,417.4501213133335,202.4
452,387.86703002999997,201.62,62005,386,160,,,,,,
456,387.1715825599999,200.8,62769,390,160,6.204300425716283,-76.96406885520699,0.001,62486,,
,,,63000,,,6.4670245377301,-77.88290118226911,0.001,62879,338.11438151597974,163.1
460,385.8628392,199.46,63438,394,160,5.9352720975875854,-78.32184526194696,0.001,63209,,
,,,64000,,,5.932251544102378,-78.26077676855999,0.001,63877,395.5814167737961,200.2
464,383.43823493,197.41,64164,398,160,,,,,,
468,383.70031111000003,196.94,64922,402,161,6.033510375397368,-78.5461409886678,0.001,64680,,
,,,65000,,,5.868747215142986,-78.73853518511798,0.001,64829,352.86689916551114,180.4
472,382.6429466000001,195.73,65694,406,161,5.760074113334357,-78.46558490329319,0.001,65406,,
,,,66000,,,5.7404403382159295,-78.60514888357609,0.001,65789,368.31094994843005,187.0
476,376.24848593999997,192.92,66386,411,161,5.968236288686437,-79.19663480728391,0.001,66085,,
,,,67000,,,6.387692552300828,-79.30044804941309,0.001,66894,380.73505145907404,193.2
480,378.59964461999994,194.33,67237,416,161,,,,,,
484,379.58841390999993,194.33,67975,420,161,6.018566627313595,-79.37828751365737,0.001,67714,,
,,,68000,,,5.934295838787442,-79.6245578584217,0.001,67882,390.083337315917,192.2
488,381.6857920899999,194.76,68815,425,161,5.879237165493247,-79.82674272925453,0.001,68508,,
,,,69000,,,5.81062574252904,-80.19660329373083,0.001,68722,441.3175139039755,208.9
492,382.7456084700001,194.78,69533,431,161,5.570242984833256,-80.27542431323559,0.001,69285,,
,,,70000,,,5.679329515073858,-80.49644140096811,0.001,69817,403.8581960938871,178.2
496,384.2150080799999,194.96,70291,436,160,5.785933932532435,-80.04692964968474,0.001,70001,,
,,,71000,,,5.899244258349592,-80.6383824781938,0.001,70769,433.5043444275856,203.2
500,384.7449910500001,194.09,71076,442,160,,,,,,
504,385.01154109000004,193.31,71849,446,160,6.16046875270445,-80.72384757995606,0.001,71565,,
,,,72000,,,5.890193301345666,-80.8830410639445,0.001,71756,404.070458483696,189.3
508,385.80537889000004,192.34,72666,452,160,5.7192538421824235,-81.12378904554579,0.001,72393,,
,,,73000,,,5.697039710267525,-80.98801141036184,0.001,72800,395.40782064795496,183.2
512,386.42795498,191.85,73528,457,160,6.016052579655893,-81.68234303312481,0.001,73221,,
,,,74000,,,5.940515359242757,-81.4366702125186,0.001,73780,398.9033421576023,179.7
516,388.3317453599999,191.77,74251,462,160,5.8187468914897895,-81.77757451563706,0.001,73943,,
,,,75000,,,5.745650907872254,-82.32608779435306,0.001,74762,438.90938048362733,210.3
520,391.10304543999996,192.82,75055,468,160,,,,,,
524,392.60695607,193.35,75828,472,160,5.356751490175054,-82.29620104157523,0.001,75536,,
,,,76000,,,5.63366813156473,-82.70053146824692,0.001,75735,422.5785473763943,201.6
528,389.32175428000005,191.4,76555,477,160,6.241520661374797,-83.3547301085099,0.001,76292,,
,,,77000,,,5.599857177616151,-82.8490782178138,0.001,76869,387.05851800739765,196.7
532,389.35232193,191.7,77396,483,160,5.5427315092086795,-83.12295416259765,0.001,77119,,
,,,78000,,,5.720326757196135,-83.37888770009957,0.001,77840,362.126869392395,177.6
536,387.71985774,191.04,78134,488,159,,,,,,
540,387.9723826900001,190.82,78974,493,160,5.792271278705834,-83.468062210083,0.001,78687,,
,,,79000,,,5.885388881889815,-84.15019808110503,0.001,78881,531.3101717352868,279.5
,,,80000,,,5.690957117872119,-84.09434950647275,0.001,79618,633.7391827881336,295.7
544,396.19232516000005,194.79,80046,501,159,,,,,,
548,401.49757334000003,197.64,80986,507,159,6.483959214815955,-84.4573234368947,0.001,80640,,
,,,81000,,,6.012711322354705,-84.5116690983848,0.001,80893,379.18216428756716,204.3
552,401.0587912399999,198.08,81813,514,159,5.4280864299811755,-84.9074746311301,0.001,81517,,
,,,82000,,,5.413214878104199,-84.87794784019734,0.001,81894,403.8663398146629,200.0
556,401.60984401,198.28,82597,519,158,6.165298995670971,-84.90868226472323,0.001,82332,,
,,,83000,,,5.385872302999819,-85.11505112138767,0.001,82873,377.0254855334759,201.4
560,402.23737373999995,199.01,83339,524,158,5.765929210685684,-84.90996705918084,0.001,83040,,
,,,84000,,,5.665736330577305,-85.08789851448752,0.001,83888,564.9415043056011,260.2
564,406.3892821,201.14,84278,530,158,,,,,,
,,,85000,,,5.672054622762946,-85.40042910011866,0.001,84824,395.19218812584876,206.8
568,408.1595499400001,201.84,85106,537,158,,,,,,
572,409.88681210999994,202.78,85972,541,158,5.858847650056033,-85.7778318739429,0.001,85674,,
,,,86000,,,5.911107334276525,-86.22889193366555,0.001,85879,520.5590971708298,252.8
576,419.3409570299999,205.91,86977,548,158,6.066603726935837,-86.21424383487341,0.001,86672,,
,,,87000,,,6.125344905088532,-86.8217111263635,0.001,86884,725.362053000927,378.3
580,419.0290640199999,205.22,87759,554,158,6.224477571806884,-86.6880443797392,0.001,87482,,
,,,88000,,,5.573452058045761,-86.68208155424699,0.001,87666,558.9559804081916,257.6
584,423.84547031,207.42,88717,561,158,6.410784102595129,-87.44440559104636,0.001,88408,,
,,,89000,,,6.210622843509445,-87.29227129618327,0.001,88841,464.8679137945175,211.3
588,426.9523297100001,208.39,89654,567,157,6.526627324940113,-87.81202166267995,0.001,89216,,
,,,90000,,,6.1793746346825955,-88.06481641209768,0.001,89894,414.60284491181375,202.8
592,433.21325878999994,211.3,90663,575,157,6.929506381902728,-88.32195324075633,0.001,90362,,
,,,91000,,,6.56710498813739,-88.03468928061241,0.001,90813,409.2352705001831,206.3
596,434.91955918,212.7,91561,582,157,5.833701518865732,-88.4811498527853,0.001,91250,,
,,,92000,,,5.758243920130022,-88.67028933305006,0.001,91677,557.6257126092911,284.5
600,438.41358798999994,214.96,92572,589,157,5.771870924796893,-88.59669328772503,0.001,92151,,
,,,93000,,,5.999348028015544,-88.78508135380636,0.001,92741,492.2242229282856,226.6
604,442.48075280000006,217.03,93552,596,156,6.09628950285189,-89.17369767391321,0.001,93221,,
,,,94000,,,5.839591076499538,-89.10207166169819,0.001,93687,588.4011194467545,294.1
608,446.83738963999997,219.41,94607,604,156,5.808298820495605,-89.17121737054053,0.001,94298,,
,,,95000,,,5.993201521621353,-88.73081404587319,0.001,94862,642.8773257479072,311.3
,,,96000,,,5.869869223679647,-88.89238621406405,0.001,95806,766.4912749648095,371.7
612,460.11633777000003,226.82,96210,617,155,,,,,,
,,,97000,,,5.791541827161137,-89.3773734860304,0.001,96688,601.3028122365474,284.2
,,,98000,,,5.601536563967095,-89.28069335535953,0.001,96993,1299.9827731410508,817.9
616,478.40714724,238.35,98086,629,155,,,,,,
,,,99000,,,5.386324320034105,-89.30702513407886,0.001,98744,682.7943430542946,365.0
620,482.23014831,240.96,99151,639,155,,,,,,
,,,100000,,,5.232875490820171,-89.58972511544133,0.001,99657,848.8943051576614,421.8
624,491.77179147999993,246.37,100465,647,155,5.734358823273881,-89.29743161975829,0.001,100124,,
,,,101000,,,5.480153688540061,-89.29228655497234,0.001,100809,618.4962388634682,301.9
628,498.11800216999995,248.85,101440,653,155,5.117709680373625,-89.54290814133164,0.001,101131,,
,,,102000,,,5.33441458492104,-88.86985001870252,0.001,101565,724.4373685538769,369.1
632,503.8146692799999,251.62,102558,662,154,5.4011394631149425,-89.17374837500418,0.001,102228,,
,,,103000,,,5.559157186700392,-89.4124728653782,0.001,102723,851.1950920680072,463.6
636,509.63876466999994,254.39,103573,670,154,5.060823472710543,-89.40127306786653,0.001,103245,,
,,,104000,,,4.92078242587686,-89.17340581219895,0.001,103747,460.18647594451903,222.8
640,515.7940840299999,258.1,104784,678,154,5.15152882739582,-89.16222020983696,0.001,104463,,
,,,105000,,,5.002381179416389,-89.27905788756253,0.001,104691,477.6076537549496,232.7
644,513.57618463,256.97,105743,684,154,5.197712109227886,-88.88159758704049,0.001,105400,,
,,,106000,,,5.559685561616542,-88.66037918349444,0.001,105886,487.73687745928765,235.8
648,514.17224337,257.18,106704,690,154,4.756454572714434,-89.08842876345612,0.001,106385,,
,,,107000,,,4.947709167090646,-88.9726288510065,0.001,106885,493.05889582037923,237.0
652,517.7820201000001,258.53,107666,696,154,5.0849530477404095,-88.9475212097168,0.001,107376,,
,,,108000,,,4.9305837794586465,-89.11862387480559,0.001,107789,485.46275652348993,230.9
656,525.88228157,261.78,108775,702,154,5.302847974499067,-88.50626436869304,0.001,108252,,
,,,109000,,,5.0337611536647,-88.66257356155751,0.001,108682,511.57230365276337,267.1
660,531.34384568,264.28,109767,709,154,5.4826428320870475,-89.01279580415185,0.001,109475,,
,,,110000,,,4.873332803802831,-89.19039991923741,0.001,109898,466.44999688267706,225.2
664,531.57656982,263.92,110670,714,154,4.639509093484214,-88.92001695986147,0.001,110352,,
,,,111000,,,4.857886712860178,-89.35303059330693,0.001,110793,483.7350598931313,242.7
668,542.4296799400001,268.31,111937,721,155,5.138987446449231,-88.92813556225269,0.001,111517,,
,,,112000,,,5.55355226592551,-89.286096107669,0.001,111844,685.7722363114357,300.5
,,,113000,,,4.820480389610364,-88.95219978919395,0.001,112460,521.3910884121724,344.8
672,556.32433689,275.02,113474,733,154,5.321918619516302,-89.60130378952792,0.001,113058,,
,,,114000,,,4.882580727835497,-89.77108917236328,0.001,113621,998.8492584973574,523.0
,,,115000,,,5.4388260617020405,-90.04664832923063,0.001,114248,1614.5932442694902,1000.0
676,573.83440561,286.49,115626,752,153,5.454743656873703,-90.60000720214843,0.001,115248,,
,,,116000,,,5.0262681587945295,-90.77578013776296,0.001,115864,1105.8478748941793,706.8
,,,117000,,,5.40052074089385,-90.81695007859615,0.001,116435,1045.61184495606,621.0
680,588.60855831,295.58,117317,766,153,,,,,,
,,,118000,,,5.788916280216975,-91.25505505332464,0.001,117541,1241.9393629656174,644.2
,,,119000,,,5.529626764535904,-91.30545170593261,0.001,118541,932.8632541418076,425.9
684,610.9095595499999,306.76,119393,785,152,5.41965003482631,-91.72297290552443,0.001,118968,,
,,,120000,,,5.448704822953925,-91.97330994203867,0.001,119300,741.2067504139617,396.6
,,,121000,,,5.942726205135214,-92.23588097232512,0.001,120589,938.5206101179123,473.3
688,623.96530326,319.83,121637,802,151,,,,,,
,,,122000,,,5.998083162020488,-92.28394395759307,0.001,121876,713.8477173894644,365.1
,,,123000,,,5.87010638213452,-92.88401838208809,0.001,122428,1093.3635897391475,529.5
692,634.6580063700002,325.57,123220,818,150,,,,,,
,,,124000,,,5.627664835636432,-93.1245116013747,0.001,123797,558.4268065989017,279.3
696,636.55964038,325.88,124149,827,149,,,,,,
,,,125000,,,5.56254843763403,-92.86499160904069,0.001,124832,498.3666040748358,239.5
700,643.7110153499999,329.27,125499,836,150,5.636869639044932,-92.61585555913794,0.001,125095,,
,,,126000,,,5.8296142854030775,-92.58029750608048,0.001,125724,664.8416293054819,322.0
704,649.3798908,332.25,126777,843,150,5.910082990081732,-92.21841375378595,0.001,126369,,
,,,127000,,,5.526826160673111,-92.70254038557222,0.001,126684,648.4115850577597,328.1
708,652.0317915600001,333.88,127995,851,150,5.484830554662176,-92.24322717514396,0.001,127598,,
,,,128000,,,5.800154720482073,-92.48635046105636,0.001,127902,1167.3665030389006,714.6
,,,129000,,,5.939038633051967,-92.37597911894633,0.001,128753,873.3991474028211,456.4
712,652.6375327,334.21,129631,865,149,5.722542402036596,-92.40577908219963,0.001,129100,,
,,,130000,,,6.0908232807592535,-91.76963806152344,0.001,129767,832.0979657525895,524.5
,,,131000,,,6.151810525120169,-91.60738908327542,0.001,130458,996.3311798402749,574.3
716,645.4098413600001,331.11,131197,878,149,,,,,,
,,,132000,,,6.291141255555419,-91.94841520435314,0.001,131892,672.9489488363266,295.8
,,,133000,,,5.922389146566391,-91.97319451904296,0.001,132892,763.6230596133158,439.6
,,,134000,,,5.8122666918713115,-91.63718779190727,0.001,133168,1596.4588595555165,837.6
720,670.95916549,348.61,134012,899,148,,,,,,
,,,135000,,,5.851594164205152,-91.43498740972474,0.001,134349,1123.1122399850399,769.6
,,,136000,,,6.212508351802826,-91.54079138183593,0.001,135349,1091.0285291461028,715.8
724,689.5857352400001,363.78,136843,922,148,6.259552731752396,-91.82618997192382,0.001,136349,,
,,,137000,,,6.586330487543806,-91.8198839633619,0.001,136750,916.2099323768692,687.4
